[5.6743621826171875e-05]Start running EvoMol from [H][H]...
[0.0008392333984375] Updated in round 1! max:(0.16, 'c1ccccc1'), min:(-99999, '')
[0.00725555419921875] Updated in round 2! max:(0.2, 'C=Cc1ccccc1'), min:(-99999, '')
[0.014758110046386719] Updated in round 3! max:(0.2, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01772928237915039] Updated in round 4! max:(0.36, 'C=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.03939414024353027] Updated in round 5! max:(0.4, 'C=CC=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.06896758079528809] Updated in round 6! max:(0.44, 'C=CC(C=C)=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.10171365737915039] Updated in round 7! max:(0.44, 'C=CC(C=C)=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.10678505897521973] Updated in round 8! max:(0.44, 'C=CC(C=C)=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.10877132415771484] Updated in round 9! max:(0.44, 'C=CC(C=C)=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.11157059669494629] Updated in round 10! max:(0.48, 'C=CC=CC(C=C)=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.14629077911376953] Updated in round 11! max:(0.48, 'C=CC=CC(C=C)=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.14880084991455078] Updated in round 12! max:(0.48, 'C=CC=CC(C=C)=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.15068316459655762] Updated in round 13! max:(0.48, 'C=CC=CC(C=C)=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.15224599838256836] Updated in round 14! max:(0.48, 'C=CC=CC(C=C)=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.1558518409729004] Updated in round 15! max:(0.52, 'C=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.19326567649841309] Updated in round 16! max:(0.52, 'C=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.19493913650512695] Updated in round 17! max:(0.52, 'C=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.1975867748260498] Updated in round 18! max:(0.52, 'C=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.1996932029724121] Updated in round 19! max:(0.52, 'C=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.20130181312561035] Updated in round 20! max:(0.52, 'C=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.24311232566833496] Updated in round 21! max:(0.56, 'C=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.2878296375274658] Updated in round 22! max:(0.56, 'C=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.29015421867370605] Updated in round 23! max:(0.56, 'C=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.2924156188964844] Updated in round 24! max:(0.6, 'C=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.34379053115844727] Updated in round 25! max:(0.6, 'C=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.34613823890686035] Updated in round 26! max:(0.6, 'C=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.3486673831939697] Updated in round 27! max:(0.64, 'C=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.4098489284515381] Updated in round 28! max:(0.64, 'C=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.41187024116516113] Updated in round 29! max:(0.64, 'C=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.41392064094543457] Updated in round 30! max:(0.64, 'C=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.41591548919677734] Updated in round 31! max:(0.64, 'C=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.41845250129699707] Updated in round 32! max:(0.8, 'C=CC(C=CC=Cc1ccccc1)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.5276505947113037] Updated in round 33! max:(0.8, 'C=CC(C=CC=Cc1ccccc1)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.5303075313568115] Updated in round 34! max:(0.8, 'C=CC(C=CC=Cc1ccccc1)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.532799482345581] Updated in round 35! max:(0.8, 'C=CC(C=CC=Cc1ccccc1)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.5359313488006592] Updated in round 36! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6564922332763672] Updated in round 37! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6613492965698242] Updated in round 38! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6645784378051758] Updated in round 39! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6671855449676514] Updated in round 40! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.670551061630249] Updated in round 41! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6743745803833008] Updated in round 42! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6776862144470215] Updated in round 43! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6812694072723389] Updated in round 44! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6847479343414307] Updated in round 45! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6884622573852539] Updated in round 46! max:(0.84, 'C=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.6916260719299316] Updated in round 47! max:(0.88, 'C=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.8302037715911865] Updated in round 48! max:(0.88, 'C=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.8329892158508301] Updated in round 49! max:(0.88, 'C=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.8357484340667725] Updated in round 50! max:(0.88, 'C=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.8385553359985352] Updated in round 51! max:(0.88, 'C=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.8415045738220215] Updated in round 52! max:(0.88, 'C=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.8443832397460938] Updated in round 53! max:(0.88, 'C=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.8483655452728271] Updated in round 54! max:(0.88, 'C=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.8522443771362305] Updated in round 55! max:(0.88, 'C=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.85725998878479] Updated in round 56! max:(0.92, 'C=CC=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[1.013746738433838] Updated in round 57! max:(0.92, 'C=CC=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[1.017319679260254] Updated in round 58! max:(0.92, 'C=CC=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[1.020803451538086] Updated in round 59! max:(0.92, 'C=CC=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[1.0236566066741943] Updated in round 60! max:(0.92, 'C=CC=CC=CC(=CC=CC(C=C)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[1.0270006656646729] Updated in round 61! max:(0.96, 'C=CC(C=CC=C(c1ccccc1)c1ccccc1)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[1.1967222690582275] Updated in round 62! max:(0.96, 'C=CC(C=CC=C(c1ccccc1)c1ccccc1)=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[1.1988983154296875] Reproduced in round 63!!
