[4.649162292480469e-05]Start running EvoMol from [H][H]...
[0.000640869140625] Updated in round 1! max:(0.25, 'c1ccccc1'), min:(-99999, '')
[0.0069887638092041016] Updated in round 2! max:(0.5, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.024381399154663086] Updated in round 3! max:(0.5625, 'C=Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.04471588134765625] Updated in round 4! max:(0.625, 'C=Cc1ccccc1-c1ccccc1C=C'), min:(-99999, '')
[0.06713175773620605] Updated in round 5! max:(0.625, 'C=Cc1ccccc1-c1ccccc1C=C'), min:(-99999, '')
[0.06954002380371094] Updated in round 6! max:(0.6875, 'C=Cc1cccc2c1-c1ccccc1C2=C'), min:(-99999, '')
[0.09102201461791992] Updated in round 7! max:(0.6875, 'C=Cc1cccc2c1-c1ccccc1C2=C'), min:(-99999, '')
[0.09310674667358398] Updated in round 8! max:(0.6875, 'C=Cc1cccc2c1-c1ccccc1C2=C'), min:(-99999, '')
[0.09506845474243164] Updated in round 9! max:(0.6875, 'C=Cc1cccc2c1-c1ccccc1C2=C'), min:(-99999, '')
[0.09725666046142578] Updated in round 10! max:(0.75, 'C=C1c2cccc3ccc4cccc1c4c23'), min:(-99999, '')
[0.12084746360778809] Updated in round 11! max:(0.75, 'C=C1c2cccc3ccc4cccc1c4c23'), min:(-99999, '')
[0.12320542335510254] Updated in round 12! max:(0.8125, 'C=CC=C1c2cccc3ccc4cccc1c4c23'), min:(-99999, '')
[0.1518096923828125] Updated in round 13! max:(0.875, 'C=CC(C=C)=C1c2cccc3ccc4cccc1c4c23'), min:(-99999, '')
[0.184462308883667] Updated in round 14! max:(0.875, 'C=CC(C=C)=C1c2cccc3ccc4cccc1c4c23'), min:(-99999, '')
[0.1870415210723877] Updated in round 15! max:(0.875, 'C=CC(C=C)=C1c2cccc3ccc4cccc1c4c23'), min:(-99999, '')
[0.18916702270507812] Updated in round 16! max:(0.875, 'C=CC(C=C)=C1c2cccc3ccc4cccc1c4c23'), min:(-99999, '')
[0.19146251678466797] Updated in round 17! max:(0.875, 'C=CC(C=C)=C1c2cccc3ccc4cccc1c4c23'), min:(-99999, '')
[0.19398736953735352] Updated in round 18! max:(0.875, 'C=CC(C=C)=C1c2cccc3ccc4cccc1c4c23'), min:(-99999, '')
[0.19679975509643555] Updated in round 19! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.23293590545654297] Updated in round 20! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.2349848747253418] Updated in round 21! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.23625731468200684] Reproduced in round 22!!
