[9.870529174804688e-05]Start running EvoMol from [H][H]...
[0.004054069519042969] Updated in round 1! max:(0.17857142857142858, 'c1ccccc1'), min:(-99999, '')
[0.009387493133544922] Updated in round 2! max:(0.4, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.025429487228393555] Updated in round 3! max:(0.4482758620689655, 'c1ccc2c(c1)-c1ccccc1-2'), min:(-99999, '')
[0.039374351501464844] Updated in round 4! max:(0.45454545454545453, 'c1ccc2c(c1)-c1ccc3ccccc3c1-2'), min:(-99999, '')
[0.06351637840270996] Updated in round 5! max:(0.45454545454545453, 'c1ccc2c(c1)-c1ccc3ccccc3c1-2'), min:(-99999, '')
[0.06444740295410156] Updated in round 6! max:(0.45454545454545453, 'c1ccc2c(c1)-c1ccc3ccccc3c1-2'), min:(-99999, '')
[0.06542468070983887] Updated in round 7! max:(0.5079365079365079, 'C=Cc1ccccc1C1=Cc2ccccc21'), min:(-99999, '')
[0.08722829818725586] Updated in round 8! max:(0.5079365079365079, 'C=Cc1ccccc1C1=Cc2ccccc21'), min:(-99999, '')
[0.08820533752441406] Updated in round 9! max:(0.5079365079365079, 'C=Cc1ccccc1C1=Cc2ccccc21'), min:(-99999, '')
[0.0891427993774414] Updated in round 10! max:(0.5079365079365079, 'C=Cc1ccccc1C1=Cc2ccccc21'), min:(-99999, '')
[0.0900118350982666] Updated in round 11! max:(0.5079365079365079, 'C=Cc1ccccc1C1=Cc2ccccc21'), min:(-99999, '')
[0.09089016914367676] Updated in round 12! max:(0.5079365079365079, 'C=Cc1ccccc1C1=Cc2ccccc21'), min:(-99999, '')
[0.09174489974975586] Updated in round 13! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11001014709472656] Updated in round 14! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11078405380249023] Updated in round 15! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11161208152770996] Updated in round 16! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11235165596008301] Updated in round 17! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11313939094543457] Updated in round 18! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11387372016906738] Updated in round 19! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11460685729980469] Updated in round 20! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11549258232116699] Updated in round 21! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11632466316223145] Updated in round 22! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.1172788143157959] Updated in round 23! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.1181337833404541] Updated in round 24! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.11902904510498047] Updated in round 25! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.1366417407989502] Updated in round 26! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.137650728225708] Updated in round 27! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.13862037658691406] Updated in round 28! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
[0.1395730972290039] Updated in round 29! max:(0.5517241379310345, 'C1=C(c2ccccc2)c2ccccc21'), min:(-99999, '')
