[0.00010037422180175781]Start running EvoMol from [H][H]...
[0.0023124217987060547] Updated in round 1! max:(0.006622516556291391, 'C=C'), min:(-99999, '')
[0.0037403106689453125] Updated in round 2! max:(0.013245033112582781, 'C=CC=C'), min:(-99999, '')
[0.007935762405395508] Updated in round 3! max:(0.019867549668874173, 'C=CC=CC=C'), min:(-99999, '')
[0.01369619369506836] Updated in round 4! max:(0.026490066225165563, 'c1ccccc1'), min:(-99999, '')
[0.021435022354125977] Updated in round 5! max:(0.033112582781456956, 'C=Cc1ccccc1'), min:(-99999, '')
[0.029525041580200195] Updated in round 6! max:(0.039735099337748346, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.041170597076416016] Updated in round 7! max:(0.046357615894039736, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.052272796630859375] Updated in round 8! max:(0.052980132450331126, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.0632777214050293] Updated in round 9! max:(0.052980132450331126, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.07096409797668457] Updated in round 10! max:(0.059602649006622516, 'C=Cc1ccc2ccccc2c1C=C'), min:(-99999, '')
[0.08982253074645996] Updated in round 11! max:(0.059602649006622516, 'C=Cc1ccc2ccccc2c1C=C'), min:(-99999, '')
[0.09537148475646973] Updated in round 12! max:(0.06622516556291391, 'c1ccc2c(c1)ccc1ccccc12'), min:(-99999, '')
[0.11547517776489258] Updated in round 13! max:(0.0728476821192053, 'C=Cc1ccc2ccc3ccccc3c2c1'), min:(-99999, '')
[0.13891220092773438] Updated in round 14! max:(0.0728476821192053, 'C=Cc1ccc2ccc3ccccc3c2c1'), min:(-99999, '')
[0.14560294151306152] Updated in round 15! max:(0.0728476821192053, 'C=Cc1ccc2ccc3ccccc3c2c1'), min:(-99999, '')
[0.1525731086730957] Updated in round 16! max:(0.0728476821192053, 'C=Cc1ccc2ccc3ccccc3c2c1'), min:(-99999, '')
[0.1599864959716797] Updated in round 17! max:(0.0728476821192053, 'C=Cc1ccc2ccc3ccccc3c2c1'), min:(-99999, '')
[0.16842889785766602] Updated in round 18! max:(0.07947019867549669, 'C=Cc1ccc2c(ccc3ccc(C=C)cc32)c1'), min:(-99999, '')
[0.19384264945983887] Updated in round 19! max:(0.07947019867549669, 'C=Cc1ccc2c(ccc3ccc(C=C)cc32)c1'), min:(-99999, '')
[0.20315289497375488] Updated in round 20! max:(0.08609271523178808, 'C=CC(=C)c1ccc2c(ccc3ccc(C=C)cc32)c1'), min:(-99999, '')
