[4.673004150390625e-05]Start running EvoMol from [H][H]...
[0.00036787986755371094] Updated in round 1! max:(0.08333333333333333, 'C=C'), min:(-99999, '')
[0.0008471012115478516] Updated in round 2! max:(0.16666666666666666, 'C=CC=C'), min:(-99999, '')
[0.0019769668579101562] Updated in round 3! max:(0.25, 'C=CC=CC=C'), min:(-99999, '')
[0.003348827362060547] Updated in round 4! max:(0.3333333333333333, 'C=CC=CC=CC=C'), min:(-99999, '')
[0.0055506229400634766] Updated in round 5! max:(0.4166666666666667, 'C=CC=CC=CC=CC=C'), min:(-99999, '')
[0.008858203887939453] Updated in round 6! max:(0.4166666666666667, 'C=CC=CC=CC=CC=C'), min:(-99999, '')
[0.009500741958618164] Updated in round 7! max:(0.4166666666666667, 'C=CC=CC=CC=CC=C'), min:(-99999, '')
[0.010275840759277344] Updated in round 8! max:(0.5, 'C=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.015260696411132812] Updated in round 9! max:(0.5, 'C=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.015998363494873047] Updated in round 10! max:(0.5, 'C=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.0166928768157959] Updated in round 11! max:(0.5, 'C=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.017540931701660156] Updated in round 12! max:(0.5833333333333334, 'C=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.02471017837524414] Updated in round 13! max:(0.5833333333333334, 'C=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.025502920150756836] Updated in round 14! max:(0.5833333333333334, 'C=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.02630305290222168] Updated in round 15! max:(0.5833333333333334, 'C=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.02725815773010254] Updated in round 16! max:(0.6666666666666666, 'C=CC=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.037348270416259766] Updated in round 17! max:(0.6666666666666666, 'C=CC=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.03824257850646973] Updated in round 18! max:(0.6666666666666666, 'C=CC=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.03928399085998535] Updated in round 19! max:(0.75, 'C=CC=CC=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.053086042404174805] Updated in round 20! max:(0.75, 'C=CC=CC=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.0540776252746582] Updated in round 21! max:(0.75, 'C=CC=CC=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
