[6.794929504394531e-05]Start running EvoMol from [H][H]...
[0.0007259845733642578] Updated in round 1! max:(0.02702702702702703, 'C=C'), min:(-99999, '')
[0.0015425682067871094] Updated in round 2! max:(0.05405405405405406, 'C=CC=C'), min:(-99999, '')
[0.0037713050842285156] Updated in round 3! max:(0.08108108108108109, 'C=CC=CC=C'), min:(-99999, '')
[0.044182538986206055] Updated in round 4! max:(0.10810810810810811, 'C=CC=CC=CC=C'), min:(-99999, '')
[0.07022953033447266] Updated in round 5! max:(0.10810810810810811, 'C=CC=CC=CC=C'), min:(-99999, '')
[0.07372093200683594] Updated in round 6! max:(0.13513513513513514, 'C=c1ccccc1=C'), min:(-99999, '')
[0.07797694206237793] Updated in round 7! max:(0.16216216216216217, 'C=Cc1ccc(=C)c(=C)c1'), min:(-99999, '')
[0.0836336612701416] Updated in round 8! max:(0.16216216216216217, 'C=Cc1ccc(=C)c(=C)c1'), min:(-99999, '')
[0.08584833145141602] Updated in round 9! max:(0.1891891891891892, 'C=CC=c1ccc(C=C)cc1=C'), min:(-99999, '')
[0.09336352348327637] Updated in round 10! max:(0.21621621621621623, 'C=CC=CC=c1ccc(C=C)cc1=C'), min:(-99999, '')
[0.10412359237670898] Updated in round 11! max:(0.24324324324324326, 'C=CC=CC=c1ccc(C=CC=C)cc1=C'), min:(-99999, '')
[0.1175527572631836] Updated in round 12! max:(0.24324324324324326, 'C=CC=CC=c1ccc(C=CC=C)cc1=C'), min:(-99999, '')
[0.11985325813293457] Updated in round 13! max:(0.24324324324324326, 'C=CC=CC=c1ccc(C=CC=C)cc1=C'), min:(-99999, '')
[0.12401795387268066] Updated in round 14! max:(0.2702702702702703, 'C=CC=Cc1ccc(=CC=CC(=C)C=C)c(=C)c1'), min:(-99999, '')
[0.1416783332824707] Updated in round 15! max:(0.2972972972972973, 'C=CC=Cc1ccc(=CC=CC(=C)C=C)c(=CC=C)c1'), min:(-99999, '')
[0.16183876991271973] Updated in round 16! max:(0.2972972972972973, 'C=CC=Cc1ccc(=CC=CC(=C)C=C)c(=CC=C)c1'), min:(-99999, '')
[0.16573619842529297] Updated in round 17! max:(0.32432432432432434, 'C=CC=CC(=C)C=CC=c1ccc(C=CC=C)cc1=CC=C'), min:(-99999, '')
[0.25644850730895996] Updated in round 18! max:(0.32432432432432434, 'C=CC=CC(=C)C=CC=c1ccc(C=CC=C)cc1=CC=C'), min:(-99999, '')
[0.2602958679199219] Updated in round 19! max:(0.35135135135135137, 'C=CC=Cc1ccc2cccc(=C)c(=CC=C)cccc2c1'), min:(-99999, '')
[0.2917289733886719] Updated in round 20! max:(0.35135135135135137, 'C=CC=Cc1ccc2cccc(=C)c(=CC=C)cccc2c1'), min:(-99999, '')
[0.2949542999267578] Updated in round 21! max:(0.35135135135135137, 'C=CC=Cc1ccc2cccc(=C)c(=CC=C)cccc2c1'), min:(-99999, '')
[0.3222029209136963] Updated in round 22! max:(0.3783783783783784, 'C=CC=Cc1ccc2cccc(=C)c(=CC(=C)C=C)cccc2c1'), min:(-99999, '')
[0.3584625720977783] Updated in round 23! max:(0.3783783783783784, 'C=CC=Cc1ccc2cccc(=C)c(=CC(=C)C=C)cccc2c1'), min:(-99999, '')
[0.3634364604949951] Updated in round 24! max:(0.40540540540540543, 'C=CC(=C)C=c1cccc2cc(C=C(C=C)C=C)ccc2cccc1=C'), min:(-99999, '')
[0.4039759635925293] Updated in round 25! max:(0.43243243243243246, 'C=CC(=C)C=c1cccc2cc3cc(C=C)ccc3cc2cccc1=C'), min:(-99999, '')
[0.44579458236694336] Updated in round 26! max:(0.43243243243243246, 'C=CC(=C)C=c1cccc2cc3cc(C=C)ccc3cc2cccc1=C'), min:(-99999, '')
[0.44988179206848145] Updated in round 27! max:(0.43243243243243246, 'C=CC(=C)C=c1cccc2cc3cc(C=C)ccc3cc2cccc1=C'), min:(-99999, '')
[0.4535837173461914] Updated in round 28! max:(0.4594594594594595, 'C=Cc1ccc2cc3cccc4cc(=C)c(=C)cc4cccc3cc2c1'), min:(-99999, '')
