[6.079673767089844e-05]Start running EvoMol from [H][H]...
[0.0005502700805664062] Updated in round 1! max:(0.03571428571428571, 'C=C'), min:(-99999, '')
[0.0012922286987304688] Updated in round 2! max:(0.07142857142857142, 'C=CC=C'), min:(-99999, '')
[0.003156900405883789] Updated in round 3! max:(0.10714285714285714, 'C=CC=CC=C'), min:(-99999, '')
[0.005468606948852539] Updated in round 4! max:(0.14285714285714285, 'c1ccccc1'), min:(-99999, '')
[0.010459661483764648] Updated in round 5! max:(0.17857142857142858, 'C=c1ccc(=C)cc1'), min:(-99999, '')
[0.01692366600036621] Updated in round 6! max:(0.21428571428571427, 'C=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.021654129028320312] Updated in round 7! max:(0.21428571428571427, 'C=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.02339482307434082] Updated in round 8! max:(0.25, 'C=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.03012371063232422] Updated in round 9! max:(0.25, 'C=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.03187441825866699] Updated in round 10! max:(0.25, 'C=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.03354215621948242] Updated in round 11! max:(0.2857142857142857, 'C=CC=CC=c1ccc(=CC=C)cc1'), min:(-99999, '')
[0.04364800453186035] Updated in round 12! max:(0.32142857142857145, 'C=CC=C(C=C)C=c1ccc(=CC=C)cc1'), min:(-99999, '')
[0.056427717208862305] Updated in round 13! max:(0.35714285714285715, 'C=CC=CC=c1ccc(=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.07195138931274414] Updated in round 14! max:(0.35714285714285715, 'C=CC=CC=c1ccc(=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.07337427139282227] Updated in round 15! max:(0.35714285714285715, 'C=CC=CC=c1ccc(=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.0755918025970459] Updated in round 16! max:(0.39285714285714285, 'C=CC=CC=CC=c1ccc(=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.09576582908630371] Updated in round 17! max:(0.39285714285714285, 'C=CC=CC=CC=c1ccc(=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.09784841537475586] Updated in round 18! max:(0.42857142857142855, 'C=CC=CC=CC=c1ccc(=Cc2ccccc2)cc1'), min:(-99999, '')
[0.12278604507446289] Updated in round 19! max:(0.4642857142857143, 'C(c1ccccc1)=c1ccc(=Cc2ccccc2)cc1'), min:(-99999, '')
