[5.245208740234375e-05]Start running EvoMol from [H][H]...
[0.0004398822784423828] Updated in round 1! max:(0.045454545454545456, 'C=C'), min:(-99999, '')
[0.0010716915130615234] Updated in round 2! max:(0.09090909090909091, 'C=CC=C'), min:(-99999, '')
[0.003003358840942383] Updated in round 3! max:(0.13636363636363635, 'C=CC=CC=C'), min:(-99999, '')
[0.005993366241455078] Updated in round 4! max:(0.18181818181818182, 'c1ccccc1'), min:(-99999, '')
[0.011997461318969727] Updated in round 5! max:(0.22727272727272727, 'C=c1ccccc1=C'), min:(-99999, '')
[0.016355514526367188] Updated in round 6! max:(0.2727272727272727, 'C=Cc1ccc(=C)c(=C)c1'), min:(-99999, '')
[0.021598100662231445] Updated in round 7! max:(0.3181818181818182, 'C=CC=c1cc(C=C)ccc1=C'), min:(-99999, '')
[0.029181241989135742] Updated in round 8! max:(0.36363636363636365, 'C=CC=c1c(C=C)c(C=C)ccc1=C'), min:(-99999, '')
[0.03906607627868652] Updated in round 9! max:(0.4090909090909091, 'C=CC=Cc1c(C=C)ccc(=C)c1=CC=C'), min:(-99999, '')
[0.050981760025024414] Updated in round 10! max:(0.45454545454545453, 'C=Cc1ccc(=C)c2c1C=CC(=C)C(=C)C=2'), min:(-99999, '')
[0.06308937072753906] Updated in round 11! max:(0.5, 'C=CC=c1ccc(C=C)c2c1=CC(=C)C(=C)C=C2'), min:(-99999, '')
[0.07871127128601074] Updated in round 12! max:(0.5454545454545454, 'C=CC=C1C=Cc2c(C=C)ccc(=CC=C)c2=CC1=C'), min:(-99999, '')
[0.09945154190063477] Updated in round 13! max:(0.5909090909090909, 'C=CC=Cc1ccc(=CC=C)c2c1C=CC(=CC=C)C(=C)C=2'), min:(-99999, '')
[0.12512683868408203] Updated in round 14! max:(0.5909090909090909, 'C=CC=Cc1ccc(=CC=C)c2c1C=CC(=CC=C)C(=C)C=2'), min:(-99999, '')
[0.1283421516418457] Updated in round 15! max:(0.6363636363636364, 'C=CC=CC=C1C=Cc2c(C=CC=C)ccc(=CC=C)c2=CC1=C'), min:(-99999, '')
[0.16154766082763672] Updated in round 16! max:(0.6818181818181818, 'C=CC=CC=C1C=Cc2c(C=CC=C)ccc(=CC=C)c2=CC1=CC=C'), min:(-99999, '')
[0.2017078399658203] Updated in round 17! max:(0.7272727272727273, 'C=CC=Cc1cccc2c1C=Cc1c(C=CC=C)ccc(=CC=C)c1=C2'), min:(-99999, '')
[0.24427223205566406] Updated in round 18! max:(0.7272727272727273, 'C=CC=Cc1cccc2c1C=Cc1c(C=CC=C)ccc(=CC=C)c1=C2'), min:(-99999, '')
[0.24854087829589844] Updated in round 19! max:(0.7272727272727273, 'C=CC=Cc1cccc2c1C=Cc1c(C=CC=C)ccc(=CC=C)c1=C2'), min:(-99999, '')
[0.2522437572479248] Updated in round 20! max:(0.7272727272727273, 'C=CC=Cc1cccc2c1C=Cc1c(C=CC=C)ccc(=CC=C)c1=C2'), min:(-99999, '')
[0.2560098171234131] Updated in round 21! max:(0.7727272727272727, 'C=CC=Cc1cccc2c1C=c1c(=C)ccc3ccc(=CC=C)c(c13)=C2'), min:(-99999, '')
[0.2993197441101074] Updated in round 22! max:(0.7727272727272727, 'C=CC=Cc1cccc2c1C=c1c(=C)ccc3ccc(=CC=C)c(c13)=C2'), min:(-99999, '')
[0.30410194396972656] Updated in round 23! max:(0.8181818181818182, 'C=CC=c1ccc2ccc3cccccc4cccc5cc1c2c3cc45'), min:(-99999, '')
[0.3605008125305176] Updated in round 24! max:(0.8181818181818182, 'C=CC=c1ccc2ccc3cccccc4cccc5cc1c2c3cc45'), min:(-99999, '')
[0.3666224479675293] Updated in round 25! max:(0.8636363636363636, 'c1ccc2cccc3c2cc2c(cc1)ccc1ccc4cccc3c4c12'), min:(-99999, '')
[0.42389440536499023] Updated in round 26! max:(0.8636363636363636, 'c1ccc2cccc3c2cc2c(cc1)ccc1ccc4cccc3c4c12'), min:(-99999, '')
[0.4290652275085449] Updated in round 27! max:(0.8636363636363636, 'c1ccc2cccc3c2cc2c(cc1)ccc1ccc4cccc3c4c12'), min:(-99999, '')
[0.4331505298614502] Updated in round 28! max:(0.9090909090909091, 'C=Cc1ccc2cccccc3ccc4ccc5cccc6c1c2cc3c4c56'), min:(-99999, '')
[0.5030813217163086] Updated in round 29! max:(0.9090909090909091, 'C=Cc1ccc2cccccc3ccc4ccc5cccc6c1c2cc3c4c56'), min:(-99999, '')
[0.5080986022949219] Updated in round 30! max:(0.9090909090909091, 'C=Cc1ccc2cccccc3ccc4ccc5cccc6c1c2cc3c4c56'), min:(-99999, '')
[0.5143940448760986] Updated in round 31! max:(0.9545454545454546, 'c1ccc2ccc3ccc4ccc5ccc6ccc(cc1)c1cc2c3c4c5c61'), min:(-99999, '')
[0.5794503688812256] Updated in round 32! max:(0.9545454545454546, 'c1ccc2ccc3ccc4ccc5ccc6ccc(cc1)c1cc2c3c4c5c61'), min:(-99999, '')
[0.5841085910797119] Reproduced in round 33!!
