[4.315376281738281e-05]Start running EvoMol from [H][H]...
[0.00034236907958984375] Updated in round 1! max:(0.1111111111111111, 'C=C'), min:(-99999, '')
[0.0008006095886230469] Updated in round 2! max:(0.2222222222222222, 'C=CC=C'), min:(-99999, '')
[0.001984119415283203] Updated in round 3! max:(0.3333333333333333, 'C=CC=CC=C'), min:(-99999, '')
[0.003756284713745117] Updated in round 4! max:(0.4444444444444444, 'c1ccccc1'), min:(-99999, '')
[0.00678253173828125] Updated in round 5! max:(0.5555555555555556, 'C=Cc1ccccc1'), min:(-99999, '')
[0.009063482284545898] Updated in round 6! max:(0.5555555555555556, 'C=Cc1ccccc1'), min:(-99999, '')
[0.009897232055664062] Updated in round 7! max:(0.6666666666666666, 'C=CC=Cc1ccccc1'), min:(-99999, '')
[0.013542413711547852] Updated in round 8! max:(0.6666666666666666, 'C=CC=Cc1ccccc1'), min:(-99999, '')
[0.014350414276123047] Updated in round 9! max:(0.6666666666666666, 'C=CC=Cc1ccccc1'), min:(-99999, '')
[0.015391111373901367] Updated in round 10! max:(0.7777777777777778, 'C=CC=CC=Cc1ccccc1'), min:(-99999, '')
[0.020759105682373047] Updated in round 11! max:(0.7777777777777778, 'C=CC=CC=Cc1ccccc1'), min:(-99999, '')
[0.021673202514648438] Updated in round 12! max:(0.7777777777777778, 'C=CC=CC=Cc1ccccc1'), min:(-99999, '')
[0.022681474685668945] Updated in round 13! max:(0.8888888888888888, 'C=CC=CC=CC=Cc1ccccc1'), min:(-99999, '')
[0.030311107635498047] Updated in round 14! max:(0.8888888888888888, 'C=CC=CC=CC=Cc1ccccc1'), min:(-99999, '')
[0.031311750411987305] Updated in round 15! max:(0.8888888888888888, 'C=CC=CC=CC=Cc1ccccc1'), min:(-99999, '')
[0.0322723388671875] Updated in round 16! max:(0.8888888888888888, 'C=CC=CC=CC=Cc1ccccc1'), min:(-99999, '')
[0.03322172164916992] Updated in round 17! max:(0.8888888888888888, 'C=CC=CC=CC=Cc1ccccc1'), min:(-99999, '')
[0.033568382263183594] Reproduced in round 18!!
