[9.822845458984375e-05]Start running EvoMol from [H][H]...
[0.06283187866210938] Updated in round 1! max:(0.08333333333333333, 'c1ccccc1'), min:(-99999, '')
[0.06805777549743652] Updated in round 2! max:(0.21621621621621623, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.07898902893066406] Updated in round 3! max:(0.3076923076923077, 'c1ccc2c(c1)ccc1ccccc12'), min:(-99999, '')
[0.09865880012512207] Updated in round 4! max:(0.32098765432098764, 'C#Cc1cccc2ccc3ccccc3c12'), min:(-99999, '')
[0.11863255500793457] Updated in round 5! max:(0.3522727272727273, 'C#Cc1cccc2ccc3cc4ccccc4cc3c12'), min:(-99999, '')
[0.1507735252380371] Updated in round 6! max:(0.43373493975903615, 'C#Cc1c2ccc3ccc4cc5ccc2cc5cc4c13'), min:(-99999, '')
[0.18381786346435547] Updated in round 7! max:(0.43373493975903615, 'C#Cc1c2ccc3ccc4cc5ccc2cc5cc4c13'), min:(-99999, '')
[0.18509340286254883] Updated in round 8! max:(0.43373493975903615, 'C#Cc1c2ccc3ccc4cc5ccc2cc5cc4c13'), min:(-99999, '')
[0.18637561798095703] Updated in round 9! max:(0.4430379746835443, 'c1cc2cc3ccc4ccc5cc4c3cc2cc15'), min:(-99999, '')
[0.21889638900756836] Updated in round 10! max:(0.44871794871794873, 'C=c1c2ccc3ccc(cc13)c1ccc(cc1)c2'), min:(-99999, '')
[0.251570463180542] Updated in round 11! max:(0.46153846153846156, 'c1cc2ccc1cc1ccc3ccc2c2cc1c32'), min:(-99999, '')
[0.2832603454589844] Updated in round 12! max:(0.46153846153846156, 'c1cc2ccc1cc1ccc3ccc2c2cc1c32'), min:(-99999, '')
[0.28449559211730957] Updated in round 13! max:(0.4634146341463415, 'c1cc2cc3cc4ccc5ccc(c2cc13)c1cc4c51'), min:(-99999, '')
[0.32419848442077637] Updated in round 14! max:(0.48148148148148145, 'c1cc2c3cc1c1cc4ccc5ccc3c3c5c4c3c12'), min:(-99999, '')
[0.3588254451751709] Updated in round 15! max:(0.48148148148148145, 'c1cc2c3cc1c1cc4ccc5ccc3c3c5c4c3c12'), min:(-99999, '')
[0.3601667881011963] Updated in round 16! max:(0.48148148148148145, 'c1cc2c3cc1c1cc4ccc5ccc3c3c5c4c3c12'), min:(-99999, '')
[0.36145853996276855] Updated in round 17! max:(0.48148148148148145, 'c1cc2c3cc1c1cc4ccc5ccc3c3c5c4c3c12'), min:(-99999, '')
[0.3627052307128906] Updated in round 18! max:(0.5384615384615384, 'c1ccc2c(c1)c1ccc3ccc4ccc2c2c4c3c12'), min:(-99999, '')
[0.3971900939941406] Updated in round 19! max:(0.5384615384615384, 'c1ccc2c(c1)c1ccc3ccc4ccc2c2c4c3c12'), min:(-99999, '')
[0.398298978805542] Updated in round 20! max:(0.5384615384615384, 'c1ccc2c(c1)c1ccc3ccc4ccc2c2c4c3c12'), min:(-99999, '')
[0.3995661735534668] Updated in round 21! max:(0.5949367088607594, 'c1cc2ccc3cc4ccc5ccc6c(c1)c2c3c1c4c5c61'), min:(-99999, '')
[0.4402918815612793] Updated in round 22! max:(0.5949367088607594, 'c1cc2ccc3cc4ccc5ccc6c(c1)c2c3c1c4c5c61'), min:(-99999, '')
[0.44170188903808594] Updated in round 23! max:(0.5949367088607594, 'c1cc2ccc3cc4ccc5ccc6c(c1)c2c3c1c4c5c61'), min:(-99999, '')
[0.4431638717651367] Updated in round 24! max:(0.5949367088607594, 'c1cc2ccc3cc4ccc5ccc6c(c1)c2c3c1c4c5c61'), min:(-99999, '')
[0.44438767433166504] Updated in round 25! max:(0.5949367088607594, 'c1cc2ccc3cc4ccc5ccc6c(c1)c2c3c1c4c5c61'), min:(-99999, '')
[0.4456799030303955] Updated in round 26! max:(0.5949367088607594, 'c1cc2ccc3cc4ccc5ccc6c(c1)c2c3c1c4c5c61'), min:(-99999, '')
[0.44699668884277344] Updated in round 27! max:(0.6708860759493671, 'c1cc2ccc3cc4ccc5cc6ccc1c1c2c3c2c4c5c2c61'), min:(-99999, '')
[0.49460601806640625] Updated in round 28! max:(0.6708860759493671, 'c1cc2ccc3cc4ccc5cc6ccc1c1c2c3c2c4c5c2c61'), min:(-99999, '')
[0.4963953495025635] Updated in round 29! max:(0.6708860759493671, 'c1cc2ccc3cc4ccc5cc6ccc1c1c2c3c2c4c5c2c61'), min:(-99999, '')
[0.4978911876678467] Updated in round 30! max:(0.6708860759493671, 'c1cc2ccc3cc4ccc5cc6ccc1c1c2c3c2c4c5c2c61'), min:(-99999, '')
[0.4994828701019287] Updated in round 31! max:(0.6708860759493671, 'c1cc2ccc3cc4ccc5cc6ccc1c1c2c3c2c4c5c2c61'), min:(-99999, '')
[0.5010004043579102] Updated in round 32! max:(0.6708860759493671, 'c1cc2ccc3cc4ccc5cc6ccc1c1c2c3c2c4c5c2c61'), min:(-99999, '')
[0.5025453567504883] Updated in round 33! max:(0.7746478873239436, 'c1cc2ccc3ccc4c5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.5446639060974121] Updated in round 34! max:(0.7746478873239436, 'c1cc2ccc3ccc4c5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.5462167263031006] Updated in round 35! max:(0.7746478873239436, 'c1cc2ccc3ccc4c5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.547694206237793] Updated in round 36! max:(0.7746478873239436, 'c1cc2ccc3ccc4c5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.5490782260894775] Updated in round 37! max:(0.7746478873239436, 'c1cc2ccc3ccc4c5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.5504956245422363] Updated in round 38! max:(0.7746478873239436, 'c1cc2ccc3ccc4c5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.5518629550933838] Updated in round 39! max:(0.7746478873239436, 'c1cc2ccc3ccc4c5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.5953474044799805] Updated in round 40! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.6452431678771973] Updated in round 41! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7037854194641113] Updated in round 42! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7053682804107666] Updated in round 43! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7068986892700195] Updated in round 44! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7083790302276611] Updated in round 45! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7099189758300781] Updated in round 46! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7115862369537354] Updated in round 47! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7133474349975586] Updated in round 48! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7149960994720459] Updated in round 49! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7165701389312744] Updated in round 50! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.718111515045166] Updated in round 51! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.719581127166748] Updated in round 52! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7212471961975098] Updated in round 53! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7229645252227783] Updated in round 54! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7246339321136475] Updated in round 55! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7261548042297363] Updated in round 56! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7275769710540771] Updated in round 57! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.779411792755127] Updated in round 58! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7809224128723145] Updated in round 59! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7825250625610352] Updated in round 60! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7837812900543213] Updated in round 61! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7850813865661621] Updated in round 62! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7866811752319336] Updated in round 63! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7881941795349121] Updated in round 64! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7897374629974365] Updated in round 65! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7911264896392822] Updated in round 66! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7925279140472412] Updated in round 67! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7940864562988281] Updated in round 68! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7955574989318848] Updated in round 69! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.7971587181091309] Updated in round 70! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.84181809425354] Updated in round 71! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.8433961868286133] Updated in round 72! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.8449833393096924] Updated in round 73! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.8463449478149414] Updated in round 74! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.8480062484741211] Updated in round 75! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.8495049476623535] Updated in round 76! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.8995099067687988] Updated in round 77! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9011051654815674] Updated in round 78! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9027864933013916] Updated in round 79! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9561915397644043] Updated in round 80! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9578299522399902] Updated in round 81! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9594521522521973] Updated in round 82! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9610950946807861] Updated in round 83! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9627211093902588] Updated in round 84! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9644725322723389] Updated in round 85! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9661068916320801] Updated in round 86! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[0.9675626754760742] Updated in round 87! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[1.0238139629364014] Updated in round 88! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[1.025503158569336] Updated in round 89! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[1.027327537536621] Updated in round 90! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
[1.0290591716766357] Updated in round 91! max:(0.8333333333333334, 'c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61'), min:(-99999, '')
