[0.00010848045349121094]Start running EvoMol from [H][H]...
[0.005384683609008789] Updated in round 1! max:(0.14705882352941177, 'c1ccccc1'), min:(-99999, '')
[0.010957717895507812] Updated in round 2! max:(0.36363636363636365, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.02283167839050293] Updated in round 3! max:(0.42105263157894735, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.05017399787902832] Updated in round 4! max:(0.4794520547945205, 'c1ccc(-c2ccc3c4cccc3c24)cc1'), min:(-99999, '')
[0.07775282859802246] Updated in round 5! max:(0.4823529411764706, 'c1ccc(-c2ccc(-c3ccc4c5cccc4c35)cc2)cc1'), min:(-99999, '')
[0.1299891471862793] Updated in round 6! max:(0.4823529411764706, 'c1ccc(-c2ccc(-c3ccc4c5cccc4c35)cc2)cc1'), min:(-99999, '')
[0.13129186630249023] Updated in round 7! max:(0.4823529411764706, 'c1ccc(-c2ccc(-c3ccc4c5cccc4c35)cc2)cc1'), min:(-99999, '')
[0.13254618644714355] Updated in round 8! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.18143844604492188] Updated in round 9! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.18286466598510742] Updated in round 10! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.184556245803833] Updated in round 11! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.18592429161071777] Updated in round 12! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.1872999668121338] Updated in round 13! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.18867015838623047] Updated in round 14! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.19001507759094238] Updated in round 15! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.1914200782775879] Updated in round 16! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.19289422035217285] Updated in round 17! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.19423747062683105] Updated in round 18! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.19564175605773926] Updated in round 19! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.19698786735534668] Updated in round 20! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.25318098068237305] Updated in round 21! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.25477099418640137] Updated in round 22! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.2565615177154541] Updated in round 23! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.25821471214294434] Updated in round 24! max:(0.5555555555555556, 'c1cc2cc(c1)c1cc2ccc1-c1ccc2c3cccc2c13'), min:(-99999, '')
[0.2598133087158203] Updated in round 25! max:(0.5975609756097561, 'C=c1c2cccc(c2)c2c(-c3ccc4c5cccc4c35)cccc12'), min:(-99999, '')
[0.31583642959594727] Updated in round 26! max:(0.5975609756097561, 'C=c1c2cccc(c2)c2c(-c3ccc4c5cccc4c35)cccc12'), min:(-99999, '')
[0.3174629211425781] Updated in round 27! max:(0.5975609756097561, 'C=c1c2cccc(c2)c2c(-c3ccc4c5cccc4c35)cccc12'), min:(-99999, '')
[0.3189659118652344] Updated in round 28! max:(0.5975609756097561, 'C=c1c2cccc(c2)c2c(-c3ccc4c5cccc4c35)cccc12'), min:(-99999, '')
[0.32056522369384766] Updated in round 29! max:(0.5975609756097561, 'C=c1c2cccc(c2)c2c(-c3ccc4c5cccc4c35)cccc12'), min:(-99999, '')
