[6.008148193359375e-05]Start running EvoMol from [H][H]...
[0.0005483627319335938] Updated in round 1! max:(0.03571428571428571, 'C=C'), min:(-99999, '')
[0.0012631416320800781] Updated in round 2! max:(0.07142857142857142, 'C=CC=C'), min:(-99999, '')
[0.0030117034912109375] Updated in round 3! max:(0.10714285714285714, 'C=CC=CC=C'), min:(-99999, '')
[0.005330801010131836] Updated in round 4! max:(0.14285714285714285, 'C=CC=CC=CC=C'), min:(-99999, '')
[0.008818864822387695] Updated in round 5! max:(0.17857142857142858, 'C=CC=CC=CC=CC=C'), min:(-99999, '')
[0.013081073760986328] Updated in round 6! max:(0.21428571428571427, 'C=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.019679784774780273] Updated in round 7! max:(0.25, 'C=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.027679920196533203] Updated in round 8! max:(0.25, 'C=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.030087947845458984] Updated in round 9! max:(0.2857142857142857, 'C=CC=CC=CC=CC=CC(C=C)=CC=C'), min:(-99999, '')
[0.04067397117614746] Updated in round 10! max:(0.32142857142857145, 'C=CC=CC=CC=c1ccc(=CC=C)cc1'), min:(-99999, '')
[0.05179309844970703] Updated in round 11! max:(0.32142857142857145, 'C=CC=CC=CC=c1ccc(=CC=C)cc1'), min:(-99999, '')
[0.05394554138183594] Updated in round 12! max:(0.35714285714285715, 'C=CC=c1ccc(=CC=CC=C(C=C)C=C)cc1'), min:(-99999, '')
[0.06754231452941895] Updated in round 13! max:(0.35714285714285715, 'C=CC=c1ccc(=CC=CC=C(C=C)C=C)cc1'), min:(-99999, '')
[0.06901192665100098] Updated in round 14! max:(0.35714285714285715, 'C=CC=c1ccc(=CC=CC=C(C=C)C=C)cc1'), min:(-99999, '')
[0.07039046287536621] Updated in round 15! max:(0.35714285714285715, 'C=CC=c1ccc(=CC=CC=C(C=C)C=C)cc1'), min:(-99999, '')
[0.0717473030090332] Updated in round 16! max:(0.35714285714285715, 'C=CC=c1ccc(=CC=CC=C(C=C)C=C)cc1'), min:(-99999, '')
[0.07346129417419434] Updated in round 17! max:(0.39285714285714285, 'C=CC=c1ccc(=Cc2ccc(C=C)cc2)cc1'), min:(-99999, '')
[0.08733940124511719] Updated in round 18! max:(0.39285714285714285, 'C=CC=c1ccc(=Cc2ccc(C=C)cc2)cc1'), min:(-99999, '')
[0.08936095237731934] Updated in round 19! max:(0.42857142857142855, 'C=CC=Cc1ccc(C=c2ccc(=CC=C)cc2)cc1'), min:(-99999, '')
[0.10794448852539062] Updated in round 20! max:(0.42857142857142855, 'C=CC=Cc1ccc(C=c2ccc(=CC=C)cc2)cc1'), min:(-99999, '')
[0.11003971099853516] Updated in round 21! max:(0.4642857142857143, 'C=CC=c1ccc(=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.13236618041992188] Updated in round 22! max:(0.4642857142857143, 'C=CC=c1ccc(=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.13455939292907715] Updated in round 23! max:(0.5, 'C=CC=CC(C=C)=Cc1ccc(C=c2ccc(=CC=C)cc2)cc1'), min:(-99999, '')
[0.16379976272583008] Updated in round 24! max:(0.5357142857142857, 'C=CC=c1ccc(=Cc2ccc(C=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.19234442710876465] Updated in round 25! max:(0.5357142857142857, 'C=CC=c1ccc(=Cc2ccc(C=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.19495701789855957] Updated in round 26! max:(0.5714285714285714, 'C=CC=c1ccc(=Cc2ccc(C=c3ccc(=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.23180460929870605] Updated in round 27! max:(0.5714285714285714, 'C=CC=c1ccc(=Cc2ccc(C=c3ccc(=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.23420500755310059] Updated in round 28! max:(0.5714285714285714, 'C=CC=c1ccc(=Cc2ccc(C=c3ccc(=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.23650360107421875] Updated in round 29! max:(0.5714285714285714, 'C=CC=c1ccc(=Cc2ccc(C=c3ccc(=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.23878836631774902] Updated in round 30! max:(0.5714285714285714, 'C=CC=c1ccc(=Cc2ccc(C=c3ccc(=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.24211478233337402] Updated in round 31! max:(0.6071428571428571, 'C=CC=c1ccc(=Cc2ccc(C=c3ccc(=CC(=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
[0.284726619720459] Updated in round 32! max:(0.6071428571428571, 'C=CC=c1ccc(=Cc2ccc(C=c3ccc(=CC(=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
[0.2876877784729004] Updated in round 33! max:(0.6428571428571429, 'C=CC=C(C=C)C=c1ccc(=Cc2ccc(C=c3ccc(=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.3407013416290283] Updated in round 34! max:(0.6428571428571429, 'C=CC=C(C=C)C=c1ccc(=Cc2ccc(C=c3ccc(=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.3440976142883301] Updated in round 35! max:(0.6785714285714286, 'C=CC=C(C=C)C=c1ccc(=Cc2ccc(C=c3ccc(=CC(=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
[0.4046776294708252] Updated in round 36! max:(0.6785714285714286, 'C=CC=C(C=C)C=c1ccc(=Cc2ccc(C=c3ccc(=CC(=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
