[9.5367431640625e-05]Start running EvoMol from [H][H]...
[0.01758742332458496] Updated in round 1! max:(0.0136986301369863, 'C=C'), min:(-99999, '')
[0.018546104431152344] Updated in round 2! max:(0.0273972602739726, 'C=CC=C'), min:(-99999, '')
[0.021706104278564453] Updated in round 3! max:(0.0410958904109589, 'C=CC=CC=C'), min:(-99999, '')
[0.026064157485961914] Updated in round 4! max:(0.0547945205479452, 'c1ccccc1'), min:(-99999, '')
[0.031775712966918945] Updated in round 5! max:(0.0684931506849315, 'C=Cc1ccccc1'), min:(-99999, '')
[0.03658461570739746] Updated in round 6! max:(0.0821917808219178, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.042443037033081055] Updated in round 7! max:(0.0958904109589041, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.0483553409576416] Updated in round 8! max:(0.1095890410958904, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.05549883842468262] Updated in round 9! max:(0.1232876712328767, 'C=Cc1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.0636739730834961] Updated in round 10! max:(0.1232876712328767, 'C=Cc1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.06620168685913086] Updated in round 11! max:(0.1232876712328767, 'C=Cc1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.06878876686096191] Updated in round 12! max:(0.1232876712328767, 'C=Cc1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.07293701171875] Updated in round 13! max:(0.136986301369863, 'C=Cc1ccc2c(C=C)c(C=C)ccc2c1'), min:(-99999, '')
[0.08275818824768066] Updated in round 14! max:(0.136986301369863, 'C=Cc1ccc2c(C=C)c(C=C)ccc2c1'), min:(-99999, '')
[0.0868980884552002] Updated in round 15! max:(0.1506849315068493, 'C=Cc1cc2ccc(C=C)c(C=C)c2cc1C=C'), min:(-99999, '')
[0.10020661354064941] Updated in round 16! max:(0.1643835616438356, 'C=CC=Cc1c(C=C)ccc2cc(C=C)c(C=C)cc12'), min:(-99999, '')
[0.11767005920410156] Updated in round 17! max:(0.1643835616438356, 'C=CC=Cc1c(C=C)ccc2cc(C=C)c(C=C)cc12'), min:(-99999, '')
