[4.839897155761719e-05]Start running EvoMol from [H][H]...
[0.00040650367736816406] Updated in round 1! max:(0.06666666666666667, 'C=C'), min:(-99999, '')
[0.0009684562683105469] Updated in round 2! max:(0.13333333333333333, 'C=CC=C'), min:(-99999, '')
[0.0026009082794189453] Updated in round 3! max:(0.2, 'C=CC=CC=C'), min:(-99999, '')
[0.005009889602661133] Updated in round 4! max:(0.26666666666666666, 'c1ccccc1'), min:(-99999, '')
[0.010205268859863281] Updated in round 5! max:(0.3333333333333333, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01608133316040039] Updated in round 6! max:(0.4, 'C=Cc1cccc(C=C)c1'), min:(-99999, '')
[0.02312636375427246] Updated in round 7! max:(0.4666666666666667, 'C=Cc1cccc(C=C)c1C=C'), min:(-99999, '')
[0.03085470199584961] Updated in round 8! max:(0.5333333333333333, 'C=CC=Cc1cccc(C=C)c1C=C'), min:(-99999, '')
[0.04079461097717285] Updated in round 9! max:(0.5333333333333333, 'C=CC=Cc1cccc(C=C)c1C=C'), min:(-99999, '')
[0.04516172409057617] Updated in round 10! max:(0.5333333333333333, 'C=CC=Cc1cccc(C=C)c1C=C'), min:(-99999, '')
[0.04754066467285156] Updated in round 11! max:(0.6, 'C=CC=Cc1cccc(C=C)c1C(=C)C=C'), min:(-99999, '')
[0.059221506118774414] Updated in round 12! max:(0.6666666666666666, 'C=CC=c1ccc(=C)c2c(C=C)cccc12'), min:(-99999, '')
[0.07195496559143066] Updated in round 13! max:(0.7333333333333333, 'C=CC=CC=c1ccc(=C)c2c(C=C)cccc12'), min:(-99999, '')
[0.08827495574951172] Updated in round 14! max:(0.7333333333333333, 'C=CC=CC=c1ccc(=C)c2c(C=C)cccc12'), min:(-99999, '')
[0.09012532234191895] Updated in round 15! max:(0.8, 'C=CC=CC=c1ccc2cccc3cccc1c32'), min:(-99999, '')
[0.10940361022949219] Updated in round 16! max:(0.8, 'C=CC=CC=c1ccc2cccc3cccc1c32'), min:(-99999, '')
[0.11141419410705566] Updated in round 17! max:(0.8, 'C=CC=CC=c1ccc2cccc3cccc1c32'), min:(-99999, '')
[0.11336851119995117] Updated in round 18! max:(0.8, 'C=CC=CC=c1ccc2cccc3cccc1c32'), min:(-99999, '')
[0.11559820175170898] Updated in round 19! max:(0.8, 'C=CC=CC=c1ccc2cccc3cccc1c32'), min:(-99999, '')
[0.1175687313079834] Updated in round 20! max:(0.8666666666666667, 'C=CC=CC=c1cc(C=C)c2cccc3cccc1c32'), min:(-99999, '')
[0.1404743194580078] Updated in round 21! max:(0.8666666666666667, 'C=CC=CC=c1cc(C=C)c2cccc3cccc1c32'), min:(-99999, '')
[0.14247751235961914] Updated in round 22! max:(0.9333333333333333, 'c1cccc2cc(ccc1)c1cccc3cccc2c31'), min:(-99999, '')
[0.17055630683898926] Updated in round 23! max:(0.9333333333333333, 'c1cccc2cc(ccc1)c1cccc3cccc2c31'), min:(-99999, '')
[0.17210912704467773] Updated in round 24! max:(0.9333333333333333, 'c1cccc2cc(ccc1)c1cccc3cccc2c31'), min:(-99999, '')
[0.17425179481506348] Updated in round 25! max:(0.9333333333333333, 'c1cccc2cc(ccc1)c1cccc3cccc2c31'), min:(-99999, '')
[0.17632269859313965] Updated in round 26! max:(0.9333333333333333, 'c1cccc2cc(ccc1)c1cccc3cccc2c31'), min:(-99999, '')
[0.17724943161010742] Reproduced in round 27!!
