[6.4849853515625e-05]Start running EvoMol from [H][H]...
[0.001201629638671875] Updated in round 1! max:(0.02702702702702703, 'C=C'), min:(-99999, '')
[0.001875162124633789] Updated in round 2! max:(0.05405405405405406, 'C=CC=C'), min:(-99999, '')
[0.003828763961791992] Updated in round 3! max:(0.08108108108108109, 'C=CC=CC=C'), min:(-99999, '')
[0.006401538848876953] Updated in round 4! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.010275840759277344] Updated in round 5! max:(0.13513513513513514, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01394796371459961] Updated in round 6! max:(0.16216216216216217, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.018627166748046875] Updated in round 7! max:(0.1891891891891892, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.023355960845947266] Updated in round 8! max:(0.21621621621621623, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.029383420944213867] Updated in round 9! max:(0.24324324324324326, 'C=Cc1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.03656721115112305] Updated in round 10! max:(0.24324324324324326, 'C=Cc1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.03836822509765625] Updated in round 11! max:(0.24324324324324326, 'C=Cc1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.04015183448791504] Updated in round 12! max:(0.24324324324324326, 'C=Cc1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.043009042739868164] Updated in round 13! max:(0.2702702702702703, 'C=Cc1ccc2c(C=C)c(C=C)ccc2c1'), min:(-99999, '')
[0.05190896987915039] Updated in round 14! max:(0.2702702702702703, 'C=Cc1ccc2c(C=C)c(C=C)ccc2c1'), min:(-99999, '')
[0.05469465255737305] Updated in round 15! max:(0.2972972972972973, 'C=Cc1cc2ccc(C=C)c(C=C)c2cc1C=C'), min:(-99999, '')
[0.06620621681213379] Updated in round 16! max:(0.32432432432432434, 'C=CC=Cc1c(C=C)ccc2cc(C=C)c(C=C)cc12'), min:(-99999, '')
[0.08145952224731445] Updated in round 17! max:(0.32432432432432434, 'C=CC=Cc1c(C=C)ccc2cc(C=C)c(C=C)cc12'), min:(-99999, '')
[0.08392643928527832] Updated in round 18! max:(0.32432432432432434, 'C=CC=Cc1c(C=C)ccc2cc(C=C)c(C=C)cc12'), min:(-99999, '')
[0.08635735511779785] Updated in round 19! max:(0.32432432432432434, 'C=CC=Cc1c(C=C)ccc2cc(C=C)c(C=C)cc12'), min:(-99999, '')
[0.08895730972290039] Updated in round 20! max:(0.35135135135135137, 'C=CC=Cc1cc2c(C=CC=C)c(C=C)ccc2cc1C=C'), min:(-99999, '')
[0.10883259773254395] Updated in round 21! max:(0.35135135135135137, 'C=CC=Cc1cc2c(C=CC=C)c(C=C)ccc2cc1C=C'), min:(-99999, '')
[0.11257457733154297] Updated in round 22! max:(0.3783783783783784, 'C=CC=Cc1cc2ccc(C=C)c(C=CC=C)c2cc1C=CC=C'), min:(-99999, '')
[0.13828659057617188] Updated in round 23! max:(0.3783783783783784, 'C=CC=Cc1cc2ccc(C=C)c(C=CC=C)c2cc1C=CC=C'), min:(-99999, '')
[0.14178824424743652] Updated in round 24! max:(0.3783783783783784, 'C=CC=Cc1cc2ccc(C=C)c(C=CC=C)c2cc1C=CC=C'), min:(-99999, '')
[0.14529967308044434] Updated in round 25! max:(0.3783783783783784, 'C=CC=Cc1cc2ccc(C=C)c(C=CC=C)c2cc1C=CC=C'), min:(-99999, '')
[0.14890265464782715] Updated in round 26! max:(0.3783783783783784, 'C=CC=Cc1cc2ccc(C=C)c(C=CC=C)c2cc1C=CC=C'), min:(-99999, '')
[0.15267348289489746] Updated in round 27! max:(0.40540540540540543, 'C=CC=Cc1c(C=C)ccc2cc3ccccccccc3cc12'), min:(-99999, '')
[0.18380188941955566] Updated in round 28! max:(0.43243243243243246, 'C=CC=Cc1c(C=C)ccc2cc3c(ccc4ccccc43)cc12'), min:(-99999, '')
[0.20916008949279785] Updated in round 29! max:(0.43243243243243246, 'C=CC=Cc1c(C=C)ccc2cc3c(ccc4ccccc43)cc12'), min:(-99999, '')
[0.2123243808746338] Updated in round 30! max:(0.43243243243243246, 'C=CC=Cc1c(C=C)ccc2cc3c(ccc4ccccc43)cc12'), min:(-99999, '')
