[0.01133418083190918]Start running EvoMol from [H][H]...
[0.01564764976501465] Updated in round 1! max:(0.17857142857142858, 'c1ccccc1'), min:(-99999, '')
[0.021174192428588867] Updated in round 2! max:(0.4, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.03777742385864258] Updated in round 3! max:(0.4126984126984127, 'C=Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.0572662353515625] Updated in round 4! max:(0.4126984126984127, 'C=Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.05817842483520508] Updated in round 5! max:(0.4126984126984127, 'C=Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.05894923210144043] Updated in round 6! max:(0.4126984126984127, 'C=Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.059752464294433594] Updated in round 7! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.07579660415649414] Updated in round 8! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.07670760154724121] Updated in round 9! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.07762527465820312] Updated in round 10! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.0785222053527832] Updated in round 11! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.07941031455993652] Updated in round 12! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.09734272956848145] Updated in round 13! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.09814834594726562] Updated in round 14! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.09899353981018066] Updated in round 15! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.09973573684692383] Updated in round 16! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.10056495666503906] Updated in round 17! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.10133838653564453] Updated in round 18! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.10209012031555176] Updated in round 19! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.11897730827331543] Updated in round 20! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.1199805736541748] Updated in round 21! max:(0.45901639344262296, 'C=c1c2cccc1=C2c1ccccc1'), min:(-99999, '')
[0.14919090270996094] Updated in round 22! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.17682743072509766] Updated in round 23! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.17797231674194336] Updated in round 24! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.17902731895446777] Updated in round 25! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.1801927089691162] Updated in round 26! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.18120718002319336] Updated in round 27! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.1822507381439209] Updated in round 28! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.18321704864501953] Updated in round 29! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.18425846099853516] Updated in round 30! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.21454477310180664] Updated in round 31! max:(0.463768115942029, 'C=C1C=C2C1=C(c1ccccc1)c1ccccc12'), min:(-99999, '')
[0.21570777893066406] Updated in round 32! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.24325013160705566] Updated in round 33! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.24436473846435547] Updated in round 34! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.2454514503479004] Updated in round 35! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.2466259002685547] Updated in round 36! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.24767088890075684] Updated in round 37! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.24883031845092773] Updated in round 38! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.2498912811279297] Updated in round 39! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.25102663040161133] Updated in round 40! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.25206875801086426] Updated in round 41! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.25310587882995605] Updated in round 42! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.2542273998260498] Updated in round 43! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.28617382049560547] Updated in round 44! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.2874760627746582] Updated in round 45! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.2887148857116699] Updated in round 46! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
[0.2899770736694336] Updated in round 47! max:(0.5074626865671642, 'C=C1C=Cc2ccccc2C2=C1c1ccccc12'), min:(-99999, '')
