[0.00011134147644042969]Start running EvoMol from [H][H]...
[0.059326171875] Updated in round 1! max:(0.14705882352941177, 'c1ccccc1'), min:(-99999, '')
[0.06478381156921387] Updated in round 2! max:(0.36363636363636365, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.07639169692993164] Updated in round 3! max:(0.38461538461538464, 'c1ccc(-c2ccc3ccccc3c2)cc1'), min:(-99999, '')
[0.10412240028381348] Updated in round 4! max:(0.5, 'c1ccc2c(c1)c1ccc3cccc2c3c1'), min:(-99999, '')
[0.12999367713928223] Updated in round 5! max:(0.5, 'c1ccc2c(c1)c1ccc3cccc2c3c1'), min:(-99999, '')
[0.13098931312561035] Updated in round 6! max:(0.5365853658536586, 'c1ccc(-c2cccc3c4cccc5ccc(cc54)c23)cc1'), min:(-99999, '')
[0.18030381202697754] Updated in round 7! max:(0.5411764705882353, 'C=Cc1c2ccc3cccc(c4cccc(-c5ccccc5)c24)c13'), min:(-99999, '')
[0.23721957206726074] Updated in round 8! max:(0.5411764705882353, 'C=Cc1c2ccc3cccc(c4cccc(-c5ccccc5)c24)c13'), min:(-99999, '')
[0.23867535591125488] Updated in round 9! max:(0.6097560975609756, 'c1cc2ccc3c4ccc5ccc(cc5)c5cccc(c(c1)c24)c53'), min:(-99999, '')
[0.29970240592956543] Updated in round 10! max:(0.6097560975609756, 'c1cc2ccc3c4ccc5ccc(cc5)c5cccc(c(c1)c24)c53'), min:(-99999, '')
[0.3012220859527588] Updated in round 11! max:(0.6097560975609756, 'c1cc2ccc3c4ccc5ccc(cc5)c5cccc(c(c1)c24)c53'), min:(-99999, '')
[0.3027498722076416] Updated in round 12! max:(0.6097560975609756, 'c1cc2ccc3c4ccc5ccc(cc5)c5cccc(c(c1)c24)c53'), min:(-99999, '')
[0.3042466640472412] Updated in round 13! max:(0.7236842105263158, 'C=Cc1cccc2cccc3c4cccc5ccc(c(cc1)c54)c23'), min:(-99999, '')
[0.3603787422180176] Updated in round 14! max:(0.7236842105263158, 'C=Cc1cccc2cccc3c4cccc5ccc(c(cc1)c54)c23'), min:(-99999, '')
[0.36199069023132324] Updated in round 15! max:(0.7236842105263158, 'C=Cc1cccc2cccc3c4cccc5ccc(c(cc1)c54)c23'), min:(-99999, '')
[0.36345362663269043] Updated in round 16! max:(0.7236842105263158, 'C=Cc1cccc2cccc3c4cccc5ccc(c(cc1)c54)c23'), min:(-99999, '')
[0.3649277687072754] Updated in round 17! max:(0.7236842105263158, 'C=Cc1cccc2cccc3c4cccc5ccc(c(cc1)c54)c23'), min:(-99999, '')
[0.3663344383239746] Updated in round 18! max:(0.7236842105263158, 'C=Cc1cccc2cccc3c4cccc5ccc(c(cc1)c54)c23'), min:(-99999, '')
[0.36782002449035645] Updated in round 19! max:(0.7236842105263158, 'C=Cc1cccc2cccc3c4cccc5ccc(c(cc1)c54)c23'), min:(-99999, '')
[0.36923813819885254] Updated in round 20! max:(0.8, 'c1cccc2c3ccc4cccc(c5cccc(cc1)c53)c42'), min:(-99999, '')
[0.41630077362060547] Updated in round 21! max:(0.8, 'c1cccc2c3ccc4cccc(c5cccc(cc1)c53)c42'), min:(-99999, '')
[0.4176523685455322] Updated in round 22! max:(0.8, 'c1cccc2c3ccc4cccc(c5cccc(cc1)c53)c42'), min:(-99999, '')
[0.4189574718475342] Updated in round 23! max:(0.8, 'c1cccc2c3ccc4cccc(c5cccc(cc1)c53)c42'), min:(-99999, '')
[0.42029428482055664] Updated in round 24! max:(0.8, 'c1cccc2c3ccc4cccc(c5cccc(cc1)c53)c42'), min:(-99999, '')
[0.421642541885376] Updated in round 25! max:(0.8, 'c1cccc2c3ccc4cccc(c5cccc(cc1)c53)c42'), min:(-99999, '')
[0.4230213165283203] Updated in round 26! max:(0.8, 'c1cccc2c3ccc4cccc(c5cccc(cc1)c53)c42'), min:(-99999, '')
