[7.700920104980469e-05]Start running EvoMol from [H][H]...
[0.019081592559814453] Updated in round 1! max:(0.0547945205479452, 'c1ccccc1'), min:(-99999, '')
[0.025126934051513672] Updated in round 2! max:(0.1095890410958904, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.035082340240478516] Updated in round 3! max:(0.1095890410958904, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.04044938087463379] Updated in round 4! max:(0.1643835616438356, 'c1ccc(-c2cccc(-c3ccccc3)c2)cc1'), min:(-99999, '')
[0.06267380714416504] Updated in round 5! max:(0.1917808219178082, 'c1ccc(-c2ccc3ccc4ccccc4c3c2)cc1'), min:(-99999, '')
[0.0875699520111084] Updated in round 6! max:(0.2054794520547945, 'C=Cc1cccc(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.11913108825683594] Updated in round 7! max:(0.2191780821917808, 'C=Cc1ccc(C=C)c(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.15446829795837402] Updated in round 8! max:(0.2191780821917808, 'C=Cc1ccc(C=C)c(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.15862727165222168] Updated in round 9! max:(0.2191780821917808, 'C=Cc1ccc(C=C)c(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.16320562362670898] Updated in round 10! max:(0.2191780821917808, 'C=Cc1ccc(C=C)c(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.17141079902648926] Updated in round 11! max:(0.273972602739726, 'C=Cc1ccc(C=C)c(-c2ccc3ccc4ccc(-c5ccccc5)cc4c3c2)c1'), min:(-99999, '')
[0.23258471488952637] Updated in round 12! max:(0.273972602739726, 'C=Cc1ccc(C=C)c(-c2ccc3ccc4ccc(-c5ccccc5)cc4c3c2)c1'), min:(-99999, '')
[0.24006056785583496] Updated in round 13! max:(0.2876712328767123, 'C=Cc1ccc(C=C)c(-c2ccc3ccc4ccc(-c5ccccc5C=C)cc4c3c2)c1'), min:(-99999, '')
[0.30804991722106934] Updated in round 14! max:(0.2876712328767123, 'C=Cc1ccc(C=C)c(-c2ccc3ccc4ccc(-c5ccccc5C=C)cc4c3c2)c1'), min:(-99999, '')
[0.3166227340698242] Updated in round 15! max:(0.3287671232876712, 'C=Cc1ccc(C=C)c(-c2ccc3ccc4ccc(-c5cc6ccccc6cc5C=C)cc4c3c2)c1'), min:(-99999, '')
[0.41124773025512695] Updated in round 16! max:(0.3561643835616438, 'C=Cc1cc2ccccc2cc1-c1ccc2ccc3ccc(-c4cc5ccccc5cc4C=C)cc3c2c1'), min:(-99999, '')
[0.5197775363922119] Updated in round 17! max:(0.3698630136986301, 'C=Cc1ccc2cc(C=C)c(-c3ccc4ccc5ccc(-c6cc7ccccc7cc6C=C)cc5c4c3)cc2c1'), min:(-99999, '')
[0.642711877822876] Updated in round 18! max:(0.410958904109589, 'C=Cc1ccc2cc(C=C)c(-c3ccc4ccc5ccc(-c6cc7ccc8ccccc8c7cc6C=C)cc5c4c3)cc2c1'), min:(-99999, '')
[0.8034021854400635] Updated in round 19! max:(0.410958904109589, 'C=Cc1ccc2cc(C=C)c(-c3ccc4ccc5ccc(-c6cc7ccc8ccccc8c7cc6C=C)cc5c4c3)cc2c1'), min:(-99999, '')
[0.8126680850982666] Updated in round 20! max:(0.4383561643835616, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6ccccc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.0022485256195068] Updated in round 21! max:(0.4383561643835616, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6ccccc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.0098819732666016] Updated in round 22! max:(0.4383561643835616, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6ccccc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.0165879726409912] Updated in round 23! max:(0.4383561643835616, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6ccccc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.023047924041748] Updated in round 24! max:(0.4383561643835616, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6ccccc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.0297112464904785] Updated in round 25! max:(0.4383561643835616, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6ccccc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.036344051361084] Updated in round 26! max:(0.4383561643835616, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6ccccc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.0424952507019043] Updated in round 27! max:(0.4383561643835616, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6ccccc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.0493743419647217] Updated in round 28! max:(0.4383561643835616, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6ccccc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.0565311908721924] Updated in round 29! max:(0.4794520547945205, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6cc7ccccc7cc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[1.3052093982696533] Updated in round 30! max:(0.4931506849315068, 'C=Cc1ccc2c(ccc3cc(-c4ccc5ccc6ccc(-c7cc8c(ccc9cc%10ccccc%10cc98)cc7C=C)cc6c5c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.573164939880371] Updated in round 31! max:(0.4931506849315068, 'C=Cc1ccc2c(ccc3cc(-c4ccc5ccc6ccc(-c7cc8c(ccc9cc%10ccccc%10cc98)cc7C=C)cc6c5c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.58329176902771] Updated in round 32! max:(0.547945205479452, 'C=Cc1cc2c(ccc3cc(C=Cc4ccccc4)ccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6cc7ccccc7cc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[2.017704725265503] Updated in round 33! max:(0.547945205479452, 'C=Cc1cc2c(ccc3cc(C=Cc4ccccc4)ccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6cc7ccccc7cc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[2.026970863342285] Updated in round 34! max:(0.547945205479452, 'C=Cc1cc2c(ccc3cc(C=Cc4ccccc4)ccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6cc7ccccc7cc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[2.0360968112945557] Updated in round 35! max:(0.547945205479452, 'C=Cc1cc2c(ccc3cc(C=Cc4ccccc4)ccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6cc7ccccc7cc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[2.045649766921997] Updated in round 36! max:(0.547945205479452, 'C=Cc1cc2c(ccc3cc(C=Cc4ccccc4)ccc32)cc1-c1ccc2ccc3ccc(-c4cc5c(ccc6cc7ccccc7cc65)cc4C=C)cc3c2c1'), min:(-99999, '')
[2.0584053993225098] Updated in round 37! max:(0.5616438356164384, 'C=Cc1ccc2cc3c(ccc4cc(C=C)c(-c5ccc6ccc7ccc(-c8cc9ccc%10cc(C=Cc%11ccccc%11)ccc%10c9cc8C=C)cc7c6c5)cc43)cc2c1'), min:(-99999, '')
[2.5038375854492188] Updated in round 38! max:(0.5616438356164384, 'C=Cc1ccc2cc3c(ccc4cc(C=C)c(-c5ccc6ccc7ccc(-c8cc9ccc%10cc(C=Cc%11ccccc%11)ccc%10c9cc8C=C)cc7c6c5)cc43)cc2c1'), min:(-99999, '')
[2.5200467109680176] Updated in round 39! max:(0.5616438356164384, 'C=Cc1ccc2cc3c(ccc4cc(C=C)c(-c5ccc6ccc7ccc(-c8cc9ccc%10cc(C=Cc%11ccccc%11)ccc%10c9cc8C=C)cc7c6c5)cc43)cc2c1'), min:(-99999, '')
[2.531088352203369] Updated in round 40! max:(0.5616438356164384, 'C=Cc1ccc2cc3c(ccc4cc(C=C)c(-c5ccc6ccc7ccc(-c8cc9ccc%10cc(C=Cc%11ccccc%11)ccc%10c9cc8C=C)cc7c6c5)cc43)cc2c1'), min:(-99999, '')
[2.548050880432129] Updated in round 41! max:(0.5616438356164384, 'C=Cc1ccc2cc3c(ccc4cc(C=C)c(-c5ccc6ccc7ccc(-c8cc9ccc%10cc(C=Cc%11ccccc%11)ccc%10c9cc8C=C)cc7c6c5)cc43)cc2c1'), min:(-99999, '')
[2.573218584060669] Updated in round 42! max:(0.5616438356164384, 'C=Cc1ccc2cc3c(ccc4cc(C=C)c(-c5ccc6ccc7ccc(-c8cc9ccc%10cc(C=Cc%11ccccc%11)ccc%10c9cc8C=C)cc7c6c5)cc43)cc2c1'), min:(-99999, '')
