[5.221366882324219e-05]Start running EvoMol from [H][H]...
[0.0003924369812011719] Updated in round 1! max:(0.0625, 'C=C'), min:(-99999, '')
[0.0009677410125732422] Updated in round 2! max:(0.125, 'C=CC=C'), min:(-99999, '')
[0.0026540756225585938] Updated in round 3! max:(0.1875, 'C=CC=CC=C'), min:(-99999, '')
[0.004893064498901367] Updated in round 4! max:(0.25, 'c1ccccc1'), min:(-99999, '')
[0.011479616165161133] Updated in round 5! max:(0.3125, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01613759994506836] Updated in round 6! max:(0.375, 'C=CC=Cc1ccccc1'), min:(-99999, '')
[0.022307157516479492] Updated in round 7! max:(0.4375, 'C=CC=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.03022909164428711] Updated in round 8! max:(0.5, 'C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.040015459060668945] Updated in round 9! max:(0.5625, 'C=Cc1ccc2ccc(C=C)cc2c1'), min:(-99999, '')
[0.05176377296447754] Updated in round 10! max:(0.5625, 'C=Cc1ccc2ccc(C=C)cc2c1'), min:(-99999, '')
[0.05367636680603027] Updated in round 11! max:(0.5625, 'C=Cc1ccc2ccc(C=C)cc2c1'), min:(-99999, '')
[0.05562138557434082] Updated in round 12! max:(0.625, 'C=Cc1ccc2ccc(C=C)c(C=C)c2c1'), min:(-99999, '')
[0.06995224952697754] Updated in round 13! max:(0.6875, 'C=CC=Cc1ccc2ccc(C=C)cc2c1C=C'), min:(-99999, '')
[0.08784198760986328] Updated in round 14! max:(0.6875, 'C=CC=Cc1ccc2ccc(C=C)cc2c1C=C'), min:(-99999, '')
[0.08973455429077148] Updated in round 15! max:(0.6875, 'C=CC=Cc1ccc2ccc(C=C)cc2c1C=C'), min:(-99999, '')
[0.09145975112915039] Updated in round 16! max:(0.6875, 'C=CC=Cc1ccc2ccc(C=C)cc2c1C=C'), min:(-99999, '')
[0.09382486343383789] Updated in round 17! max:(0.75, 'C=CC=Cc1ccc2ccc(C=C)c3c2c1C=C3'), min:(-99999, '')
[0.11210846900939941] Updated in round 18! max:(0.75, 'C=CC=Cc1ccc2ccc(C=C)c3c2c1C=C3'), min:(-99999, '')
[0.11418986320495605] Updated in round 19! max:(0.75, 'C=CC=Cc1ccc2ccc(C=C)c3c2c1C=C3'), min:(-99999, '')
[0.11638188362121582] Updated in round 20! max:(0.75, 'C=CC=Cc1ccc2ccc(C=C)c3c2c1C=C3'), min:(-99999, '')
[0.11896848678588867] Updated in round 21! max:(0.75, 'C=CC=Cc1ccc2ccc(C=C)c3c2c1C=C3'), min:(-99999, '')
[0.12149715423583984] Updated in round 22! max:(0.8125, 'C=Cc1ccc2ccc3ccc(=C)c4c3c2c1C=4'), min:(-99999, '')
[0.14082813262939453] Updated in round 23! max:(0.8125, 'C=Cc1ccc2ccc3ccc(=C)c4c3c2c1C=4'), min:(-99999, '')
[0.1434307098388672] Updated in round 24! max:(0.875, 'C=CC=c1ccc2ccc3ccc(C=C)c4c3c2c1=C4'), min:(-99999, '')
[0.16652321815490723] Updated in round 25! max:(0.875, 'C=CC=c1ccc2ccc3ccc(C=C)c4c3c2c1=C4'), min:(-99999, '')
[0.1688065528869629] Updated in round 26! max:(0.9375, 'c1ccc2ccc3ccc4ccc(cc1)c1cc2c3c41'), min:(-99999, '')
[0.19727659225463867] Updated in round 27! max:(0.9375, 'c1ccc2ccc3ccc4ccc(cc1)c1cc2c3c41'), min:(-99999, '')
[0.19948983192443848] Updated in round 28! max:(0.9375, 'c1ccc2ccc3ccc4ccc(cc1)c1cc2c3c41'), min:(-99999, '')
[0.20240306854248047] Updated in round 29! max:(0.9375, 'c1ccc2ccc3ccc4ccc(cc1)c1cc2c3c41'), min:(-99999, '')
[0.20412611961364746] Reproduced in round 30!!
