[4.3392181396484375e-05]Start running EvoMol from [H][H]...
[0.00034332275390625] Updated in round 1! max:(0.125, 'C=C'), min:(-99999, '')
[0.0008268356323242188] Updated in round 2! max:(0.25, 'C=CC=C'), min:(-99999, '')
[0.002238750457763672] Updated in round 3! max:(0.375, 'C=CC=CC=C'), min:(-99999, '')
[0.003989696502685547] Updated in round 4! max:(0.5, 'c1ccccc1'), min:(-99999, '')
[0.008389472961425781] Updated in round 5! max:(0.625, 'C=Cc1ccccc1'), min:(-99999, '')
[0.012099981307983398] Updated in round 6! max:(0.75, 'C=CC(=C)c1ccccc1'), min:(-99999, '')
[0.01716756820678711] Updated in round 7! max:(0.875, 'C=CC=CC(=C)c1ccccc1'), min:(-99999, '')
[0.023755550384521484] Updated in round 8! max:(0.875, 'C=CC=CC(=C)c1ccccc1'), min:(-99999, '')
[0.024798870086669922] Updated in round 9! max:(0.875, 'C=CC=CC(=C)c1ccccc1'), min:(-99999, '')
[0.02566671371459961] Updated in round 10! max:(0.875, 'C=CC=CC(=C)c1ccccc1'), min:(-99999, '')
[0.026577234268188477] Reproduced in round 11!!
