[6.699562072753906e-05]Start running EvoMol from [H][H]...
[0.0013642311096191406] Updated in round 1! max:(0.025, 'C=C'), min:(-99999, '')
[0.0023920536041259766] Updated in round 2! max:(0.05, 'C=CC=C'), min:(-99999, '')
[0.007064342498779297] Updated in round 3! max:(0.075, 'C=CC=CC=C'), min:(-99999, '')
[0.010905742645263672] Updated in round 4! max:(0.1, 'C#CC=CC=CC=C'), min:(-99999, '')
[0.014330625534057617] Updated in round 5! max:(0.125, 'C#CC=CC=C(C#C)C=C'), min:(-99999, '')
[0.017439842224121094] Updated in round 6! max:(0.15, 'C#Cc1ccc(C#C)cc1'), min:(-99999, '')
[0.023055076599121094] Updated in round 7! max:(0.175, 'C#Cc1ccc(C#CC=C)cc1'), min:(-99999, '')
[0.028192996978759766] Updated in round 8! max:(0.2, 'C#Cc1ccc(C#CC=CC=C)cc1'), min:(-99999, '')
[0.03440093994140625] Updated in round 9! max:(0.225, 'C#Cc1ccc(C#CC=CC=CC=C)cc1'), min:(-99999, '')
[0.04253554344177246] Updated in round 10! max:(0.25, 'C#CC=CC=CC=CC#Cc1ccc(C#C)cc1'), min:(-99999, '')
[0.05227303504943848] Updated in round 11! max:(0.275, 'C#CC=CC=CC=CC#Cc1ccc(C#C)c(C#C)c1'), min:(-99999, '')
[0.06249499320983887] Updated in round 12! max:(0.275, 'C#CC=CC=CC=CC#Cc1ccc(C#C)c(C#C)c1'), min:(-99999, '')
[0.06396365165710449] Updated in round 13! max:(0.275, 'C#CC=CC=CC=CC#Cc1ccc(C#C)c(C#C)c1'), min:(-99999, '')
[0.06606173515319824] Updated in round 14! max:(0.3, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#C)cc1C#C'), min:(-99999, '')
[0.07726454734802246] Updated in round 15! max:(0.3, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#C)cc1C#C'), min:(-99999, '')
[0.07883620262145996] Updated in round 16! max:(0.3, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#C)cc1C#C'), min:(-99999, '')
[0.08077526092529297] Updated in round 17! max:(0.325, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#C)c(C#C)c1C#C'), min:(-99999, '')
[0.09259390830993652] Updated in round 18! max:(0.325, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#C)c(C#C)c1C#C'), min:(-99999, '')
[0.09491968154907227] Updated in round 19! max:(0.35, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#CC=C)c(C#C)c1C#C'), min:(-99999, '')
[0.10936498641967773] Updated in round 20! max:(0.35, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#CC=C)c(C#C)c1C#C'), min:(-99999, '')
[0.11151695251464844] Updated in round 21! max:(0.375, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#CC=C)c(C#C)c1C#CC=C'), min:(-99999, '')
[0.12877678871154785] Updated in round 22! max:(0.375, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#CC=C)c(C#C)c1C#CC=C'), min:(-99999, '')
[0.13103961944580078] Updated in round 23! max:(0.4, 'C#CC=CC#Cc1c(C#C)cc(C#CC=CC=CC=CC#C)c(C#CC=C)c1C#C'), min:(-99999, '')
[0.15184402465820312] Updated in round 24! max:(0.425, 'C#CC=CC=CC=CC#Cc1cc(C#C)c(C#CC=CC#CC=C)c(C#C)c1C#CC=C'), min:(-99999, '')
[0.17614459991455078] Updated in round 25! max:(0.45, 'C#CC=CC=CC=CC#Cc1cc(C#C)c2c(c1C#CC=C)C#CC=CC#CC=CC#C2'), min:(-99999, '')
[0.20058202743530273] Updated in round 26! max:(0.475, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC=C)C#CC=CC#CC=CC#C2'), min:(-99999, '')
[0.22174644470214844] Updated in round 27! max:(0.5, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC=CC=C)C#CC=CC#CC=CC#C2'), min:(-99999, '')
[0.24842429161071777] Updated in round 28! max:(0.5, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC=CC=C)C#CC=CC#CC=CC#C2'), min:(-99999, '')
[0.2521078586578369] Updated in round 29! max:(0.525, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC=CC=C)C#CC=CC#CC=C(C=C)C#C2'), min:(-99999, '')
[0.2835996150970459] Updated in round 30! max:(0.525, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC=CC=C)C#CC=CC#CC=C(C=C)C#C2'), min:(-99999, '')
[0.2865283489227295] Updated in round 31! max:(0.55, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC(C=C)=CC=C)C#CC=CC#CC=C(C=C)C#C2'), min:(-99999, '')
[0.32349252700805664] Updated in round 32! max:(0.575, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC(C=C)=CC=C)C#CC=CC#CC(C=C)=C(C=C)C#C2'), min:(-99999, '')
[0.36537909507751465] Updated in round 33! max:(0.575, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC(C=C)=CC=C)C#CC=CC#CC(C=C)=C(C=C)C#C2'), min:(-99999, '')
[0.36867427825927734] Updated in round 34! max:(0.6, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC(C=C)=CC=C)C#CC(C=C)=CC#CC(C=C)=C(C=C)C#C2'), min:(-99999, '')
[0.41669154167175293] Updated in round 35! max:(0.6, 'C#Cc1ccccc1C#Cc1cc(C#C)c2c(c1C#CC(C=C)=CC=C)C#CC(C=C)=CC#CC(C=C)=C(C=C)C#C2'), min:(-99999, '')
[0.4199841022491455] Updated in round 36! max:(0.625, 'C#Cc1cc2c#cc3ccccc3c#cc(C=C)c(C=C)c#cc2c2c#cc(C=C)cc#cc(C=C)c(C=C)c#cc12'), min:(-99999, '')
[0.46421217918395996] Updated in round 37! max:(0.625, 'C#Cc1cc2c#cc3ccccc3c#cc(C=C)c(C=C)c#cc2c2c#cc(C=C)cc#cc(C=C)c(C=C)c#cc12'), min:(-99999, '')
[0.4674837589263916] Updated in round 38! max:(0.625, 'C#Cc1cc2c#cc3ccccc3c#cc(C=C)c(C=C)c#cc2c2c#cc(C=C)cc#cc(C=C)c(C=C)c#cc12'), min:(-99999, '')
[0.47067904472351074] Updated in round 39! max:(0.625, 'C#Cc1cc2c#cc3ccccc3c#cc(C=C)c(C=C)c#cc2c2c#cc(C=C)cc#cc(C=C)c(C=C)c#cc12'), min:(-99999, '')
[0.474212646484375] Updated in round 40! max:(0.65, 'C#Cc1cc2c#cc3ccccc3c#cc3ccccc3c#cc2c2c#cc(C=C)cc#cc(C=C)c(C=C)c#cc12'), min:(-99999, '')
[0.5212764739990234] Updated in round 41! max:(0.65, 'C#Cc1cc2c#cc3ccccc3c#cc3ccccc3c#cc2c2c#cc(C=C)cc#cc(C=C)c(C=C)c#cc12'), min:(-99999, '')
[0.5250823497772217] Updated in round 42! max:(0.675, 'C#Cc1c(C#C)c2c#cc3ccccc3c#cc3ccccc3c#cc2c2c#cc(C=C)cc#cc(C=C)c(C=C)c#cc12'), min:(-99999, '')
[0.5747215747833252] Updated in round 43! max:(0.7, 'C#Cc1c(C#C)c2c#cc3ccccc3c#cc3ccccc3c#cc2c2c#cc(C=C)cc#cc3ccccc3c#cc12'), min:(-99999, '')
[0.6267940998077393] Updated in round 44! max:(0.7, 'C#Cc1c(C#C)c2c#cc3ccccc3c#cc3ccccc3c#cc2c2c#cc(C=C)cc#cc3ccccc3c#cc12'), min:(-99999, '')
[0.6302969455718994] Updated in round 45! max:(0.7, 'C#Cc1c(C#C)c2c#cc3ccccc3c#cc3ccccc3c#cc2c2c#cc(C=C)cc#cc3ccccc3c#cc12'), min:(-99999, '')
[0.6343441009521484] Updated in round 46! max:(0.725, 'C#Cc1c(C#C)c2c#cc3ccccc3c#cc3ccccc3c#cc2c2c#cc(C=C)c(C=C)c#cc3ccccc3c#cc12'), min:(-99999, '')
[0.6934518814086914] Updated in round 47! max:(0.725, 'C#Cc1c(C#C)c2c#cc3ccccc3c#cc3ccccc3c#cc2c2c#cc(C=C)c(C=C)c#cc3ccccc3c#cc12'), min:(-99999, '')
[0.6977055072784424] Updated in round 48! max:(0.75, 'C#Cc1c(C#CC=C)c2c#cc3ccccc3c#cc(C=C)c(C=C)c#cc2c2c#cc3ccccc3c#cc3ccccc3c#cc12'), min:(-99999, '')
[0.7645630836486816] Updated in round 49! max:(0.75, 'C#Cc1c(C#CC=C)c2c#cc3ccccc3c#cc(C=C)c(C=C)c#cc2c2c#cc3ccccc3c#cc3ccccc3c#cc12'), min:(-99999, '')
[0.7683773040771484] Updated in round 50! max:(0.75, 'C#Cc1c(C#CC=C)c2c#cc3ccccc3c#cc(C=C)c(C=C)c#cc2c2c#cc3ccccc3c#cc3ccccc3c#cc12'), min:(-99999, '')
