[8.940696716308594e-05]Start running EvoMol from [H][H]...
[0.026398658752441406] Updated in round 1! max:(0.06557377049180328, 'c1ccccc1'), min:(-99999, '')
[0.03333544731140137] Updated in round 2! max:(0.13114754098360656, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.05280637741088867] Updated in round 3! max:(0.19672131147540983, 'c1ccc(-c2ccc(-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.13498878479003906] Updated in round 4! max:(0.26229508196721313, 'c1ccc(-c2ccc(-c3ccccc3-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.31371545791625977] Updated in round 5! max:(0.2786885245901639, 'C=Cc1ccc(-c2ccccc2)c(-c2ccc(-c3ccccc3)cc2)c1'), min:(-99999, '')
[0.5677058696746826] Updated in round 6! max:(0.32786885245901637, 'C=Cc1cc(-c2ccc(-c3ccccc3)cc2)c(-c2ccccc2)c2ccccc12'), min:(-99999, '')
[0.8993246555328369] Updated in round 7! max:(0.39344262295081966, 'C=Cc1cc(-c2ccc(-c3ccccc3)cc2)c(-c2ccccc2)c2ccc(-c3ccccc3)cc12'), min:(-99999, '')
[1.4452228546142578] Updated in round 8! max:(0.4098360655737705, 'C=Cc1cc(-c2ccc(-c3ccccc3)cc2)c(-c2ccccc2)c2ccc(-c3ccccc3)c(C=C)c12'), min:(-99999, '')
[2.146979331970215] Updated in round 9! max:(0.4262295081967213, 'C=Cc1cc(-c2cc(C=C)c3c(C=C)c(-c4ccccc4)ccc3c2-c2ccccc2)ccc1-c1ccccc1'), min:(-99999, '')
[3.721625328063965] Updated in round 10! max:(0.4262295081967213, 'C=Cc1cc(-c2cc(C=C)c3c(C=C)c(-c4ccccc4)ccc3c2-c2ccccc2)ccc1-c1ccccc1'), min:(-99999, '')
[4.779988527297974] Updated in round 11! max:(0.4918032786885246, 'C=Cc1cc(-c2cc(C=C)c3c(C=C)c(-c4ccccc4)ccc3c2-c2ccccc2)ccc1-c1cccc(-c2ccccc2)c1'), min:(-99999, '')
[6.6248064041137695] Updated in round 12! max:(0.5081967213114754, 'C=Cc1cc2c3ccc(-c4cccc(-c5ccccc5)c4)c(C=C)c3c3ccccc3c2c2ccc(-c3ccccc3)c(C=C)c12'), min:(-99999, '')
[9.35668683052063] Updated in round 13! max:(0.5245901639344263, 'C=Cc1cc2c3ccc4c(C=C)c3c3ccccc3c2c2ccc(c(C=C)c12)c1cccc(c1)c1cccc(c1)c1cccc4c1'), min:(-99999, '')
[13.03372049331665] Updated in round 14! max:(0.5409836065573771, 'C=Cc1c2ccc3c4cc(C=C)c5c6ccc7ccc(cc7c6ccc5c4c4ccccc4c13)c1cccc(c1)c1cccc2c1'), min:(-99999, '')
[40.09398937225342] Updated in round 15! max:(0.5573770491803278, 'C=Cc1ccc2cc1c1ccc3c4cc(C=C)c5c6ccc7ccc(cc7c6ccc5c4c4ccccc4c3c1C=C)c1cccc2c1'), min:(-99999, '')
[44.57657742500305] Updated in round 16! max:(0.5573770491803278, 'C=Cc1ccc2cc1c1ccc3c4cc(C=C)c5c6ccc7ccc(cc7c6ccc5c4c4ccccc4c3c1C=C)c1cccc2c1'), min:(-99999, '')
[48.221275329589844] Updated in round 17! max:(0.5573770491803278, 'C=Cc1ccc2cc1c1ccc3c4cc(C=C)c5c6ccc7ccc(cc7c6ccc5c4c4ccccc4c3c1C=C)c1cccc2c1'), min:(-99999, '')
[50.02477765083313] Updated in round 18! max:(0.5573770491803278, 'C=Cc1ccc2cc1c1ccc3c4cc(C=C)c5c6ccc7ccc(cc7c6ccc5c4c4ccccc4c3c1C=C)c1cccc2c1'), min:(-99999, '')
[62.51083183288574] Updated in round 19! max:(0.5573770491803278, 'C=Cc1ccc2cc1c1ccc3c4cc(C=C)c5c6ccc7ccc(cc7c6ccc5c4c4ccccc4c3c1C=C)c1cccc2c1'), min:(-99999, '')
[65.67743229866028] Updated in round 20! max:(0.5573770491803278, 'C=Cc1ccc2cc1c1ccc3c4cc(C=C)c5c6ccc7ccc(cc7c6ccc5c4c4ccccc4c3c1C=C)c1cccc2c1'), min:(-99999, '')
[83.40473365783691] Updated in round 21! max:(0.6065573770491803, 'C=Cc1ccc2cc1c1ccc3c4cc(C=C)c5c6ccc7c8ccccc8c(cc7c6ccc5c4c4ccccc4c3c1C=C)c1cccc2c1'), min:(-99999, '')
[90.08044767379761] Updated in round 22! max:(0.6229508196721312, 'C=Cc1ccc2cc1c1ccc3c4cc(C=C)c5c6ccc7c8ccccc8c(cc7c6ccc5c4c4cccc5c(=C)c1c3c54)c1cccc2c1'), min:(-99999, '')
