[9.059906005859375e-05]Start running EvoMol from [H][H]...
[0.01194906234741211] Updated in round 1! max:(0.17857142857142858, 'c1ccccc1'), min:(-99999, '')
[0.01753401756286621] Updated in round 2! max:(0.4, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.0334780216217041] Updated in round 3! max:(0.4482758620689655, 'c1ccc2c(c1)-c1ccccc1-2'), min:(-99999, '')
[0.0473177433013916] Updated in round 4! max:(0.45454545454545453, 'c1ccc2c(c1)-c1cc3ccccc3cc1-2'), min:(-99999, '')
[0.07211971282958984] Updated in round 5! max:(0.45454545454545453, 'c1ccc2c(c1)-c1cc3ccccc3cc1-2'), min:(-99999, '')
[0.0730888843536377] Updated in round 6! max:(0.45454545454545453, 'c1ccc2c(c1)-c1cc3ccccc3cc1-2'), min:(-99999, '')
[0.07407331466674805] Updated in round 7! max:(0.45454545454545453, 'c1ccc2c(c1)-c1cc3ccccc3cc1-2'), min:(-99999, '')
[0.0750269889831543] Updated in round 8! max:(0.5079365079365079, 'C=c1ccccc1=CC1=Cc2ccccc21'), min:(-99999, '')
[0.09443831443786621] Updated in round 9! max:(0.5079365079365079, 'C=c1ccccc1=CC1=Cc2ccccc21'), min:(-99999, '')
[0.09537792205810547] Updated in round 10! max:(0.5079365079365079, 'C=c1ccccc1=CC1=Cc2ccccc21'), min:(-99999, '')
[0.0963141918182373] Updated in round 11! max:(0.5079365079365079, 'C=c1ccccc1=CC1=Cc2ccccc21'), min:(-99999, '')
[0.09728288650512695] Updated in round 12! max:(0.5079365079365079, 'C=c1ccccc1=CC1=Cc2ccccc21'), min:(-99999, '')
[0.09822225570678711] Updated in round 13! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.11860346794128418] Updated in round 14! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.11963796615600586] Updated in round 15! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.12073063850402832] Updated in round 16! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.1218712329864502] Updated in round 17! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.12304282188415527] Updated in round 18! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.12410950660705566] Updated in round 19! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.12514209747314453] Updated in round 20! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.12616515159606934] Updated in round 21! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.12726235389709473] Updated in round 22! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.17104291915893555] Updated in round 23! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.17246723175048828] Updated in round 24! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.17374730110168457] Updated in round 25! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.17509675025939941] Updated in round 26! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.17645049095153809] Updated in round 27! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.17783260345458984] Updated in round 28! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.17917752265930176] Updated in round 29! max:(0.5737704918032787, 'C1=C2C=c3ccccc3=Cc3cccc2c31'), min:(-99999, '')
[0.1805722713470459] Updated in round 30! max:(0.582089552238806, 'C=C1C=c2ccccc2=C(c2ccccc2)C2=CC1=C2'), min:(-99999, '')
[0.2125716209411621] Updated in round 31! max:(0.582089552238806, 'C=C1C=c2ccccc2=C(c2ccccc2)C2=CC1=C2'), min:(-99999, '')
