[6.198883056640625e-05]Start running EvoMol from [H][H]...
[0.0012173652648925781] Updated in round 1! max:(0.12903225806451613, 'c1ccccc1'), min:(-99999, '')
[0.007917404174804688] Updated in round 2! max:(0.16129032258064516, 'C#Cc1ccccc1'), min:(-99999, '')
[0.014628410339355469] Updated in round 3! max:(0.1935483870967742, 'C=CC#Cc1ccccc1'), min:(-99999, '')
[0.023147106170654297] Updated in round 4! max:(0.22580645161290322, 'C#Cc1ccc(C#CC=C)cc1'), min:(-99999, '')
[0.03268885612487793] Updated in round 5! max:(0.3548387096774194, 'C=CC#Cc1ccc(C#Cc2ccccc2)cc1'), min:(-99999, '')
[0.05710124969482422] Updated in round 6! max:(0.45161290322580644, 'C(#Cc1ccc(C#Cc2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.09711432456970215] Updated in round 7! max:(0.45161290322580644, 'C(#Cc1ccc(C#Cc2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.0995326042175293] Updated in round 8! max:(0.45161290322580644, 'C(#Cc1ccc(C#Cc2ccccc2)cc1)c1ccccc1'), min:(-99999, '')
[0.10244297981262207] Updated in round 9! max:(0.4838709677419355, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.14421439170837402] Updated in round 10! max:(0.6129032258064516, 'C(#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1)c1ccccc1'), min:(-99999, '')
[0.21842455863952637] Updated in round 11! max:(0.6129032258064516, 'C(#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1)c1ccccc1'), min:(-99999, '')
[0.22142291069030762] Updated in round 12! max:(0.6129032258064516, 'C(#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1)c1ccccc1'), min:(-99999, '')
[0.22416996955871582] Updated in round 13! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.29940056800842285] Updated in round 14! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.30333828926086426] Updated in round 15! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.30657052993774414] Updated in round 16! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.30999755859375] Updated in round 17! max:(0.6774193548387096, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc(C#C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.3866298198699951] Updated in round 18! max:(0.6774193548387096, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc(C#C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.39002490043640137] Updated in round 19! max:(0.7096774193548387, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc(C#CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.485382080078125] Updated in round 20! max:(0.7096774193548387, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc(C#CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.48958396911621094] Updated in round 21! max:(0.7096774193548387, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc(C#CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.4925956726074219] Updated in round 22! max:(0.7096774193548387, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc(C#CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.4963877201080322] Updated in round 23! max:(0.7419354838709677, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccc(C#CC=CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
