[5.793571472167969e-05]Start running EvoMol from [H][H]...
[0.0008447170257568359] Updated in round 1! max:(0.16, 'c1ccccc1'), min:(-99999, '')
[0.005536079406738281] Updated in round 2! max:(0.2, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01017141342163086] Updated in round 3! max:(0.2, 'C=Cc1ccccc1'), min:(-99999, '')
[0.013409852981567383] Updated in round 4! max:(0.36, 'C=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.02642512321472168] Updated in round 5! max:(0.4, 'C=CC=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.04571866989135742] Updated in round 6! max:(0.4, 'C=CC=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.04876446723937988] Updated in round 7! max:(0.44, 'C=CC=CC=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.07037830352783203] Updated in round 8! max:(0.44, 'C=CC=CC=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.07579469680786133] Updated in round 9! max:(0.44, 'C=CC=CC=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.0777134895324707] Updated in round 10! max:(0.48, 'C=CC(=C)C=CC=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.10195636749267578] Updated in round 11! max:(0.48, 'C=CC(=C)C=CC=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.10474061965942383] Updated in round 12! max:(0.48, 'C=CC(=C)C=CC=C(c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.10703873634338379] Updated in round 13! max:(0.52, 'C=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.13083672523498535] Updated in round 14! max:(0.52, 'C=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.13280010223388672] Updated in round 15! max:(0.56, 'C=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.16308975219726562] Updated in round 16! max:(0.56, 'C=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.16497111320495605] Updated in round 17! max:(0.56, 'C=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.16720223426818848] Updated in round 18! max:(0.6, 'C=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.2052614688873291] Updated in round 19! max:(0.6, 'C=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.20732975006103516] Updated in round 20! max:(0.6, 'C=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.20929193496704102] Updated in round 21! max:(0.6, 'C=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.21178984642028809] Updated in round 22! max:(0.64, 'C=CC=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.25867676734924316] Updated in round 23! max:(0.64, 'C=CC=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.261059045791626] Updated in round 24! max:(0.64, 'C=CC=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.26343345642089844] Updated in round 25! max:(0.64, 'C=CC=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.2663702964782715] Updated in round 26! max:(0.68, 'C=CC=CC=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.3236706256866455] Updated in round 27! max:(0.68, 'C=CC=CC=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.32628846168518066] Updated in round 28! max:(0.68, 'C=CC=CC=CC=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1'), min:(-99999, '')
[0.3296053409576416] Updated in round 29! max:(0.76, 'C(=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)C=Cc1ccccc1'), min:(-99999, '')
[0.40010523796081543] Updated in round 30! max:(0.76, 'C(=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)C=Cc1ccccc1'), min:(-99999, '')
[0.40257811546325684] Updated in round 31! max:(0.76, 'C(=CC=c1ccc(=C(c2ccccc2)c2ccccc2)cc1)C=Cc1ccccc1'), min:(-99999, '')
