[4.6253204345703125e-05]Start running EvoMol from [H][H]...
[0.0005002021789550781] Updated in round 1! max:(0.4444444444444444, 'c1ccccc1'), min:(-99999, '')
[0.0041370391845703125] Updated in round 2! max:(0.5555555555555556, 'C=Cc1ccccc1'), min:(-99999, '')
[0.008391141891479492] Updated in round 3! max:(0.6666666666666666, 'C=CC=Cc1ccccc1'), min:(-99999, '')
[0.014452457427978516] Updated in round 4! max:(0.6666666666666666, 'C=CC=Cc1ccccc1'), min:(-99999, '')
[0.015426397323608398] Updated in round 5! max:(0.7777777777777778, 'C=CC(=C)C=Cc1ccccc1'), min:(-99999, '')
[0.023070812225341797] Updated in round 6! max:(0.7777777777777778, 'C=CC(=C)C=Cc1ccccc1'), min:(-99999, '')
[0.024112939834594727] Updated in round 7! max:(0.8888888888888888, 'C=CC=C(C=C)C=Cc1ccccc1'), min:(-99999, '')
[0.03448057174682617] Updated in round 8! max:(0.8888888888888888, 'C=CC=C(C=C)C=Cc1ccccc1'), min:(-99999, '')
[0.035520076751708984] Updated in round 9! max:(0.8888888888888888, 'C=CC=C(C=C)C=Cc1ccccc1'), min:(-99999, '')
[0.03646659851074219] Updated in round 10! max:(0.8888888888888888, 'C=CC=C(C=C)C=Cc1ccccc1'), min:(-99999, '')
[0.03725576400756836] Reproduced in round 11!!
