[6.127357482910156e-05]Start running EvoMol from [H][H]...
[0.0010633468627929688] Updated in round 1! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.008330106735229492] Updated in round 2! max:(0.21621621621621623, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.027554035186767578] Updated in round 3! max:(0.2972972972972973, 'c1ccc(-c2ccc3ccccc3c2)cc1'), min:(-99999, '')
[0.05804038047790527] Updated in round 4! max:(0.40540540540540543, 'c1ccc(-c2ccccc2-c2ccc3ccccc3c2)cc1'), min:(-99999, '')
[0.11294889450073242] Updated in round 5! max:(0.43243243243243246, 'C=Cc1cccc(-c2ccccc2)c1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.17327499389648438] Updated in round 6! max:(0.43243243243243246, 'C=Cc1cccc(-c2ccccc2)c1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.17786884307861328] Updated in round 7! max:(0.43243243243243246, 'C=Cc1cccc(-c2ccccc2)c1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.1830918788909912] Updated in round 8! max:(0.43243243243243246, 'C=Cc1cccc(-c2ccccc2)c1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.1890115737915039] Updated in round 9! max:(0.4594594594594595, 'c1ccc(-c2cccc3ccc4c5ccccc5ccc4c23)cc1'), min:(-99999, '')
[0.2545623779296875] Updated in round 10! max:(0.4864864864864865, 'C=Cc1cccc(-c2cccc3ccc4c5ccccc5ccc4c23)c1'), min:(-99999, '')
[0.3269379138946533] Updated in round 11! max:(0.5945945945945946, 'C(=Cc1cccc(-c2cccc3ccc4c5ccccc5ccc4c23)c1)c1ccccc1'), min:(-99999, '')
[0.4467630386352539] Updated in round 12! max:(0.6756756756756757, 'C(=Cc1ccc2ccccc2c1)c1cccc(-c2cccc3ccc4c5ccccc5ccc4c23)c1'), min:(-99999, '')
