[7.033348083496094e-05]Start running EvoMol from [H][H]...
[0.0012590885162353516] Updated in round 1! max:(0.02040816326530612, 'C=C'), min:(-99999, '')
[0.0028142929077148438] Updated in round 2! max:(0.04081632653061224, 'C=CC=C'), min:(-99999, '')
[0.00642704963684082] Updated in round 3! max:(0.061224489795918366, 'C=CC=CC=C'), min:(-99999, '')
[0.011068344116210938] Updated in round 4! max:(0.08163265306122448, 'C=CC=CC=CC=C'), min:(-99999, '')
[0.016704559326171875] Updated in round 5! max:(0.10204081632653061, 'C=c1ccccc1=C'), min:(-99999, '')
[0.023146867752075195] Updated in round 6! max:(0.12244897959183673, 'C=Cc1cccc(=C)c1=C'), min:(-99999, '')
[0.028822898864746094] Updated in round 7! max:(0.14285714285714285, 'C=CC=Cc1cccc(=C)c1=C'), min:(-99999, '')
[0.037198543548583984] Updated in round 8! max:(0.16326530612244897, 'C=CC=Cc1cccc(=CC=C)c1=C'), min:(-99999, '')
[0.04748415946960449] Updated in round 9! max:(0.16326530612244897, 'C=CC=Cc1cccc(=CC=C)c1=C'), min:(-99999, '')
[0.049507856369018555] Updated in round 10! max:(0.1836734693877551, 'C=CC=Cc1cccc2ccccc12'), min:(-99999, '')
[0.06356501579284668] Updated in round 11! max:(0.20408163265306123, 'C=CC=C(C=C)c1cccc2ccccc12'), min:(-99999, '')
[0.08082771301269531] Updated in round 12! max:(0.22448979591836735, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.10168004035949707] Updated in round 13! max:(0.24489795918367346, 'C=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.1245734691619873] Updated in round 14! max:(0.24489795918367346, 'C=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.12783265113830566] Updated in round 15! max:(0.24489795918367346, 'C=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.13097763061523438] Updated in round 16! max:(0.24489795918367346, 'C=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.1336803436279297] Updated in round 17! max:(0.24489795918367346, 'C=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.13715314865112305] Updated in round 18! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.16583013534545898] Updated in round 19! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.16881275177001953] Updated in round 20! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.17182302474975586] Updated in round 21! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.1748368740081787] Updated in round 22! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.17699170112609863] Updated in round 23! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.1808319091796875] Updated in round 24! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.18296432495117188] Updated in round 25! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.18544483184814453] Updated in round 26! max:(0.2857142857142857, 'C#Cc1ccc2ccccc2c1-c1cccc(C=CC=C)c1'), min:(-99999, '')
[0.21654582023620605] Updated in round 27! max:(0.2857142857142857, 'C#Cc1ccc2ccccc2c1-c1cccc(C=CC=C)c1'), min:(-99999, '')
