[7.724761962890625e-05]Start running EvoMol from [H][H]...
[0.06434106826782227] Updated in round 1! max:(0.07547169811320754, 'c1ccccc1'), min:(-99999, '')
[0.07019686698913574] Updated in round 2! max:(0.1509433962264151, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.08059978485107422] Updated in round 3! max:(0.16981132075471697, 'C=Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.09392333030700684] Updated in round 4! max:(0.22641509433962265, 'C=Cc1ccccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.11406064033508301] Updated in round 5! max:(0.22641509433962265, 'C=Cc1ccccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.11644577980041504] Updated in round 6! max:(0.22641509433962265, 'C=Cc1ccccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.11865949630737305] Updated in round 7! max:(0.22641509433962265, 'C=Cc1ccccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.12088751792907715] Updated in round 8! max:(0.22641509433962265, 'C=Cc1ccccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.12394046783447266] Updated in round 9! max:(0.3018867924528302, 'C=Cc1cc(-c2ccccc2)ccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.16344022750854492] Updated in round 10! max:(0.3584905660377358, 'C=Cc1cc(-c2ccc3ccccc3c2)ccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.21961736679077148] Updated in round 11! max:(0.4339622641509434, 'C=Cc1cc(-c2ccc3cc(-c4ccccc4)ccc3c2)ccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.31639742851257324] Updated in round 12! max:(0.4339622641509434, 'C=Cc1cc(-c2ccc3cc(-c4ccccc4)ccc3c2)ccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.3197958469390869] Updated in round 13! max:(0.4339622641509434, 'C=Cc1cc(-c2ccc3cc(-c4ccccc4)ccc3c2)ccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.3232913017272949] Updated in round 14! max:(0.4339622641509434, 'C=Cc1cc(-c2ccc3cc(-c4ccccc4)ccc3c2)ccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.3267495632171631] Updated in round 15! max:(0.4339622641509434, 'C=Cc1cc(-c2ccc3cc(-c4ccccc4)ccc3c2)ccc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.33145833015441895] Updated in round 16! max:(0.4528301886792453, 'C=Cc1ccc2cc(-c3ccc(-c4ccc5cc(-c6ccccc6)ccc5c4)cc3C=C)ccc2c1'), min:(-99999, '')
[0.45021986961364746] Updated in round 17! max:(0.4528301886792453, 'C=Cc1ccc2cc(-c3ccc(-c4ccc5cc(-c6ccccc6)ccc5c4)cc3C=C)ccc2c1'), min:(-99999, '')
[0.45446014404296875] Updated in round 18! max:(0.4528301886792453, 'C=Cc1ccc2cc(-c3ccc(-c4ccc5cc(-c6ccccc6)ccc5c4)cc3C=C)ccc2c1'), min:(-99999, '')
