[5.698204040527344e-05]Start running EvoMol from [H][H]...
[0.0007979869842529297] Updated in round 1! max:(0.17391304347826086, 'c1ccccc1'), min:(-99999, '')
[0.00715184211730957] Updated in round 2! max:(0.30434782608695654, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.01992201805114746] Updated in round 3! max:(0.30434782608695654, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.021807193756103516] Updated in round 4! max:(0.43478260869565216, 'c1ccc2cc3ccccc3cc2c1'), min:(-99999, '')
[0.044263601303100586] Updated in round 5! max:(0.43478260869565216, 'c1ccc2cc3ccccc3cc2c1'), min:(-99999, '')
[0.045969486236572266] Updated in round 6! max:(0.43478260869565216, 'c1ccc2cc3ccccc3cc2c1'), min:(-99999, '')
[0.04785919189453125] Updated in round 7! max:(0.4782608695652174, 'C=Cc1ccc2cc3ccccc3cc2c1'), min:(-99999, '')
[0.07398295402526855] Updated in round 8! max:(0.4782608695652174, 'C=Cc1ccc2cc3ccccc3cc2c1'), min:(-99999, '')
[0.07620596885681152] Updated in round 9! max:(0.6521739130434783, 'C(=Cc1ccc2cc3ccccc3cc2c1)c1ccccc1'), min:(-99999, '')
[0.1305696964263916] Updated in round 10! max:(0.6521739130434783, 'C(=Cc1ccc2cc3ccccc3cc2c1)c1ccccc1'), min:(-99999, '')
[0.13302350044250488] Updated in round 11! max:(0.6521739130434783, 'C(=Cc1ccc2cc3ccccc3cc2c1)c1ccccc1'), min:(-99999, '')
[0.13577842712402344] Updated in round 12! max:(0.6521739130434783, 'C(=Cc1ccc2cc3ccccc3cc2c1)c1ccccc1'), min:(-99999, '')
[0.1384446620941162] Updated in round 13! max:(0.782608695652174, 'C(=Cc1ccc2cc3ccccc3cc2c1)c1ccc2ccccc2c1'), min:(-99999, '')
[0.21463775634765625] Updated in round 14! max:(0.782608695652174, 'C(=Cc1ccc2cc3ccccc3cc2c1)c1ccc2ccccc2c1'), min:(-99999, '')
[0.21735787391662598] Updated in round 15! max:(0.8260869565217391, 'C=Cc1ccc2cc(C=Cc3ccc4cc5ccccc5cc4c3)ccc2c1'), min:(-99999, '')
[0.3004450798034668] Updated in round 16! max:(0.8260869565217391, 'C=Cc1ccc2cc(C=Cc3ccc4cc5ccccc5cc4c3)ccc2c1'), min:(-99999, '')
[0.3031117916107178] Updated in round 17! max:(0.8260869565217391, 'C=Cc1ccc2cc(C=Cc3ccc4cc5ccccc5cc4c3)ccc2c1'), min:(-99999, '')
[0.30611705780029297] Updated in round 18! max:(0.8260869565217391, 'C=Cc1ccc2cc(C=Cc3ccc4cc5ccccc5cc4c3)ccc2c1'), min:(-99999, '')
[0.30936551094055176] Updated in round 19! max:(0.8260869565217391, 'C=Cc1ccc2cc(C=Cc3ccc4cc5ccccc5cc4c3)ccc2c1'), min:(-99999, '')
[0.31201934814453125] Updated in round 20! max:(0.8260869565217391, 'C=Cc1ccc2cc(C=Cc3ccc4cc5ccccc5cc4c3)ccc2c1'), min:(-99999, '')
[0.31503868103027344] Updated in round 21! max:(0.8695652173913043, 'C=Cc1ccc2cc(C=Cc3cc4cc5ccccc5cc4cc3C=C)ccc2c1'), min:(-99999, '')
[0.40699315071105957] Updated in round 22! max:(0.8695652173913043, 'C=Cc1ccc2cc(C=Cc3cc4cc5ccccc5cc4cc3C=C)ccc2c1'), min:(-99999, '')
[0.41007137298583984] Updated in round 23! max:(0.8695652173913043, 'C=Cc1ccc2cc(C=Cc3cc4cc5ccccc5cc4cc3C=C)ccc2c1'), min:(-99999, '')
[0.41345953941345215] Updated in round 24! max:(0.8695652173913043, 'C=Cc1ccc2cc(C=Cc3cc4cc5ccccc5cc4cc3C=C)ccc2c1'), min:(-99999, '')
[0.41611599922180176] Updated in round 25! max:(0.8695652173913043, 'C=Cc1ccc2cc(C=Cc3cc4cc5ccccc5cc4cc3C=C)ccc2c1'), min:(-99999, '')
[0.4196450710296631] Updated in round 26! max:(0.9130434782608695, 'C=CC=Cc1ccc2cc(C=Cc3cc4cc5ccccc5cc4cc3C=C)ccc2c1'), min:(-99999, '')
[0.527033805847168] Updated in round 27! max:(0.9130434782608695, 'C=CC=Cc1ccc2cc(C=Cc3cc4cc5ccccc5cc4cc3C=C)ccc2c1'), min:(-99999, '')
