[6.4849853515625e-05]Start running EvoMol from [H][H]...
[0.0007417201995849609] Updated in round 1! max:(0.02702702702702703, 'C=C'), min:(-99999, '')
[0.0015223026275634766] Updated in round 2! max:(0.05405405405405406, 'C=CC=C'), min:(-99999, '')
[0.003828287124633789] Updated in round 3! max:(0.08108108108108109, 'C=CC=CC=C'), min:(-99999, '')
[0.006784915924072266] Updated in round 4! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.013319969177246094] Updated in round 5! max:(0.13513513513513514, 'C=c1ccccc1=C'), min:(-99999, '')
[0.01841902732849121] Updated in round 6! max:(0.16216216216216217, 'C=Cc1ccc(=C)c(=C)c1'), min:(-99999, '')
[0.02477884292602539] Updated in round 7! max:(0.1891891891891892, 'C=CC=c1cc(C=C)ccc1=C'), min:(-99999, '')
[0.033133745193481445] Updated in round 8! max:(0.21621621621621623, 'C=CC=c1c(C=C)c(C=C)ccc1=C'), min:(-99999, '')
[0.044064998626708984] Updated in round 9! max:(0.24324324324324326, 'C=CC=Cc1c(C=C)ccc(=C)c1=CC=C'), min:(-99999, '')
[0.056671142578125] Updated in round 10! max:(0.24324324324324326, 'C=CC=Cc1c(C=C)ccc(=C)c1=CC=C'), min:(-99999, '')
[0.0615534782409668] Updated in round 11! max:(0.2702702702702703, 'C=CC=c1c(=C)ccc2ccc(C=C)cc12'), min:(-99999, '')
[0.07789731025695801] Updated in round 12! max:(0.2702702702702703, 'C=CC=c1c(=C)ccc2ccc(C=C)cc12'), min:(-99999, '')
[0.0823671817779541] Updated in round 13! max:(0.2972972972972973, 'C=CC=CC=c1c(=C)ccc2ccc(C=C)cc12'), min:(-99999, '')
[0.10462617874145508] Updated in round 14! max:(0.32432432432432434, 'C=Cc1ccc2c(ccc3ccc(C=C)cc32)c1'), min:(-99999, '')
[0.1273791790008545] Updated in round 15! max:(0.32432432432432434, 'C=Cc1ccc2c(ccc3ccc(C=C)cc32)c1'), min:(-99999, '')
[0.1338357925415039] Updated in round 16! max:(0.35135135135135137, 'C=CC=Cc1ccc2ccc3cc(C=C)ccc3c2c1'), min:(-99999, '')
[0.16710782051086426] Updated in round 17! max:(0.35135135135135137, 'C=CC=Cc1ccc2ccc3cc(C=C)ccc3c2c1'), min:(-99999, '')
[0.17423534393310547] Updated in round 18! max:(0.3783783783783784, 'C=CC=Cc1ccc2ccc3c(C=C)c(C=C)ccc3c2c1'), min:(-99999, '')
[0.21307992935180664] Updated in round 19! max:(0.40540540540540543, 'C=CC=Cc1ccc2ccc3c(C=C)c(C=C)ccc3c2c1C=C'), min:(-99999, '')
[0.252575159072876] Updated in round 20! max:(0.40540540540540543, 'C=CC=Cc1ccc2ccc3c(C=C)c(C=C)ccc3c2c1C=C'), min:(-99999, '')
[0.26017260551452637] Updated in round 21! max:(0.43243243243243246, 'C=CC=Cc1ccc2ccc3c4ccccc4ccc3c2c1C=C'), min:(-99999, '')
[0.30773234367370605] Updated in round 22! max:(0.4594594594594595, 'C=CC=Cc1ccc2ccc3c4cc(C=C)ccc4ccc3c2c1C=C'), min:(-99999, '')
[0.36025381088256836] Updated in round 23! max:(0.4594594594594595, 'C=CC=Cc1ccc2ccc3c4cc(C=C)ccc4ccc3c2c1C=C'), min:(-99999, '')
[0.37032151222229004] Updated in round 24! max:(0.4594594594594595, 'C=CC=Cc1ccc2ccc3c4cc(C=C)ccc4ccc3c2c1C=C'), min:(-99999, '')
[0.38016319274902344] Updated in round 25! max:(0.4594594594594595, 'C=CC=Cc1ccc2ccc3c4cc(C=C)ccc4ccc3c2c1C=C'), min:(-99999, '')
[0.3902428150177002] Updated in round 26! max:(0.4864864864864865, 'C=CC=Cc1ccc2ccc3c4cc(C=C)ccc4ccc3c2c1C=CC=C'), min:(-99999, '')
[0.4521193504333496] Updated in round 27! max:(0.4864864864864865, 'C=CC=Cc1ccc2ccc3c4cc(C=C)ccc4ccc3c2c1C=CC=C'), min:(-99999, '')
[0.45953798294067383] Updated in round 28! max:(0.4864864864864865, 'C=CC=Cc1ccc2ccc3c4cc(C=C)ccc4ccc3c2c1C=CC=C'), min:(-99999, '')
[0.4711933135986328] Updated in round 29! max:(0.5135135135135135, 'C=Cc1ccc2ccc3c(ccc4ccc5ccccccccc5c43)c2c1'), min:(-99999, '')
[0.5497612953186035] Updated in round 30! max:(0.5135135135135135, 'C=Cc1ccc2ccc3c(ccc4ccc5ccccccccc5c43)c2c1'), min:(-99999, '')
[0.5629711151123047] Updated in round 31! max:(0.5135135135135135, 'C=Cc1ccc2ccc3c(ccc4ccc5ccccccccc5c43)c2c1'), min:(-99999, '')
[0.5701344013214111] Updated in round 32! max:(0.5135135135135135, 'C=Cc1ccc2ccc3c(ccc4ccc5ccccccccc5c43)c2c1'), min:(-99999, '')
[0.5820987224578857] Updated in round 33! max:(0.5135135135135135, 'C=Cc1ccc2ccc3c(ccc4ccc5ccccccccc5c43)c2c1'), min:(-99999, '')
[0.5969350337982178] Updated in round 34! max:(0.5405405405405406, 'C=Cc1cccccc2ccc3ccc4c5cc(C=C)ccc5ccc4c3c2cc1'), min:(-99999, '')
[0.6826140880584717] Updated in round 35! max:(0.5405405405405406, 'C=Cc1cccccc2ccc3ccc4c5cc(C=C)ccc5ccc4c3c2cc1'), min:(-99999, '')
[0.6947293281555176] Updated in round 36! max:(0.5405405405405406, 'C=Cc1cccccc2ccc3ccc4c5cc(C=C)ccc5ccc4c3c2cc1'), min:(-99999, '')
[0.7107141017913818] Updated in round 37! max:(0.5405405405405406, 'C=Cc1cccccc2ccc3ccc4c5cc(C=C)ccc5ccc4c3c2cc1'), min:(-99999, '')
[0.7217693328857422] Updated in round 38! max:(0.5405405405405406, 'C=Cc1cccccc2ccc3ccc4c5cc(C=C)ccc5ccc4c3c2cc1'), min:(-99999, '')
[0.7383813858032227] Updated in round 39! max:(0.5675675675675675, 'C=CC=Cc1cccccc2ccc3ccc4c5cc(C=C)ccc5ccc4c3c2cc1'), min:(-99999, '')
[0.848268985748291] Updated in round 40! max:(0.5675675675675675, 'C=CC=Cc1cccccc2ccc3ccc4c5cc(C=C)ccc5ccc4c3c2cc1'), min:(-99999, '')
[0.8716280460357666] Updated in round 41! max:(0.5945945945945946, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1'), min:(-99999, '')
[0.9681589603424072] Updated in round 42! max:(0.5945945945945946, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1'), min:(-99999, '')
[0.9836547374725342] Updated in round 43! max:(0.5945945945945946, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1'), min:(-99999, '')
[1.001603364944458] Updated in round 44! max:(0.5945945945945946, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1'), min:(-99999, '')
[1.0186595916748047] Updated in round 45! max:(0.5945945945945946, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1'), min:(-99999, '')
[1.0374987125396729] Updated in round 46! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.1387367248535156] Updated in round 47! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.1571829319000244] Updated in round 48! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.1784591674804688] Updated in round 49! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.1973037719726562] Updated in round 50! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.214299201965332] Updated in round 51! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.230980396270752] Updated in round 52! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.2467875480651855] Updated in round 53! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.2624120712280273] Updated in round 54! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.284142017364502] Updated in round 55! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.301586389541626] Updated in round 56! max:(0.6216216216216216, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=C'), min:(-99999, '')
[1.315263271331787] Updated in round 57! max:(0.6486486486486487, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=CC=C'), min:(-99999, '')
[1.4374403953552246] Updated in round 58! max:(0.6486486486486487, 'C=CC=Cc1ccc2ccc3ccc4ccc5c6cc(C=C)ccc6ccc5c4c3c2c1C=CC=C'), min:(-99999, '')
[1.4573233127593994] Updated in round 59! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.5904791355133057] Updated in round 60! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.6081924438476562] Updated in round 61! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.6266112327575684] Updated in round 62! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.6428914070129395] Updated in round 63! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.6579797267913818] Updated in round 64! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.6766750812530518] Updated in round 65! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.6963262557983398] Updated in round 66! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.7145764827728271] Updated in round 67! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.7401421070098877] Updated in round 68! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
[1.7600233554840088] Updated in round 69! max:(0.6756756756756757, 'C=Cc1ccc2ccc3c(ccc4ccc5ccc6ccc7ccccccccc7c6c5c43)c2c1'), min:(-99999, '')
