[4.3392181396484375e-05]Start running EvoMol from [H][H]...
[0.0003428459167480469] Updated in round 1! max:(0.08333333333333333, 'C=C'), min:(-99999, '')
[0.0008463859558105469] Updated in round 2! max:(0.16666666666666666, 'C=CC=C'), min:(-99999, '')
[0.0022859573364257812] Updated in round 3! max:(0.25, 'C=CC=CC=C'), min:(-99999, '')
[0.0043370723724365234] Updated in round 4! max:(0.3333333333333333, 'c1ccccc1'), min:(-99999, '')
[0.008618593215942383] Updated in round 5! max:(0.4166666666666667, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01248478889465332] Updated in round 6! max:(0.5, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.01794266700744629] Updated in round 7! max:(0.5, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.01922917366027832] Updated in round 8! max:(0.5833333333333334, 'C=CC=Cc1ccccc1C=C'), min:(-99999, '')
[0.026567459106445312] Updated in round 9! max:(0.6666666666666666, 'C=CC(C=C)=Cc1ccccc1C=C'), min:(-99999, '')
[0.035628557205200195] Updated in round 10! max:(0.6666666666666666, 'C=CC(C=C)=Cc1ccccc1C=C'), min:(-99999, '')
[0.0368504524230957] Updated in round 11! max:(0.75, 'C=CC(=C)C(C=C)=Cc1ccccc1C=C'), min:(-99999, '')
[0.047501325607299805] Updated in round 12! max:(0.75, 'C=CC(=C)C(C=C)=Cc1ccccc1C=C'), min:(-99999, '')
[0.04873037338256836] Updated in round 13! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.06045722961425781] Updated in round 14! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.07385778427124023] Reproduced in round 15!!
