[7.748603820800781e-05]Start running EvoMol from [H][H]...
[0.0019192695617675781] Updated in round 1! max:(0.07547169811320754, 'c1ccccc1'), min:(-99999, '')
[0.009516477584838867] Updated in round 2! max:(0.1509433962264151, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.027762889862060547] Updated in round 3! max:(0.16981132075471697, 'C=Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.04943585395812988] Updated in round 4! max:(0.18867924528301888, 'C=Cc1ccc(-c2ccccc2)c(C=C)c1'), min:(-99999, '')
[0.07374954223632812] Updated in round 5! max:(0.18867924528301888, 'C=Cc1ccc(-c2ccccc2)c(C=C)c1'), min:(-99999, '')
[0.077880859375] Updated in round 6! max:(0.20754716981132076, 'C=Cc1ccc(-c2ccc(C=C)cc2C=C)cc1'), min:(-99999, '')
[0.10440587997436523] Updated in round 7! max:(0.20754716981132076, 'C=Cc1ccc(-c2ccc(C=C)cc2C=C)cc1'), min:(-99999, '')
[0.10878896713256836] Updated in round 8! max:(0.2830188679245283, 'C=Cc1ccc(-c2ccc(C=Cc3ccccc3)cc2C=C)cc1'), min:(-99999, '')
[0.16778326034545898] Updated in round 9! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.23699569702148438] Updated in round 10! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.24117374420166016] Updated in round 11! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.24517130851745605] Updated in round 12! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.2517881393432617] Updated in round 13! max:(0.33962264150943394, 'C=Cc1ccc(-c2ccc3cc(-c4cccc(C=C)c4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.3251802921295166] Updated in round 14! max:(0.33962264150943394, 'C=Cc1ccc(-c2ccc3cc(-c4cccc(C=C)c4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.32976508140563965] Updated in round 15! max:(0.41509433962264153, 'C=Cc1ccc(-c2ccc3cc(-c4ccc(-c5ccccc5)c(C=C)c4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.4523625373840332] Updated in round 16! max:(0.41509433962264153, 'C=Cc1ccc(-c2ccc3cc(-c4ccc(-c5ccccc5)c(C=C)c4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.4576396942138672] Updated in round 17! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.592531681060791] Updated in round 18! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.5972976684570312] Updated in round 19! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.602086067199707] Updated in round 20! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.6060886383056641] Updated in round 21! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.6112160682678223] Updated in round 22! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.6180343627929688] Updated in round 23! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.6224627494812012] Updated in round 24! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.629490852355957] Updated in round 25! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.6342542171478271] Updated in round 26! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.6395969390869141] Updated in round 27! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.6466050148010254] Updated in round 28! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.6536345481872559] Updated in round 29! max:(0.4339622641509434, 'C=Cc1ccc(-c2ccc(-c3ccc4c(C=C)c(-c5ccc(C=C)cc5)ccc4c3)cc2C=C)cc1'), min:(-99999, '')
[0.6595427989959717] Updated in round 30! max:(0.4528301886792453, 'C=CC=Cc1ccc(-c2ccc3cc(-c4ccc(-c5ccc(C=C)cc5)c(C=C)c4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.8101956844329834] Updated in round 31! max:(0.4528301886792453, 'C=CC=Cc1ccc(-c2ccc3cc(-c4ccc(-c5ccc(C=C)cc5)c(C=C)c4)ccc3c2C=C)cc1'), min:(-99999, '')
[0.8184630870819092] Updated in round 32! max:(0.4528301886792453, 'C=CC=Cc1ccc(-c2ccc3cc(-c4ccc(-c5ccc(C=C)cc5)c(C=C)c4)ccc3c2C=C)cc1'), min:(-99999, '')
