[4.2438507080078125e-05]Start running EvoMol from [H][H]...
[0.00034427642822265625] Updated in round 1! max:(0.08333333333333333, 'C=C'), min:(-99999, '')
[0.0008232593536376953] Updated in round 2! max:(0.16666666666666666, 'C=CC=C'), min:(-99999, '')
[0.0021102428436279297] Updated in round 3! max:(0.25, 'C=CC=CC=C'), min:(-99999, '')
[0.003962516784667969] Updated in round 4! max:(0.3333333333333333, 'C=CC=CC=CC=C'), min:(-99999, '')
[0.006696224212646484] Updated in round 5! max:(0.4166666666666667, 'C=c1ccccc1=C'), min:(-99999, '')
[0.008955001831054688] Updated in round 6! max:(0.5, 'C=CC=c1ccccc1=C'), min:(-99999, '')
[0.012497425079345703] Updated in round 7! max:(0.5833333333333334, 'C=CC=CC=c1ccccc1=C'), min:(-99999, '')
[0.017955780029296875] Updated in round 8! max:(0.6666666666666666, 'C=CC=CC=CC=c1ccccc1=C'), min:(-99999, '')
[0.024964570999145508] Updated in round 9! max:(0.6666666666666666, 'C=CC=CC=CC=c1ccccc1=C'), min:(-99999, '')
[0.026176929473876953] Updated in round 10! max:(0.6666666666666666, 'C=CC=CC=CC=c1ccccc1=C'), min:(-99999, '')
[0.027291059494018555] Updated in round 11! max:(0.6666666666666666, 'C=CC=CC=CC=c1ccccc1=C'), min:(-99999, '')
[0.02887105941772461] Updated in round 12! max:(0.75, 'C=c1ccccc1=Cc1ccccc1'), min:(-99999, '')
[0.0359039306640625] Updated in round 13! max:(0.75, 'C=c1ccccc1=Cc1ccccc1'), min:(-99999, '')
[0.03720974922180176] Updated in round 14! max:(0.8333333333333334, 'C=CC(c1ccccc1)=c1ccccc1=C'), min:(-99999, '')
[0.04588723182678223] Updated in round 15! max:(0.8333333333333334, 'C=CC(c1ccccc1)=c1ccccc1=C'), min:(-99999, '')
[0.0471346378326416] Updated in round 16! max:(0.8333333333333334, 'C=CC(c1ccccc1)=c1ccccc1=C'), min:(-99999, '')
[0.04832816123962402] Updated in round 17! max:(0.8333333333333334, 'C=CC(c1ccccc1)=c1ccccc1=C'), min:(-99999, '')
[0.04968452453613281] Updated in round 18! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.05747079849243164] Reproduced in round 19!!
