[5.7220458984375e-05]Start running EvoMol from [H][H]...
[0.0009250640869140625] Updated in round 1! max:(0.14285714285714285, 'c1ccccc1'), min:(-99999, '')
[0.005313873291015625] Updated in round 2! max:(0.17857142857142858, 'C=Cc1ccccc1'), min:(-99999, '')
[0.00987863540649414] Updated in round 3! max:(0.17857142857142858, 'C=Cc1ccccc1'), min:(-99999, '')
[0.011357545852661133] Updated in round 4! max:(0.21428571428571427, 'C=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.017702102661132812] Updated in round 5! max:(0.25, 'C=CC=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.026431560516357422] Updated in round 6! max:(0.25, 'C=CC=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.027901172637939453] Updated in round 7! max:(0.2857142857142857, 'C=CC(C=C)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.03847861289978027] Updated in round 8! max:(0.2857142857142857, 'C=CC(C=C)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.03999495506286621] Updated in round 9! max:(0.32142857142857145, 'C=CC=CC(C=C)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.054338932037353516] Updated in round 10! max:(0.35714285714285715, 'C=Cc1ccc(C=c2ccc(=C)cc2)cc1'), min:(-99999, '')
[0.06935572624206543] Updated in round 11! max:(0.5, 'C=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.10226607322692871] Updated in round 12! max:(0.5, 'C=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.10412001609802246] Updated in round 13! max:(0.5, 'C=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.10603666305541992] Updated in round 14! max:(0.5, 'C=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.10786747932434082] Updated in round 15! max:(0.5, 'C=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.1096947193145752] Updated in round 16! max:(0.5, 'C=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.11154818534851074] Updated in round 17! max:(0.5, 'C=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.11327099800109863] Updated in round 18! max:(0.5, 'C=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.11560702323913574] Updated in round 19! max:(0.5357142857142857, 'C=CC=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.15660715103149414] Updated in round 20! max:(0.5357142857142857, 'C=CC=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.16199970245361328] Updated in round 21! max:(0.5714285714285714, 'C=CC=CC=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.21254682540893555] Updated in round 22! max:(0.5714285714285714, 'C=CC=CC=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.21505451202392578] Updated in round 23! max:(0.5714285714285714, 'C=CC=CC=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.21846675872802734] Updated in round 24! max:(0.6071428571428571, 'C=CC=CC(C=C)=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.275846004486084] Updated in round 25! max:(0.6071428571428571, 'C=CC=CC(C=C)=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.27829957008361816] Updated in round 26! max:(0.6071428571428571, 'C=CC=CC(C=C)=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.28084826469421387] Updated in round 27! max:(0.6071428571428571, 'C=CC=CC(C=C)=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.2834196090698242] Updated in round 28! max:(0.6071428571428571, 'C=CC=CC(C=C)=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.2859208583831787] Updated in round 29! max:(0.6071428571428571, 'C=CC=CC(C=C)=Cc1ccc(C=c2ccc(=Cc3ccccc3)cc2)cc1'), min:(-99999, '')
