[5.2928924560546875e-05]Start running EvoMol from [H][H]...
[0.03736472129821777] Updated in round 1! max:(0.02702702702702703, 'C=C'), min:(-99999, '')
[0.07611894607543945] Updated in round 2! max:(0.05405405405405406, 'C=CC=C'), min:(-99999, '')
[0.13884472846984863] Updated in round 3! max:(0.08108108108108109, 'C=CC=CC=C'), min:(-99999, '')
[0.22591519355773926] Updated in round 4! max:(0.10810810810810811, 'C=CC=CC(=C)C=C'), min:(-99999, '')
[0.3429684638977051] Updated in round 5! max:(0.10810810810810811, 'C=CC=CC(=C)C=C'), min:(-99999, '')
[0.3564326763153076] Updated in round 6! max:(0.13513513513513514, 'C=CC=CC(C=C)=CC=C'), min:(-99999, '')
[0.3730792999267578] Updated in round 7! max:(0.16216216216216217, 'C=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.3793306350708008] Updated in round 8! max:(0.1891891891891892, 'C=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.41339802742004395] Updated in round 9! max:(0.1891891891891892, 'C=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.47988080978393555] Updated in round 10! max:(0.21621621621621623, 'C=CC=C(C=C)C=c1ccc(=C)cc1'), min:(-99999, '')
[0.5593550205230713] Updated in round 11! max:(0.21621621621621623, 'C=CC=C(C=C)C=c1ccc(=C)cc1'), min:(-99999, '')
[0.6094334125518799] Updated in round 12! max:(0.24324324324324326, 'C=CC=C(C=C)C=c1ccc(=CC=C)cc1'), min:(-99999, '')
[0.7754926681518555] Updated in round 13! max:(0.2702702702702703, 'C=CC=c1ccc2cc(=CC=C)ccc2c1'), min:(-99999, '')
[0.7907516956329346] Updated in round 14! max:(0.2972972972972973, 'C=CC=c1ccc2cc(=CC(=C)C=C)ccc2c1'), min:(-99999, '')
[0.8075015544891357] Updated in round 15! max:(0.2972972972972973, 'C=CC=c1ccc2cc(=CC(=C)C=C)ccc2c1'), min:(-99999, '')
[0.8094089031219482] Updated in round 16! max:(0.2972972972972973, 'C=CC=c1ccc2cc(=CC(=C)C=C)ccc2c1'), min:(-99999, '')
[0.8135814666748047] Updated in round 17! max:(0.32432432432432434, 'C=CC=c1cc2ccc(=CC(=C)C=C)cc2cc1C=C'), min:(-99999, '')
