[5.626678466796875e-05]Start running EvoMol from [H][H]...
[0.0008494853973388672] Updated in round 1! max:(0.03225806451612903, 'C=C'), min:(-99999, '')
[0.0017764568328857422] Updated in round 2! max:(0.06451612903225806, 'C=CC=C'), min:(-99999, '')
[0.004304647445678711] Updated in round 3! max:(0.0967741935483871, 'C=CC=CC=C'), min:(-99999, '')
[0.00682377815246582] Updated in round 4! max:(0.12903225806451613, 'c1ccccc1'), min:(-99999, '')
[0.01006317138671875] Updated in round 5! max:(0.16129032258064516, 'C#Cc1ccccc1'), min:(-99999, '')
[0.0126495361328125] Updated in round 6! max:(0.1935483870967742, 'C=CC#Cc1ccccc1'), min:(-99999, '')
[0.015989303588867188] Updated in round 7! max:(0.22580645161290322, 'C#Cc1ccc(C#CC=C)cc1'), min:(-99999, '')
[0.020084619522094727] Updated in round 8! max:(0.25806451612903225, 'C=CC#Cc1ccc(C#CC=C)cc1'), min:(-99999, '')
[0.02464461326599121] Updated in round 9! max:(0.25806451612903225, 'C=CC#Cc1ccc(C#CC=C)cc1'), min:(-99999, '')
[0.029760122299194336] Updated in round 10! max:(0.2903225806451613, 'C=CC#Cc1ccc(C#CC=CC=C)cc1'), min:(-99999, '')
[0.03627657890319824] Updated in round 11! max:(0.2903225806451613, 'C=CC#Cc1ccc(C#CC=CC=C)cc1'), min:(-99999, '')
[0.037934064865112305] Updated in round 12! max:(0.3225806451612903, 'C=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.0462796688079834] Updated in round 13! max:(0.3225806451612903, 'C=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.0476992130279541] Updated in round 14! max:(0.3225806451612903, 'C=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.04902243614196777] Updated in round 15! max:(0.3225806451612903, 'C=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.05111193656921387] Updated in round 16! max:(0.3548387096774194, 'C=CC=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.06278491020202637] Updated in round 17! max:(0.3548387096774194, 'C=CC=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.0642702579498291] Updated in round 18! max:(0.3548387096774194, 'C=CC=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.06576371192932129] Updated in round 19! max:(0.3548387096774194, 'C=CC=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.06760692596435547] Updated in round 20! max:(0.3870967741935484, 'C#CC=CC=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.08154892921447754] Updated in round 21! max:(0.3870967741935484, 'C#CC=CC=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.08318376541137695] Updated in round 22! max:(0.3870967741935484, 'C#CC=CC=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.08476901054382324] Updated in round 23! max:(0.3870967741935484, 'C#CC=CC=CC#Cc1ccc(C#CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.08695340156555176] Updated in round 24! max:(0.41935483870967744, 'C#CC=CC=CC#Cc1ccc(C#CC(C=C)=CC=CC#C)cc1'), min:(-99999, '')
[0.10396766662597656] Updated in round 25! max:(0.41935483870967744, 'C#CC=CC=CC#Cc1ccc(C#CC(C=C)=CC=CC#C)cc1'), min:(-99999, '')
[0.10605645179748535] Updated in round 26! max:(0.45161290322580644, 'C#CC=CC=CC#Cc1ccc(C#Cc2ccc(C#C)cc2)cc1'), min:(-99999, '')
[0.12283945083618164] Updated in round 27! max:(0.45161290322580644, 'C#CC=CC=CC#Cc1ccc(C#Cc2ccc(C#C)cc2)cc1'), min:(-99999, '')
[0.12457036972045898] Updated in round 28! max:(0.45161290322580644, 'C#CC=CC=CC#Cc1ccc(C#Cc2ccc(C#C)cc2)cc1'), min:(-99999, '')
[0.12678980827331543] Updated in round 29! max:(0.4838709677419355, 'C#CC=CC=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.14684748649597168] Updated in round 30! max:(0.4838709677419355, 'C#CC=CC=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.14887714385986328] Updated in round 31! max:(0.4838709677419355, 'C#CC=CC=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.15092062950134277] Updated in round 32! max:(0.4838709677419355, 'C#CC=CC=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.15429210662841797] Updated in round 33! max:(0.5161290322580645, 'C=CC#CC=CC=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.1779491901397705] Updated in round 34! max:(0.5161290322580645, 'C=CC#CC=CC=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.18090343475341797] Updated in round 35! max:(0.5483870967741935, 'C=CC#CC(C=C)=CC=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.20913052558898926] Updated in round 36! max:(0.5483870967741935, 'C=CC#CC(C=C)=CC=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.2116374969482422] Updated in round 37! max:(0.5483870967741935, 'C=CC#CC(C=C)=CC=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.21529316902160645] Updated in round 38! max:(0.5806451612903226, 'C=CC#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.2432878017425537] Updated in round 39! max:(0.5806451612903226, 'C=CC#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#CC=C)cc3)cc2)cc1'), min:(-99999, '')
