[7.510185241699219e-05]Start running EvoMol from [H][H]...
[0.0009722709655761719] Updated in round 1! max:(0.018867924528301886, 'C=C'), min:(-99999, '')
[0.0018367767333984375] Updated in round 2! max:(0.03773584905660377, 'C=CC=C'), min:(-99999, '')
[0.0041544437408447266] Updated in round 3! max:(0.05660377358490566, 'C=CC=CC=C'), min:(-99999, '')
[0.0078105926513671875] Updated in round 4! max:(0.07547169811320754, 'c1ccccc1'), min:(-99999, '')
[0.013874530792236328] Updated in round 5! max:(0.09433962264150944, 'C=c1ccccc1=C'), min:(-99999, '')
[0.018545866012573242] Updated in round 6! max:(0.11320754716981132, 'C=Cc1cccc(=C)c1=C'), min:(-99999, '')
[0.024327516555786133] Updated in round 7! max:(0.11320754716981132, 'C=Cc1cccc(=C)c1=C'), min:(-99999, '')
[0.031668663024902344] Updated in round 8! max:(0.1320754716981132, 'C=Cc1ccc(=C)c(=C)c1C=C'), min:(-99999, '')
[0.03962826728820801] Updated in round 9! max:(0.1509433962264151, 'C=CC=c1ccc(C=C)c(C=C)c1=C'), min:(-99999, '')
[0.05058574676513672] Updated in round 10! max:(0.16981132075471697, 'C=Cc1ccc2ccccc2c1C=C'), min:(-99999, '')
[0.06394386291503906] Updated in round 11! max:(0.18867924528301888, 'C=CC=Cc1ccc2ccccc2c1C=C'), min:(-99999, '')
[0.07996058464050293] Updated in round 12! max:(0.18867924528301888, 'C=CC=Cc1ccc2ccccc2c1C=C'), min:(-99999, '')
[0.08394503593444824] Updated in round 13! max:(0.20754716981132076, 'C=CC=Cc1ccc2c(C=C)cccc2c1C=C'), min:(-99999, '')
[0.1029515266418457] Updated in round 14! max:(0.20754716981132076, 'C=CC=Cc1ccc2c(C=C)cccc2c1C=C'), min:(-99999, '')
[0.10523200035095215] Updated in round 15! max:(0.20754716981132076, 'C=CC=Cc1ccc2c(C=C)cccc2c1C=C'), min:(-99999, '')
[0.10827088356018066] Updated in round 16! max:(0.20754716981132076, 'C=CC=Cc1ccc2c(C=C)cccc2c1C=C'), min:(-99999, '')
[0.11204719543457031] Updated in round 17! max:(0.22641509433962265, 'C=CC=Cc1ccc2c(C=C)c(C=C)ccc2c1C=C'), min:(-99999, '')
[0.13530969619750977] Updated in round 18! max:(0.24528301886792453, 'C=CC=Cc1ccc2c(C=C)c(C=CC=C)ccc2c1C=C'), min:(-99999, '')
