[0.00010991096496582031]Start running EvoMol from [H][H]...
[0.004614830017089844] Updated in round 1! max:(0.08333333333333333, 'c1ccccc1'), min:(-99999, '')
[0.010174989700317383] Updated in round 2! max:(0.21621621621621623, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.021927833557128906] Updated in round 3! max:(0.3333333333333333, 'c1ccc2c3ccc(cc3)c2c1'), min:(-99999, '')
[0.038468122482299805] Updated in round 4! max:(0.4594594594594595, 'c1ccc2c(c1)ccc1c3ccc(cc3)c21'), min:(-99999, '')
[0.06560969352722168] Updated in round 5! max:(0.4634146341463415, 'c1ccc2cc3c(ccc4c5ccc(cc5)c43)cc2c1'), min:(-99999, '')
[0.1080312728881836] Updated in round 6! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.15027594566345215] Updated in round 7! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.15187501907348633] Updated in round 8! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.15337300300598145] Updated in round 9! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.15484285354614258] Updated in round 10! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.156386137008667] Updated in round 11! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.1578969955444336] Updated in round 12! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.15926480293273926] Updated in round 13! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.16072607040405273] Updated in round 14! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.20082712173461914] Updated in round 15! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.2026505470275879] Updated in round 16! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.20424938201904297] Updated in round 17! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.206099271774292] Updated in round 18! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.20791244506835938] Updated in round 19! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.24652385711669922] Updated in round 20! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.2480907440185547] Updated in round 21! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.2497251033782959] Updated in round 22! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.2512776851654053] Updated in round 23! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.25278639793395996] Updated in round 24! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.2541825771331787] Updated in round 25! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.2557241916656494] Updated in round 26! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.25749802589416504] Updated in round 27! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.3078114986419678] Updated in round 28! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.30971837043762207] Updated in round 29! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.31165647506713867] Updated in round 30! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.3133878707885742] Updated in round 31! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.3151824474334717] Updated in round 32! max:(0.6, 'c1cc2ccc1c1ccc3cc4ccc5cc4c5c3c21'), min:(-99999, '')
[0.3715183734893799] Updated in round 33! max:(0.6172839506172839, 'C#Cc1c2c3ccc(c4ccc(cc4)c4c5ccc(cc5)c14)c2c3'), min:(-99999, '')
[0.4272775650024414] Updated in round 34! max:(0.6309523809523809, 'C#Cc1c2c3ccc(cc3)c2c2ccc(cc2)c2c3ccc4c(c3)c1c42'), min:(-99999, '')
[0.4944758415222168] Updated in round 35! max:(0.6309523809523809, 'C#Cc1c2c3ccc(cc3)c2c2ccc(cc2)c2c3ccc4c(c3)c1c42'), min:(-99999, '')
[0.49668192863464355] Updated in round 36! max:(0.6309523809523809, 'C#Cc1c2c3ccc(cc3)c2c2ccc(cc2)c2c3ccc4c(c3)c1c42'), min:(-99999, '')
[0.49888134002685547] Updated in round 37! max:(0.6309523809523809, 'C#Cc1c2c3ccc(cc3)c2c2ccc(cc2)c2c3ccc4c(c3)c1c42'), min:(-99999, '')
[0.5009610652923584] Updated in round 38! max:(0.6309523809523809, 'C#Cc1c2c3ccc(cc3)c2c2ccc(cc2)c2c3ccc4c(c3)c1c42'), min:(-99999, '')
[0.5030663013458252] Updated in round 39! max:(0.6309523809523809, 'C#Cc1c2c3ccc(cc3)c2c2ccc(cc2)c2c3ccc4c(c3)c1c42'), min:(-99999, '')
[0.5052690505981445] Updated in round 40! max:(0.6309523809523809, 'C#Cc1c2c3ccc(cc3)c2c2ccc(cc2)c2c3ccc4c(c3)c1c42'), min:(-99999, '')
[0.5073871612548828] Updated in round 41! max:(0.6309523809523809, 'C#Cc1c2c3ccc(cc3)c2c2ccc(cc2)c2c3ccc4c(c3)c1c42'), min:(-99999, '')
[0.509493350982666] Updated in round 42! max:(0.6309523809523809, 'C#Cc1c2c3ccc(cc3)c2c2ccc(cc2)c2c3ccc4c(c3)c1c42'), min:(-99999, '')
[0.576120138168335] Updated in round 43! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.6419336795806885] Updated in round 44! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.6439931392669678] Updated in round 45! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.6459555625915527] Updated in round 46! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.6484255790710449] Updated in round 47! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.6509568691253662] Updated in round 48! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.6534121036529541] Updated in round 49! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.6552910804748535] Updated in round 50! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.6571989059448242] Updated in round 51! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.7359001636505127] Updated in round 52! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.7389872074127197] Updated in round 53! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.7411878108978271] Updated in round 54! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.7436943054199219] Updated in round 55! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.7465009689331055] Updated in round 56! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.7494335174560547] Updated in round 57! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.7515277862548828] Updated in round 58! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.7537720203399658] Updated in round 59! max:(0.6506024096385542, 'C#Cc1c2c3ccc4c(c3)c1c1c3ccc(cc3)c1c1ccc(cc1)c42'), min:(-99999, '')
[0.7556436061859131] Updated in round 60! max:(0.6627906976744186, 'C#Cc1cc2c3ccc(cc3)c3c4ccc(cc4)c3c1c1c3ccc(cc3)c21'), min:(-99999, '')
[0.8332908153533936] Updated in round 61! max:(0.6627906976744186, 'C#Cc1cc2c3ccc(cc3)c3c4ccc(cc4)c3c1c1c3ccc(cc3)c21'), min:(-99999, '')
[0.8355450630187988] Updated in round 62! max:(0.6627906976744186, 'C#Cc1cc2c3ccc(cc3)c3c4ccc(cc4)c3c1c1c3ccc(cc3)c21'), min:(-99999, '')
[0.8375508785247803] Updated in round 63! max:(0.6627906976744186, 'C#Cc1cc2c3ccc(cc3)c3c4ccc(cc4)c3c1c1c3ccc(cc3)c21'), min:(-99999, '')
[0.8393778800964355] Updated in round 64! max:(0.6627906976744186, 'C#Cc1cc2c3ccc(cc3)c3c4ccc(cc4)c3c1c1c3ccc(cc3)c21'), min:(-99999, '')
[0.8415839672088623] Updated in round 65! max:(0.6744186046511628, 'c1c2c(c#1)c1c3c4ccc(cc4)c3c3ccc(cc3)c2c2c3ccc(cc3)c21'), min:(-99999, '')
[0.9356081485748291] Updated in round 66! max:(0.6744186046511628, 'c1c2c(c#1)c1c3c4ccc(cc4)c3c3ccc(cc3)c2c2c3ccc(cc3)c21'), min:(-99999, '')
