[7.176399230957031e-05]Start running EvoMol from [H][H]...
[0.0009932518005371094] Updated in round 1! max:(0.03225806451612903, 'C=C'), min:(-99999, '')
[0.0019872188568115234] Updated in round 2! max:(0.06451612903225806, 'C=CC=C'), min:(-99999, '')
[0.0049953460693359375] Updated in round 3! max:(0.0967741935483871, 'C=CC=CC=C'), min:(-99999, '')
[0.00751185417175293] Updated in round 4! max:(0.12903225806451613, 'c1ccccc1'), min:(-99999, '')
[0.012119770050048828] Updated in round 5! max:(0.16129032258064516, 'C#Cc1ccccc1'), min:(-99999, '')
[0.016160964965820312] Updated in round 6! max:(0.1935483870967742, 'C=CC#Cc1ccccc1'), min:(-99999, '')
[0.02129840850830078] Updated in round 7! max:(0.22580645161290322, 'C=CC=CC#Cc1ccccc1'), min:(-99999, '')
[0.02883291244506836] Updated in round 8! max:(0.25806451612903225, 'C=CC=CC=CC#Cc1ccccc1'), min:(-99999, '')
[0.03772234916687012] Updated in round 9! max:(0.25806451612903225, 'C=CC=CC=CC#Cc1ccccc1'), min:(-99999, '')
[0.03916430473327637] Updated in round 10! max:(0.2903225806451613, 'C#Cc1ccc(C#CC=CC=CC=C)cc1'), min:(-99999, '')
[0.04947471618652344] Updated in round 11! max:(0.2903225806451613, 'C#Cc1ccc(C#CC=CC=CC=C)cc1'), min:(-99999, '')
[0.051436662673950195] Updated in round 12! max:(0.3225806451612903, 'C#Cc1ccc(C#Cc2ccccc2)cc1'), min:(-99999, '')
[0.06409859657287598] Updated in round 13! max:(0.3548387096774194, 'C#Cc1ccc(C#Cc2ccc(C#C)cc2)cc1'), min:(-99999, '')
[0.07781243324279785] Updated in round 14! max:(0.3870967741935484, 'C#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.09537577629089355] Updated in round 15! max:(0.3870967741935484, 'C#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.09760665893554688] Updated in round 16! max:(0.3870967741935484, 'C#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.09946680068969727] Updated in round 17! max:(0.3870967741935484, 'C#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.10238504409790039] Updated in round 18! max:(0.41935483870967744, 'C=CC#Cc1ccc(C#Cc2ccc(C#CC=C)cc2)cc1'), min:(-99999, '')
[0.12305259704589844] Updated in round 19! max:(0.45161290322580644, 'C=CC#Cc1ccc(C#Cc2ccc(C#CC(=C)C=C)cc2)cc1'), min:(-99999, '')
[0.1473696231842041] Updated in round 20! max:(0.4838709677419355, 'C=CC#Cc1ccc(C#Cc2ccc(C#CC(=C)C=CC=C)cc2)cc1'), min:(-99999, '')
[0.17764759063720703] Updated in round 21! max:(0.5161290322580645, 'C=CC=CC(=C)C#Cc1ccc(C#Cc2ccc(C#CC(=C)C=C)cc2)cc1'), min:(-99999, '')
[0.2117323875427246] Updated in round 22! max:(0.5483870967741935, 'C=CC(=C)C#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.25205111503601074] Updated in round 23! max:(0.5483870967741935, 'C=CC(=C)C#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.25491881370544434] Updated in round 24! max:(0.5483870967741935, 'C=CC(=C)C#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1'), min:(-99999, '')
[0.2587850093841553] Updated in round 25! max:(0.5806451612903226, 'C=CC=C(C#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1)C=C'), min:(-99999, '')
[0.3075580596923828] Updated in round 26! max:(0.5806451612903226, 'C=CC=C(C#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1)C=C'), min:(-99999, '')
[0.3099801540374756] Updated in round 27! max:(0.5806451612903226, 'C=CC=C(C#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1)C=C'), min:(-99999, '')
[0.31284451484680176] Updated in round 28! max:(0.6129032258064516, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#CC(C=C)=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.3647596836090088] Updated in round 29! max:(0.6129032258064516, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#CC(C=C)=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.3672146797180176] Updated in round 30! max:(0.6129032258064516, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#CC(C=C)=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.3706784248352051] Updated in round 31! max:(0.6129032258064516, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#CC(C=C)=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.3743903636932373] Updated in round 32! max:(0.6129032258064516, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#CC(C=C)=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.37700653076171875] Updated in round 33! max:(0.6129032258064516, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#CC(C=C)=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.38030481338500977] Updated in round 34! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.4339261054992676] Updated in round 35! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.43663907051086426] Updated in round 36! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.43957066535949707] Updated in round 37! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.4431626796722412] Updated in round 38! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.4465625286102295] Updated in round 39! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.44916653633117676] Updated in round 40! max:(0.6451612903225806, 'C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.4526355266571045] Updated in round 41! max:(0.6774193548387096, 'C=CC#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.5208625793457031] Updated in round 42! max:(0.6774193548387096, 'C=CC#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.5254690647125244] Updated in round 43! max:(0.6774193548387096, 'C=CC#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.5291445255279541] Updated in round 44! max:(0.6774193548387096, 'C=CC#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.5330314636230469] Updated in round 45! max:(0.6774193548387096, 'C=CC#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.5368056297302246] Updated in round 46! max:(0.7096774193548387, 'C=CC(=C)C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
