[7.05718994140625e-05]Start running EvoMol from [H][H]...
[0.01237630844116211] Updated in round 1! max:(0.02040816326530612, 'C=C'), min:(-99999, '')
[0.013837575912475586] Updated in round 2! max:(0.04081632653061224, 'C=CC=C'), min:(-99999, '')
[0.01717233657836914] Updated in round 3! max:(0.061224489795918366, 'C=CC=CC=C'), min:(-99999, '')
[0.021565914154052734] Updated in round 4! max:(0.08163265306122448, 'c1ccccc1'), min:(-99999, '')
[0.027113914489746094] Updated in round 5! max:(0.10204081632653061, 'C=Cc1ccccc1'), min:(-99999, '')
[0.03164386749267578] Updated in round 6! max:(0.12244897959183673, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.03693723678588867] Updated in round 7! max:(0.14285714285714285, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.041658878326416016] Updated in round 8! max:(0.16326530612244897, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.047226667404174805] Updated in round 9! max:(0.16326530612244897, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.04868054389953613] Updated in round 10! max:(0.16326530612244897, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.050818443298339844] Updated in round 11! max:(0.1836734693877551, 'C=CC=Cc1cccc2ccccc12'), min:(-99999, '')
[0.0589296817779541] Updated in round 12! max:(0.1836734693877551, 'C=CC=Cc1cccc2ccccc12'), min:(-99999, '')
[0.06051039695739746] Updated in round 13! max:(0.1836734693877551, 'C=CC=Cc1cccc2ccccc12'), min:(-99999, '')
[0.06305265426635742] Updated in round 14! max:(0.20408163265306123, 'C=CC=CC=Cc1cccc2ccccc12'), min:(-99999, '')
[0.07442498207092285] Updated in round 15! max:(0.22448979591836735, 'C=CC=C(C=C)C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.08832955360412598] Updated in round 16! max:(0.22448979591836735, 'C=CC=C(C=C)C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.09061050415039062] Updated in round 17! max:(0.24489795918367346, 'C=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.10372591018676758] Updated in round 18! max:(0.24489795918367346, 'C=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.10598540306091309] Updated in round 19! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.12356042861938477] Updated in round 20! max:(0.2653061224489796, 'C=CC=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.12615013122558594] Updated in round 21! max:(0.2857142857142857, 'c1ccc2c(-c3cccc4ccccc34)cccc2c1'), min:(-99999, '')
[0.1417069435119629] Updated in round 22! max:(0.2857142857142857, 'c1ccc2c(-c3cccc4ccccc34)cccc2c1'), min:(-99999, '')
[0.14395618438720703] Updated in round 23! max:(0.30612244897959184, 'C#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.16010451316833496] Updated in round 24! max:(0.32653061224489793, 'C#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.1768786907196045] Updated in round 25! max:(0.32653061224489793, 'C#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.17870450019836426] Updated in round 26! max:(0.32653061224489793, 'C#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.1804816722869873] Updated in round 27! max:(0.32653061224489793, 'C#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.18228387832641602] Updated in round 28! max:(0.32653061224489793, 'C#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.18448495864868164] Updated in round 29! max:(0.3469387755102041, 'C#CC#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.20187973976135254] Updated in round 30! max:(0.3469387755102041, 'C#CC#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.20371198654174805] Updated in round 31! max:(0.3469387755102041, 'C#CC#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.20559382438659668] Updated in round 32! max:(0.3469387755102041, 'C#CC#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.20745301246643066] Updated in round 33! max:(0.3469387755102041, 'C#CC#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.20933938026428223] Updated in round 34! max:(0.3469387755102041, 'C#CC#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.21129250526428223] Updated in round 35! max:(0.3469387755102041, 'C#CC#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[0.21366643905639648] Updated in round 36! max:(0.3673469387755102, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC=C)ccc2ccccc12'), min:(-99999, '')
[0.23794078826904297] Updated in round 37! max:(0.3877551020408163, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC(=C)C=C)ccc2ccccc12'), min:(-99999, '')
[0.2660214900970459] Updated in round 38! max:(0.40816326530612246, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC(=C)C(=C)C=C)ccc2ccccc12'), min:(-99999, '')
[0.2982063293457031] Updated in round 39! max:(0.40816326530612246, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC(=C)C(=C)C=C)ccc2ccccc12'), min:(-99999, '')
[0.30063414573669434] Updated in round 40! max:(0.40816326530612246, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC(=C)C(=C)C=C)ccc2ccccc12'), min:(-99999, '')
[0.3029792308807373] Updated in round 41! max:(0.40816326530612246, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC(=C)C(=C)C=C)ccc2ccccc12'), min:(-99999, '')
[0.3058178424835205] Updated in round 42! max:(0.42857142857142855, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC(=C)C(=C)C(=C)C=C)ccc2ccccc12'), min:(-99999, '')
[0.3441908359527588] Updated in round 43! max:(0.4489795918367347, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC(=C)C(=CC=C)C(=C)C=C)ccc2ccccc12'), min:(-99999, '')
[0.3925137519836426] Updated in round 44! max:(0.46938775510204084, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC(=C)C(=CC=C)C(=C)C=CC=C)ccc2ccccc12'), min:(-99999, '')
[0.4511754512786865] Updated in round 45! max:(0.46938775510204084, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#CC(=C)C(=CC=C)C(=C)C=CC=C)ccc2ccccc12'), min:(-99999, '')
[0.45473480224609375] Updated in round 46! max:(0.4897959183673469, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccccc2C(=C)C=CC=C)ccc2ccccc12'), min:(-99999, '')
[0.5166082382202148] Updated in round 47! max:(0.4897959183673469, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccccc2C(=C)C=CC=C)ccc2ccccc12'), min:(-99999, '')
[0.5199871063232422] Updated in round 48! max:(0.5102040816326531, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccccc2C(=C)C(C=C)=CC=C)ccc2ccccc12'), min:(-99999, '')
[0.5903322696685791] Updated in round 49! max:(0.5306122448979592, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccccc2C(=C)C(C=CC=C)=CC=C)ccc2ccccc12'), min:(-99999, '')
[0.675278902053833] Updated in round 50! max:(0.5306122448979592, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccccc2C(=C)C(C=CC=C)=CC=C)ccc2ccccc12'), min:(-99999, '')
[0.6784133911132812] Updated in round 51! max:(0.5306122448979592, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccccc2C(=C)C(C=CC=C)=CC=C)ccc2ccccc12'), min:(-99999, '')
[0.681349515914917] Updated in round 52! max:(0.5306122448979592, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccccc2C(=C)C(C=CC=C)=CC=C)ccc2ccccc12'), min:(-99999, '')
[0.6850616931915283] Updated in round 53! max:(0.5510204081632653, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccccc2-c2ccccc2C=CC=C)ccc2ccccc12'), min:(-99999, '')
