[6.127357482910156e-05]Start running EvoMol from [H][H]...
[0.001567840576171875] Updated in round 1! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.006905078887939453] Updated in round 2! max:(0.21621621621621623, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.019309282302856445] Updated in round 3! max:(0.32432432432432434, 'c1ccc(-c2cccc(-c3ccccc3)c2)cc1'), min:(-99999, '')
[0.043299198150634766] Updated in round 4! max:(0.40540540540540543, 'c1ccc(-c2cccc(-c3cccc4ccccc34)c2)cc1'), min:(-99999, '')
[0.07709574699401855] Updated in round 5! max:(0.5135135135135135, 'c1ccc(-c2ccccc2-c2cccc(-c3cccc4ccccc34)c2)cc1'), min:(-99999, '')
[0.12840819358825684] Updated in round 6! max:(0.5135135135135135, 'c1ccc(-c2ccccc2-c2cccc(-c3cccc4ccccc34)c2)cc1'), min:(-99999, '')
[0.13285613059997559] Updated in round 7! max:(0.5135135135135135, 'c1ccc(-c2ccccc2-c2cccc(-c3cccc4ccccc34)c2)cc1'), min:(-99999, '')
[0.13863587379455566] Updated in round 8! max:(0.5675675675675675, 'c1cc(-c2cccc3ccccc23)cc(-c2cccc3ccc4ccccc4c23)c1'), min:(-99999, '')
[0.19670557975769043] Updated in round 9! max:(0.5675675675675675, 'c1cc(-c2cccc3ccccc23)cc(-c2cccc3ccc4ccccc4c23)c1'), min:(-99999, '')
[0.20305705070495605] Updated in round 10! max:(0.5675675675675675, 'c1cc(-c2cccc3ccccc23)cc(-c2cccc3ccc4ccccc4c23)c1'), min:(-99999, '')
[0.20914697647094727] Updated in round 11! max:(0.5675675675675675, 'c1cc(-c2cccc3ccccc23)cc(-c2cccc3ccc4ccccc4c23)c1'), min:(-99999, '')
[0.21504759788513184] Updated in round 12! max:(0.5945945945945946, 'C=Cc1ccc(-c2cccc3ccccc23)cc1-c1cccc2ccc3ccccc3c12'), min:(-99999, '')
[0.2877390384674072] Updated in round 13! max:(0.6216216216216216, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6ccccc6c45)c3)c2c1'), min:(-99999, '')
[0.37396788597106934] Updated in round 14! max:(0.7297297297297297, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3)c2c1'), min:(-99999, '')
[0.5053873062133789] Updated in round 15! max:(0.7297297297297297, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3)c2c1'), min:(-99999, '')
[0.514024019241333] Updated in round 16! max:(0.7297297297297297, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3)c2c1'), min:(-99999, '')
[0.526923656463623] Updated in round 17! max:(0.7297297297297297, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3)c2c1'), min:(-99999, '')
[0.5400190353393555] Updated in round 18! max:(0.7297297297297297, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3)c2c1'), min:(-99999, '')
[0.5518882274627686] Updated in round 19! max:(0.7297297297297297, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3)c2c1'), min:(-99999, '')
[0.561044454574585] Updated in round 20! max:(0.7297297297297297, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3)c2c1'), min:(-99999, '')
[0.5705201625823975] Updated in round 21! max:(0.7297297297297297, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3)c2c1'), min:(-99999, '')
[0.5830223560333252] Updated in round 22! max:(0.7567567567567568, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[0.721466064453125] Updated in round 23! max:(0.7567567567567568, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[0.7305235862731934] Updated in round 24! max:(0.7567567567567568, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[0.7427225112915039] Updated in round 25! max:(0.7567567567567568, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[0.7516093254089355] Updated in round 26! max:(0.7567567567567568, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[0.7620670795440674] Updated in round 27! max:(0.7567567567567568, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[0.7720129489898682] Updated in round 28! max:(0.7567567567567568, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[0.7842843532562256] Updated in round 29! max:(0.7567567567567568, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[0.796379566192627] Updated in round 30! max:(0.7567567567567568, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccccc7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[0.8100502490997314] Updated in round 31! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[0.9643034934997559] Updated in round 32! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[0.9812684059143066] Updated in round 33! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[0.998293399810791] Updated in round 34! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.007866621017456] Updated in round 35! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.0200631618499756] Updated in round 36! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.033811330795288] Updated in round 37! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.0492761135101318] Updated in round 38! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.0651640892028809] Updated in round 39! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.0789124965667725] Updated in round 40! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.0998568534851074] Updated in round 41! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.1118345260620117] Updated in round 42! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.1263697147369385] Updated in round 43! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.1404306888580322] Updated in round 44! max:(0.7837837837837838, 'C=Cc1cccc(-c2cccc3ccc4cccc(-c5c(C=C)ccc(-c6cccc7ccc(C=C)cc67)c5C=C)c4c23)c1'), min:(-99999, '')
[1.1643035411834717] Updated in round 45! max:(0.8378378378378378, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccc8ccccc8c7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[1.3390631675720215] Updated in round 46! max:(0.8378378378378378, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccc8ccccc8c7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[1.3497259616851807] Updated in round 47! max:(0.8378378378378378, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccc8ccccc8c7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[1.3584280014038086] Updated in round 48! max:(0.8378378378378378, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccc8ccccc8c7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[1.373952865600586] Updated in round 49! max:(0.8378378378378378, 'C=Cc1ccc2cccc(-c3ccc(C=C)c(-c4cccc5ccc6cccc(-c7ccc8ccccc8c7)c6c45)c3C=C)c2c1'), min:(-99999, '')
[1.3843119144439697] Updated in round 50! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.5855834484100342] Updated in round 51! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.5937268733978271] Updated in round 52! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.6005854606628418] Updated in round 53! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.6086211204528809] Updated in round 54! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.6147794723510742] Updated in round 55! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.6233186721801758] Updated in round 56! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.633199691772461] Updated in round 57! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.6409022808074951] Updated in round 58! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.6477272510528564] Updated in round 59! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.6554291248321533] Updated in round 60! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.662245512008667] Updated in round 61! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.670325517654419] Updated in round 62! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.6799397468566895] Updated in round 63! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.6877784729003906] Updated in round 64! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.696876049041748] Updated in round 65! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.705305576324463] Updated in round 66! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.7135064601898193] Updated in round 67! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
[1.720367431640625] Updated in round 68! max:(0.8648648648648649, 'C=Cc1ccc2c(C=C)c1c1cccc3ccc4cccc(c5ccc6ccc(ccc7ccc8cccc2c8c7)cc6c5)c4c31'), min:(-99999, '')
