[4.5299530029296875e-05]Start running EvoMol from [H][H]...
[0.0006346702575683594] Updated in round 1! max:(0.25, 'c1ccccc1'), min:(-99999, '')
[0.004970073699951172] Updated in round 2! max:(0.5, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.014407873153686523] Updated in round 3! max:(0.625, 'c1ccc2c(c1)ccc1ccccc12'), min:(-99999, '')
[0.025434494018554688] Updated in round 4! max:(0.625, 'c1ccc2c(c1)ccc1ccccc12'), min:(-99999, '')
[0.027265310287475586] Updated in round 5! max:(0.6875, 'C=Cc1ccc2ccc3ccccc3c2c1'), min:(-99999, '')
[0.041472673416137695] Updated in round 6! max:(0.6875, 'C=Cc1ccc2ccc3ccccc3c2c1'), min:(-99999, '')
[0.043519020080566406] Updated in round 7! max:(0.75, 'C=Cc1ccc2ccc3ccccc3c2c1C=C'), min:(-99999, '')
[0.05969834327697754] Updated in round 8! max:(0.75, 'C=Cc1ccc2ccc3ccccc3c2c1C=C'), min:(-99999, '')
[0.06141090393066406] Updated in round 9! max:(0.75, 'C=Cc1ccc2ccc3ccccc3c2c1C=C'), min:(-99999, '')
[0.06313681602478027] Updated in round 10! max:(0.75, 'C=Cc1ccc2ccc3ccccc3c2c1C=C'), min:(-99999, '')
[0.06517744064331055] Updated in round 11! max:(0.8125, 'C=Cc1ccc2ccc3cccc4c3c2c1C4=C'), min:(-99999, '')
[0.07944726943969727] Updated in round 12! max:(0.8125, 'C=Cc1ccc2ccc3cccc4c3c2c1C4=C'), min:(-99999, '')
[0.08159351348876953] Updated in round 13! max:(0.875, 'C=Cc1ccc2ccc3ccc(C=C)c4c3c2c1C4=C'), min:(-99999, '')
[0.09828686714172363] Updated in round 14! max:(0.875, 'C=Cc1ccc2ccc3ccc(C=C)c4c3c2c1C4=C'), min:(-99999, '')
[0.10045385360717773] Updated in round 15! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.11899137496948242] Updated in round 16! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.12102341651916504] Updated in round 17! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.12307929992675781] Updated in round 18! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.12486886978149414] Updated in round 19! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.12683820724487305] Updated in round 20! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.12873053550720215] Updated in round 21! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.130842924118042] Updated in round 22! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.13146233558654785] Reproduced in round 23!!
