[0.00010251998901367188]Start running EvoMol from [H][H]...
[0.024570703506469727] Updated in round 1! max:(0.06557377049180328, 'c1ccccc1'), min:(-99999, '')
[0.03206443786621094] Updated in round 2! max:(0.13114754098360656, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.05618023872375488] Updated in round 3! max:(0.18032786885245902, 'c1ccc(-c2ccc3ccccc3c2)cc1'), min:(-99999, '')
[0.09708738327026367] Updated in round 4! max:(0.2459016393442623, 'c1ccc(-c2ccccc2-c2ccc3ccccc3c2)cc1'), min:(-99999, '')
[0.20505857467651367] Updated in round 5! max:(0.26229508196721313, 'C=Cc1cccc2cc(-c3ccccc3-c3ccccc3)ccc12'), min:(-99999, '')
[4.675658464431763] Updated in round 6! max:(0.32786885245901637, 'C(=Cc1cccc2cc(-c3ccccc3-c3ccccc3)ccc12)c1ccccc1'), min:(-99999, '')
[4.916656494140625] Updated in round 7! max:(0.3770491803278688, 'C(=Cc1cccc2cc(-c3ccccc3-c3ccccc3)ccc12)c1cccc2ccccc12'), min:(-99999, '')
[5.952558994293213] Updated in round 8! max:(0.3770491803278688, 'C(=Cc1cccc2cc(-c3ccccc3-c3ccccc3)ccc12)c1cccc2ccccc12'), min:(-99999, '')
[6.8288414478302] Updated in round 9! max:(0.3770491803278688, 'C(=Cc1cccc2cc(-c3ccccc3-c3ccccc3)ccc12)c1cccc2ccccc12'), min:(-99999, '')
[7.724911212921143] Updated in round 10! max:(0.3770491803278688, 'C(=Cc1cccc2cc(-c3ccccc3-c3ccccc3)ccc12)c1cccc2ccccc12'), min:(-99999, '')
[10.196763277053833] Updated in round 11! max:(0.3770491803278688, 'C(=Cc1cccc2cc(-c3ccccc3-c3ccccc3)ccc12)c1cccc2ccccc12'), min:(-99999, '')
[152.77985644340515] Updated in round 12! max:(0.3770491803278688, 'C(=Cc1cccc2cc(-c3ccccc3-c3ccccc3)ccc12)c1cccc2ccccc12'), min:(-99999, '')
[238.26344442367554] Updated in round 13! max:(0.4426229508196721, 'C(=Cc1cccc2cc(-c3cc(-c4ccccc4)ccc3-c3ccccc3)ccc12)c1cccc2ccccc12'), min:(-99999, '')
[300.6054365634918] Updated in round 14! max:(0.4426229508196721, 'C(=Cc1cccc2cc(-c3cc(-c4ccccc4)ccc3-c3ccccc3)ccc12)c1cccc2ccccc12'), min:(-99999, '')
[331.1834890842438] Updated in round 15! max:(0.45901639344262296, 'C=Cc1cccc2c(C=Cc3cccc4cc(-c5cc(-c6ccccc6)ccc5-c5ccccc5)ccc34)cccc12'), min:(-99999, '')
[401.2353992462158] Updated in round 16! max:(0.45901639344262296, 'C=Cc1cccc2c(C=Cc3cccc4cc(-c5cc(-c6ccccc6)ccc5-c5ccccc5)ccc34)cccc12'), min:(-99999, '')
[515.5286064147949] Updated in round 17! max:(0.5081967213114754, 'C=Cc1cccc2c(C=Cc3cccc4cc(-c5cc(-c6cccc7ccccc67)ccc5-c5ccccc5)ccc34)cccc12'), min:(-99999, '')
[1082.361424446106] Updated in round 18! max:(0.5081967213114754, 'C=Cc1cccc2c(C=Cc3cccc4cc(-c5cc(-c6cccc7ccccc67)ccc5-c5ccccc5)ccc34)cccc12'), min:(-99999, '')
[1282.521842956543] Updated in round 19! max:(0.5081967213114754, 'C=Cc1cccc2c(C=Cc3cccc4cc(-c5cc(-c6cccc7ccccc67)ccc5-c5ccccc5)ccc34)cccc12'), min:(-99999, '')
[1500.6725084781647] Updated in round 20! max:(0.5245901639344263, 'C=Cc1cccc2c(C=Cc3cccc4c3ccc3c5cc(-c6cccc7ccccc67)ccc5c5ccccc5c43)cccc12'), min:(-99999, '')
[1523.8558323383331] Updated in round 21! max:(0.5245901639344263, 'C=Cc1cccc2c(C=Cc3cccc4c3ccc3c5cc(-c6cccc7ccccc67)ccc5c5ccccc5c43)cccc12'), min:(-99999, '')
[1773.6910364627838] Updated in round 22! max:(0.5409836065573771, 'C(=Cc1cccc2c1ccc1c3cc(-c4cccc5ccccc45)ccc3c3ccccc3c21)c1ccc2c3c(cccc13)C=C2'), min:(-99999, '')
[1778.305626630783] Updated in round 23! max:(0.5409836065573771, 'C(=Cc1cccc2c1ccc1c3cc(-c4cccc5ccccc45)ccc3c3ccccc3c21)c1ccc2c3c(cccc13)C=C2'), min:(-99999, '')
[1802.546047449112] Updated in round 24! max:(0.5409836065573771, 'C(=Cc1cccc2c1ccc1c3cc(-c4cccc5ccccc45)ccc3c3ccccc3c21)c1ccc2c3c(cccc13)C=C2'), min:(-99999, '')
[1835.2290999889374] Updated in round 25! max:(0.5409836065573771, 'C(=Cc1cccc2c1ccc1c3cc(-c4cccc5ccccc45)ccc3c3ccccc3c21)c1ccc2c3c(cccc13)C=C2'), min:(-99999, '')
[1837.6581530570984] Updated in round 26! max:(0.5573770491803278, 'C1=Cc2cc3c(ccc4c3ccc3c4ccc4c5cc(-c6cccc7ccccc67)ccc5c5ccccc5c34)c3cccc1c23'), min:(-99999, '')
[1847.5617094039917] Updated in round 27! max:(0.5737704918032787, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1ccc3c4ccc5c6cccc7c6c(cc5c4ccc3c12)C=C7'), min:(-99999, '')
[1850.7006318569183] Updated in round 28! max:(0.5737704918032787, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1ccc3c4ccc5c6cccc7c6c(cc5c4ccc3c12)C=C7'), min:(-99999, '')
[1894.909661769867] Updated in round 29! max:(0.5737704918032787, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1ccc3c4ccc5c6cccc7c6c(cc5c4ccc3c12)C=C7'), min:(-99999, '')
[1904.9748423099518] Updated in round 30! max:(0.6229508196721312, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1ccc3c(ccc4c5cc6c7c(cccc7c5c5ccccc5c43)C=C6)c12'), min:(-99999, '')
[2131.8905012607574] Updated in round 31! max:(0.6229508196721312, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1ccc3c(ccc4c5cc6c7c(cccc7c5c5ccccc5c43)C=C6)c12'), min:(-99999, '')
[2132.809734582901] Updated in round 32! max:(0.6229508196721312, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1ccc3c(ccc4c5cc6c7c(cccc7c5c5ccccc5c43)C=C6)c12'), min:(-99999, '')
[2140.5521552562714] Updated in round 33! max:(0.6229508196721312, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1ccc3c(ccc4c5cc6c7c(cccc7c5c5ccccc5c43)C=C6)c12'), min:(-99999, '')
[2327.4687881469727] Updated in round 34! max:(0.6229508196721312, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1ccc3c(ccc4c5cc6c7c(cccc7c5c5ccccc5c43)C=C6)c12'), min:(-99999, '')
[2369.217931509018] Updated in round 35! max:(0.6229508196721312, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1ccc3c(ccc4c5cc6c7c(cccc7c5c5ccccc5c43)C=C6)c12'), min:(-99999, '')
[2371.7321882247925] Updated in round 36! max:(0.639344262295082, 'C=Cc1cccc2c1c1ccc(-c3cccc4ccccc34)cc1c1c(C=C)cc3c(ccc4c5cc6c7c(cccc7c5c5ccccc5c43)C=C6)c21'), min:(-99999, '')
[2373.1547133922577] Updated in round 37! max:(0.6557377049180327, 'C=Cc1cccc2c1c1ccc3cc1c1c(C=C)cc4c(ccc5c6cc7ccc8cccc(c87)c6c6cc(ccc6c54)c4cc5ccccc5c3c4)c21'), min:(-99999, '')
