[7.009506225585938e-05]Start running EvoMol from [H][H]...
[0.0019960403442382812] Updated in round 1! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.007430315017700195] Updated in round 2! max:(0.21621621621621623, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.01758575439453125] Updated in round 3! max:(0.21621621621621623, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.021176576614379883] Updated in round 4! max:(0.32432432432432434, 'c1ccc(-c2ccc(-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.044265031814575195] Updated in round 5! max:(0.3783783783783784, 'c1ccc(-c2ccc3c(ccc4ccccc43)c2)cc1'), min:(-99999, '')
[0.06986665725708008] Updated in round 6! max:(0.4864864864864865, 'c1ccc(-c2ccc3c(ccc4cc(-c5ccccc5)ccc43)c2)cc1'), min:(-99999, '')
[0.1173558235168457] Updated in round 7! max:(0.5405405405405406, 'c1ccc(-c2ccc3c(ccc4cc5c(ccc6ccccc65)cc43)c2)cc1'), min:(-99999, '')
[0.17160820960998535] Updated in round 8! max:(0.5405405405405406, 'c1ccc(-c2ccc3c(ccc4cc5c(ccc6ccccc65)cc43)c2)cc1'), min:(-99999, '')
[0.17572689056396484] Updated in round 9! max:(0.6216216216216216, 'c1ccc(-c2ccc3c(ccc4cc5c(ccc6cc7ccccc7cc65)cc43)c2)cc1'), min:(-99999, '')
[0.2623894214630127] Updated in round 10! max:(0.6216216216216216, 'c1ccc(-c2ccc3c(ccc4cc5c(ccc6cc7ccccc7cc65)cc43)c2)cc1'), min:(-99999, '')
[0.2686011791229248] Updated in round 11! max:(0.7027027027027027, 'c1ccc2cc(-c3ccc4c(ccc5cc6c(ccc7cc8ccccc8cc76)cc54)c3)ccc2c1'), min:(-99999, '')
[0.412611722946167] Updated in round 12! max:(0.7027027027027027, 'c1ccc2cc(-c3ccc4c(ccc5cc6c(ccc7cc8ccccc8cc76)cc54)c3)ccc2c1'), min:(-99999, '')
[0.4179844856262207] Updated in round 13! max:(0.7027027027027027, 'c1ccc2cc(-c3ccc4c(ccc5cc6c(ccc7cc8ccccc8cc76)cc54)c3)ccc2c1'), min:(-99999, '')
[0.4227480888366699] Updated in round 14! max:(0.7027027027027027, 'c1ccc2cc(-c3ccc4c(ccc5cc6c(ccc7cc8ccccc8cc76)cc54)c3)ccc2c1'), min:(-99999, '')
[0.4280521869659424] Updated in round 15! max:(0.7027027027027027, 'c1ccc2cc(-c3ccc4c(ccc5cc6c(ccc7cc8ccccc8cc76)cc54)c3)ccc2c1'), min:(-99999, '')
[0.4386744499206543] Updated in round 16! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.5967733860015869] Updated in round 17! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.601722240447998] Updated in round 18! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.6063075065612793] Updated in round 19! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.611377477645874] Updated in round 20! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.6160793304443359] Updated in round 21! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.6206064224243164] Updated in round 22! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.6261944770812988] Updated in round 23! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.630181074142456] Updated in round 24! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.637033224105835] Updated in round 25! max:(0.7297297297297297, 'C=Cc1cc2ccccc2cc1-c1ccc2c(ccc3cc4c(ccc5cc6ccccc6cc54)cc32)c1'), min:(-99999, '')
[0.6427063941955566] Updated in round 26! max:(0.7567567567567568, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9ccccc9cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[0.864194393157959] Updated in round 27! max:(0.7567567567567568, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9ccccc9cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[0.87001633644104] Updated in round 28! max:(0.7567567567567568, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9ccccc9cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[0.8750627040863037] Updated in round 29! max:(0.7567567567567568, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9ccccc9cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[0.8799233436584473] Updated in round 30! max:(0.7567567567567568, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9ccccc9cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[0.8852088451385498] Updated in round 31! max:(0.7567567567567568, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9ccccc9cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[0.890038013458252] Updated in round 32! max:(0.7567567567567568, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9ccccc9cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[0.8983156681060791] Updated in round 33! max:(0.7567567567567568, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9ccccc9cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[0.904252290725708] Updated in round 34! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.0843825340270996] Updated in round 35! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.0898659229278564] Updated in round 36! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.1001226902008057] Updated in round 37! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.106330394744873] Updated in round 38! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.1143131256103516] Updated in round 39! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.120187520980835] Updated in round 40! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.128056526184082] Updated in round 41! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.1339235305786133] Updated in round 42! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.1402862071990967] Updated in round 43! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.1457765102386475] Updated in round 44! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.1514267921447754] Updated in round 45! max:(0.8378378378378378, 'c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.158428430557251] Updated in round 46! max:(0.8648648648648649, 'C=Cc1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.5347063541412354] Updated in round 47! max:(0.8648648648648649, 'C=Cc1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc2c1'), min:(-99999, '')
[1.542633056640625] Updated in round 48! max:(0.918918918918919, 'c1ccc2c(c1)ccc1cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc12'), min:(-99999, '')
[2.0947177410125732] Updated in round 49! max:(0.918918918918919, 'c1ccc2c(c1)ccc1cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc12'), min:(-99999, '')
[2.100983142852783] Updated in round 50! max:(0.918918918918919, 'c1ccc2c(c1)ccc1cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc12'), min:(-99999, '')
[2.1064229011535645] Updated in round 51! max:(0.918918918918919, 'c1ccc2c(c1)ccc1cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc12'), min:(-99999, '')
[2.1120123863220215] Updated in round 52! max:(0.918918918918919, 'c1ccc2c(c1)ccc1cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc65)cc43)cc12'), min:(-99999, '')
[2.133455753326416] Updated in round 53! max:(0.9459459459459459, 'c1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[3.364170789718628] Updated in round 54! max:(0.9459459459459459, 'c1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[3.4005801677703857] Updated in round 55! max:(0.9459459459459459, 'c1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[3.44547176361084] Updated in round 56! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[4.723620653152466] Updated in round 57! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[4.748242616653442] Updated in round 58! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[4.779109477996826] Updated in round 59! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[4.801056146621704] Updated in round 60! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[4.862025022506714] Updated in round 61! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[4.889141321182251] Updated in round 62! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[4.915379285812378] Updated in round 63! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[4.937377691268921] Updated in round 64! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[4.9597718715667725] Updated in round 65! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.011943340301514] Updated in round 66! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.028072834014893] Updated in round 67! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.044948577880859] Updated in round 68! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.0743629932403564] Updated in round 69! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.098705053329468] Updated in round 70! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.1343958377838135] Updated in round 71! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.165381908416748] Updated in round 72! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.1989381313323975] Updated in round 73! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.254763126373291] Updated in round 74! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.300010442733765] Updated in round 75! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
[5.325895309448242] Updated in round 76! max:(0.972972972972973, 'C=Cc1cc2c3ccc4cc5c(ccc6cc7c(ccc8cc9c(ccc%10cc%11c(ccc%12cc(ccc%12%11)c1c3)cc%109)cc87)cc65)cc42'), min:(-99999, '')
