[4.9591064453125e-05]Start running EvoMol from [H][H]...
[0.0006995201110839844] Updated in round 1! max:(0.18181818181818182, 'c1ccccc1'), min:(-99999, '')
[0.0054454803466796875] Updated in round 2! max:(0.36363636363636365, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.01595020294189453] Updated in round 3! max:(0.5454545454545454, 'c1ccc(-c2ccccc2-c2ccccc2)cc1'), min:(-99999, '')
[0.03584885597229004] Updated in round 4! max:(0.5909090909090909, 'C=Cc1cccc(-c2ccccc2-c2ccccc2)c1'), min:(-99999, '')
[0.061228036880493164] Updated in round 5! max:(0.6818181818181818, 'C=Cc1ccc2ccc3cccc(-c4ccccc4)c3c2c1'), min:(-99999, '')
[0.09061026573181152] Updated in round 6! max:(0.6818181818181818, 'C=Cc1ccc2ccc3cccc(-c4ccccc4)c3c2c1'), min:(-99999, '')
[0.09354209899902344] Updated in round 7! max:(0.6818181818181818, 'C=Cc1ccc2ccc3cccc(-c4ccccc4)c3c2c1'), min:(-99999, '')
[0.0966951847076416] Updated in round 8! max:(0.6818181818181818, 'C=Cc1ccc2ccc3cccc(-c4ccccc4)c3c2c1'), min:(-99999, '')
[0.10025811195373535] Updated in round 9! max:(0.7272727272727273, 'C=Cc1cccc(-c2cccc3ccc4ccc(C=C)cc4c23)c1'), min:(-99999, '')
[0.1339411735534668] Updated in round 10! max:(0.7272727272727273, 'C=Cc1cccc(-c2cccc3ccc4ccc(C=C)cc4c23)c1'), min:(-99999, '')
[0.1377408504486084] Updated in round 11! max:(0.7727272727272727, 'C=Cc1cccc(-c2cccc3ccc4ccc(C=C)c(C=C)c4c23)c1'), min:(-99999, '')
[0.17479395866394043] Updated in round 12! max:(0.7727272727272727, 'C=Cc1cccc(-c2cccc3ccc4ccc(C=C)c(C=C)c4c23)c1'), min:(-99999, '')
[0.17821860313415527] Updated in round 13! max:(0.8636363636363636, 'C=Cc1ccc2ccc3ccc4ccc5ccc(C=C)c(C=C)c5c4c3c2c1'), min:(-99999, '')
[0.2225632667541504] Updated in round 14! max:(0.8636363636363636, 'C=Cc1ccc2ccc3ccc4ccc5ccc(C=C)c(C=C)c5c4c3c2c1'), min:(-99999, '')
[0.22611355781555176] Updated in round 15! max:(0.9090909090909091, 'C=Cc1ccc2ccc3ccc4ccc5ccc6ccccc6c5c4c3c2c1'), min:(-99999, '')
[0.27283549308776855] Updated in round 16! max:(0.9090909090909091, 'C=Cc1ccc2ccc3ccc4ccc5ccc6ccccc6c5c4c3c2c1'), min:(-99999, '')
[0.2761416435241699] Updated in round 17! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.32727670669555664] Updated in round 18! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.330397367477417] Updated in round 19! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.33426713943481445] Updated in round 20! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.33798837661743164] Updated in round 21! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.3416266441345215] Updated in round 22! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.3448481559753418] Updated in round 23! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.34809017181396484] Updated in round 24! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.3513450622558594] Updated in round 25! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.35521984100341797] Updated in round 26! max:(0.9545454545454546, 'c1cc2ccc3ccc4ccc5ccc6ccc7ccc1cc7c6c5c4c3c2'), min:(-99999, '')
[0.3560504913330078] Reproduced in round 27!!
