[9.989738464355469e-05]Start running EvoMol from [H][H]...
[0.002196788787841797] Updated in round 1! max:(0.006622516556291391, 'C=C'), min:(-99999, '')
[0.0036008358001708984] Updated in round 2! max:(0.013245033112582781, 'C=CC=C'), min:(-99999, '')
[0.007762432098388672] Updated in round 3! max:(0.019867549668874173, 'C=CC=CC=C'), min:(-99999, '')
[0.012630701065063477] Updated in round 4! max:(0.026490066225165563, 'c1ccccc1'), min:(-99999, '')
[0.022500991821289062] Updated in round 5! max:(0.033112582781456956, 'C=c1ccc(=C)cc1'), min:(-99999, '')
[0.033957481384277344] Updated in round 6! max:(0.039735099337748346, 'C=Cc1cc(=C)ccc1=C'), min:(-99999, '')
[0.04428505897521973] Updated in round 7! max:(0.046357615894039736, 'C=CC=c1ccc(=C)cc1C=C'), min:(-99999, '')
[0.05361223220825195] Updated in round 8! max:(0.052980132450331126, 'C=CC(C=C)=c1ccc(=C)cc1C=C'), min:(-99999, '')
[0.06598806381225586] Updated in round 9! max:(0.052980132450331126, 'C=CC(C=C)=c1ccc(=C)cc1C=C'), min:(-99999, '')
[0.07151246070861816] Updated in round 10! max:(0.059602649006622516, 'C=CC(C=C)=c1cc(C=C)c(=C)cc1C=C'), min:(-99999, '')
[0.08484077453613281] Updated in round 11! max:(0.06622516556291391, 'C=Cc1cc2c(C=C)c(=C)ccc2cc1=C'), min:(-99999, '')
[0.0993337631225586] Updated in round 12! max:(0.06622516556291391, 'C=Cc1cc2c(C=C)c(=C)ccc2cc1=C'), min:(-99999, '')
[0.10596680641174316] Updated in round 13! max:(0.0728476821192053, 'C=CC=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.1255629062652588] Updated in round 14! max:(0.0728476821192053, 'C=CC=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.13495922088623047] Updated in round 15! max:(0.07947019867549669, 'C=CC=CC=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.15842151641845703] Updated in round 16! max:(0.07947019867549669, 'C=CC=CC=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.16791749000549316] Updated in round 17! max:(0.08609271523178808, 'C=CC=CC(C=C)=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.19318890571594238] Updated in round 18! max:(0.08609271523178808, 'C=CC=CC(C=C)=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.19904541969299316] Updated in round 19! max:(0.08609271523178808, 'C=CC=CC(C=C)=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.2066051959991455] Updated in round 20! max:(0.08609271523178808, 'C=CC=CC(C=C)=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.21182632446289062] Updated in round 21! max:(0.08609271523178808, 'C=CC=CC(C=C)=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.22043561935424805] Updated in round 22! max:(0.08609271523178808, 'C=CC=CC(C=C)=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.22873926162719727] Updated in round 23! max:(0.08609271523178808, 'C=CC=CC(C=C)=Cc1c(=C)ccc2cc(=C)c(C=C)cc12'), min:(-99999, '')
[0.23978924751281738] Updated in round 24! max:(0.09271523178807947, 'C=Cc1cc2c(C=c3ccc(=C)cc3)c(=C)ccc2cc1=C'), min:(-99999, '')
[0.2707397937774658] Updated in round 25! max:(0.09933774834437085, 'C=CC=c1cc2ccc(=C)c(C=c3ccc(=C)cc3)c2cc1C=C'), min:(-99999, '')
