[4.601478576660156e-05]Start running EvoMol from [H][H]...
[0.0003972053527832031] Updated in round 1! max:(0.06666666666666667, 'C=C'), min:(-99999, '')
[0.00091552734375] Updated in round 2! max:(0.13333333333333333, 'C=CC=C'), min:(-99999, '')
[0.00235748291015625] Updated in round 3! max:(0.2, 'C=CC=CC=C'), min:(-99999, '')
[0.0040624141693115234] Updated in round 4! max:(0.26666666666666666, 'c1ccccc1'), min:(-99999, '')
[0.007613658905029297] Updated in round 5! max:(0.3333333333333333, 'C=c1ccccc1=C'), min:(-99999, '')
[0.010715007781982422] Updated in round 6! max:(0.4, 'C=Cc1cccc(=C)c1=C'), min:(-99999, '')
[0.014484405517578125] Updated in round 7! max:(0.4666666666666667, 'C=Cc1ccc(=C)c(=C)c1C=C'), min:(-99999, '')
[0.01877570152282715] Updated in round 8! max:(0.4666666666666667, 'C=Cc1ccc(=C)c(=C)c1C=C'), min:(-99999, '')
[0.020587682723999023] Updated in round 9! max:(0.5333333333333333, 'C=Cc1cc(=C)c(=C)c(C=C)c1C=C'), min:(-99999, '')
[0.02703094482421875] Updated in round 10! max:(0.6, 'C=Cc1cc(=C)c(=C)c2ccccc12'), min:(-99999, '')
[0.03326606750488281] Updated in round 11! max:(0.6666666666666666, 'C=Cc1c(C=C)c2ccccc2c(=C)c1=C'), min:(-99999, '')
[0.04079294204711914] Updated in round 12! max:(0.7333333333333333, 'C=Cc1c(C=C)c2cccc(C=C)c2c(=C)c1=C'), min:(-99999, '')
[0.04965996742248535] Updated in round 13! max:(0.7333333333333333, 'C=Cc1c(C=C)c2cccc(C=C)c2c(=C)c1=C'), min:(-99999, '')
[0.05150890350341797] Updated in round 14! max:(0.8, 'C=CC=c1c(C=C)c(C=C)c2cccc(C=C)c2c1=C'), min:(-99999, '')
[0.06399106979370117] Updated in round 15! max:(0.8666666666666667, 'C=CC=c1c(C=C)c(C=C)c2cccc3cccc1c32'), min:(-99999, '')
[0.07721853256225586] Updated in round 16! max:(0.9333333333333333, 'C=CC=c1c2ccccc2c2cccc3cccc1c32'), min:(-99999, '')
[0.09131884574890137] Updated in round 17! max:(0.9333333333333333, 'C=CC=c1c2ccccc2c2cccc3cccc1c32'), min:(-99999, '')
[0.09296631813049316] Updated in round 18! max:(0.9333333333333333, 'C=CC=c1c2ccccc2c2cccc3cccc1c32'), min:(-99999, '')
[0.09476137161254883] Updated in round 19! max:(0.9333333333333333, 'C=CC=c1c2ccccc2c2cccc3cccc1c32'), min:(-99999, '')
[0.09661340713500977] Updated in round 20! max:(0.9333333333333333, 'C=CC=c1c2ccccc2c2cccc3cccc1c32'), min:(-99999, '')
[0.09835314750671387] Updated in round 21! max:(0.9333333333333333, 'C=CC=c1c2ccccc2c2cccc3cccc1c32'), min:(-99999, '')
[0.10003876686096191] Updated in round 22! max:(0.9333333333333333, 'C=CC=c1c2ccccc2c2cccc3cccc1c32'), min:(-99999, '')
[0.10181617736816406] Updated in round 23! max:(0.9333333333333333, 'C=CC=c1c2ccccc2c2cccc3cccc1c32'), min:(-99999, '')
[0.10350370407104492] Updated in round 24! max:(0.9333333333333333, 'C=CC=c1c2ccccc2c2cccc3cccc1c32'), min:(-99999, '')
[0.10439038276672363] Reproduced in round 25!!
