[7.43865966796875e-05]Start running EvoMol from [H][H]...
[0.004978179931640625] Updated in round 1! max:(0.08163265306122448, 'c1ccccc1'), min:(-99999, '')
[0.010766744613647461] Updated in round 2! max:(0.16326530612244897, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.023394107818603516] Updated in round 3! max:(0.22448979591836735, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.04046344757080078] Updated in round 4! max:(0.24489795918367346, 'C=Cc1cccc2cccc(-c3ccccc3)c12'), min:(-99999, '')
[0.0624232292175293] Updated in round 5! max:(0.2653061224489796, 'C=Cc1ccc2cccc(C=C)c2c1-c1ccccc1'), min:(-99999, '')
[0.08760905265808105] Updated in round 6! max:(0.30612244897959184, 'C=Cc1ccc2ccc3ccccc3c2c1-c1ccccc1'), min:(-99999, '')
[0.12022137641906738] Updated in round 7! max:(0.3877551020408163, 'C=Cc1ccc2ccc3ccccc3c2c1-c1ccccc1-c1ccccc1'), min:(-99999, '')
[0.1724262237548828] Updated in round 8! max:(0.3877551020408163, 'C=Cc1ccc2ccc3ccccc3c2c1-c1ccccc1-c1ccccc1'), min:(-99999, '')
[0.17729640007019043] Updated in round 9! max:(0.3877551020408163, 'C=Cc1ccc2ccc3ccccc3c2c1-c1ccccc1-c1ccccc1'), min:(-99999, '')
[0.18182754516601562] Updated in round 10! max:(0.3877551020408163, 'C=Cc1ccc2ccc3ccccc3c2c1-c1ccccc1-c1ccccc1'), min:(-99999, '')
[0.18628787994384766] Updated in round 11! max:(0.3877551020408163, 'C=Cc1ccc2ccc3ccccc3c2c1-c1ccccc1-c1ccccc1'), min:(-99999, '')
[0.19138121604919434] Updated in round 12! max:(0.40816326530612246, 'C=Cc1ccccc1-c1ccccc1-c1c(C=C)ccc2ccc3ccccc3c12'), min:(-99999, '')
[0.25031495094299316] Updated in round 13! max:(0.40816326530612246, 'C=Cc1ccccc1-c1ccccc1-c1c(C=C)ccc2ccc3ccccc3c12'), min:(-99999, '')
[0.25726866722106934] Updated in round 14! max:(0.40816326530612246, 'C=Cc1ccccc1-c1ccccc1-c1c(C=C)ccc2ccc3ccccc3c12'), min:(-99999, '')
[0.2620096206665039] Updated in round 15! max:(0.42857142857142855, 'C=Cc1ccccc1-c1cccc2ccc3ccc4ccc5ccccc5c4c3c12'), min:(-99999, '')
[0.3256239891052246] Updated in round 16! max:(0.5102040816326531, 'C=Cc1ccccc1-c1cccc2ccc3ccc4ccc5cccc(-c6ccccc6)c5c4c3c12'), min:(-99999, '')
[0.4314894676208496] Updated in round 17! max:(0.5510204081632653, 'c1ccc(-c2cccc3ccc4ccc5ccc6cccc(-c7cccc8ccccc78)c6c5c4c23)cc1'), min:(-99999, '')
[0.5407114028930664] Updated in round 18! max:(0.5510204081632653, 'c1ccc(-c2cccc3ccc4ccc5ccc6cccc(-c7cccc8ccccc78)c6c5c4c23)cc1'), min:(-99999, '')
[0.5582425594329834] Updated in round 19! max:(0.5510204081632653, 'c1ccc(-c2cccc3ccc4ccc5ccc6cccc(-c7cccc8ccccc78)c6c5c4c23)cc1'), min:(-99999, '')
[0.5684616565704346] Updated in round 20! max:(0.5510204081632653, 'c1ccc(-c2cccc3ccc4ccc5ccc6cccc(-c7cccc8ccccc78)c6c5c4c23)cc1'), min:(-99999, '')
[0.5842728614807129] Updated in round 21! max:(0.5510204081632653, 'c1ccc(-c2cccc3ccc4ccc5ccc6cccc(-c7cccc8ccccc78)c6c5c4c23)cc1'), min:(-99999, '')
[0.5932953357696533] Updated in round 22! max:(0.5510204081632653, 'c1ccc(-c2cccc3ccc4ccc5ccc6cccc(-c7cccc8ccccc78)c6c5c4c23)cc1'), min:(-99999, '')
