[8.702278137207031e-05]Start running EvoMol from [H][H]...
[0.026186466217041016] Updated in round 1! max:(0.01639344262295082, 'C=C'), min:(-99999, '')
[0.02694845199584961] Updated in round 2! max:(0.03278688524590164, 'C=CC=C'), min:(-99999, '')
[0.02882838249206543] Updated in round 3! max:(0.04918032786885246, 'C=CC=CC=C'), min:(-99999, '')
[0.03179144859313965] Updated in round 4! max:(0.06557377049180328, 'c1ccccc1'), min:(-99999, '')
[0.037526845932006836] Updated in round 5! max:(0.08196721311475409, 'C=Cc1ccccc1'), min:(-99999, '')
[0.04358983039855957] Updated in round 6! max:(0.09836065573770492, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.051915884017944336] Updated in round 7! max:(0.11475409836065574, 'C=Cc1ccc(C=C)c(C=C)c1'), min:(-99999, '')
[0.06180977821350098] Updated in round 8! max:(0.13114754098360656, 'C=Cc1ccc2c(c1)C(=C)C=C2'), min:(-99999, '')
[0.07424449920654297] Updated in round 9! max:(0.14754098360655737, 'C=Cc1cc2c(cc1C=C)C(=C)C=C2'), min:(-99999, '')
[0.0887293815612793] Updated in round 10! max:(0.14754098360655737, 'C=Cc1cc2c(cc1C=C)C(=C)C=C2'), min:(-99999, '')
[0.09553360939025879] Updated in round 11! max:(0.16393442622950818, 'C=CC=Cc1cc2c(cc1C=C)C(=C)C=C2'), min:(-99999, '')
[0.12515687942504883] Updated in round 12! max:(0.18032786885245902, 'C=Cc1cc2c(c3c1C=CC3=C)C=CC2=C'), min:(-99999, '')
[0.14304494857788086] Updated in round 13! max:(0.19672131147540983, 'C=CC(=C)c1cc2c(c3c1C=CC3=C)C=CC2=C'), min:(-99999, '')
[0.1619570255279541] Updated in round 14! max:(0.21311475409836064, 'C=CC=C(C=C)c1cc2c(c3c1C=CC3=C)C=CC2=C'), min:(-99999, '')
[0.23015069961547852] Updated in round 15! max:(0.22950819672131148, 'C=CC=c1ccc2cc(=C)c3c4ccc(=C)c4cc1c23'), min:(-99999, '')
[0.3390824794769287] Updated in round 16! max:(0.2459016393442623, 'C=CC(=C)C=c1ccc2cc(=C)c3c4ccc(=C)c4cc1c23'), min:(-99999, '')
[0.6642436981201172] Updated in round 17! max:(0.2459016393442623, 'C=CC(=C)C=c1ccc2cc(=C)c3c4ccc(=C)c4cc1c23'), min:(-99999, '')
[0.7855103015899658] Updated in round 18! max:(0.26229508196721313, 'C=CC(=C)C=c1ccc2c(C=C)c(=C)c3c4ccc(=C)c4cc1c23'), min:(-99999, '')
[0.8971607685089111] Updated in round 19! max:(0.2786885245901639, 'C=CC=Cc1c(=C)c2c3ccc(=C)c3cc3c(=CC(=C)C=C)ccc1c32'), min:(-99999, '')
[1.7046384811401367] Updated in round 20! max:(0.29508196721311475, 'C=CC=Cc1c(=CC=C)c2c3ccc(=C)c3cc3c(=CC(=C)C=C)ccc1c32'), min:(-99999, '')
[2.7867345809936523] Updated in round 21! max:(0.3114754098360656, 'C=CC=Cc1c(=CC=C)c2c3ccc(=C)c3c(C=C)c3c(=CC(=C)C=C)ccc1c32'), min:(-99999, '')
[4.735064268112183] Updated in round 22! max:(0.3114754098360656, 'C=CC=Cc1c(=CC=C)c2c3ccc(=C)c3c(C=C)c3c(=CC(=C)C=C)ccc1c32'), min:(-99999, '')
[6.785773992538452] Updated in round 23! max:(0.3114754098360656, 'C=CC=Cc1c(=CC=C)c2c3ccc(=C)c3c(C=C)c3c(=CC(=C)C=C)ccc1c32'), min:(-99999, '')
[7.3082499504089355] Updated in round 24! max:(0.32786885245901637, 'C=CC=Cc1c(=CC=C)c2c3ccc(=C)c3c3ccccc(=C)cc4ccc1c2c43'), min:(-99999, '')
[7.680584669113159] Updated in round 25! max:(0.32786885245901637, 'C=CC=Cc1c(=CC=C)c2c3ccc(=C)c3c3ccccc(=C)cc4ccc1c2c43'), min:(-99999, '')
[10.24620246887207] Updated in round 26! max:(0.3442622950819672, 'C=CC=Cc1c(=CC=C)c2c3ccc(=C)c3c3cccc(C=C)c(=C)cc4ccc1c2c43'), min:(-99999, '')
[13.776473045349121] Updated in round 27! max:(0.36065573770491804, 'C=CC=Cc1c(=CC=C)c2c3c(C=C)cc(=C)c3c3cccc(C=C)c(=C)cc4ccc1c2c43'), min:(-99999, '')
[41.31634521484375] Updated in round 28! max:(0.36065573770491804, 'C=CC=Cc1c(=CC=C)c2c3c(C=C)cc(=C)c3c3cccc(C=C)c(=C)cc4ccc1c2c43'), min:(-99999, '')
[56.38767409324646] Updated in round 29! max:(0.36065573770491804, 'C=CC=Cc1c(=CC=C)c2c3c(C=C)cc(=C)c3c3cccc(C=C)c(=C)cc4ccc1c2c43'), min:(-99999, '')
[60.652390003204346] Updated in round 30! max:(0.36065573770491804, 'C=CC=Cc1c(=CC=C)c2c3c(C=C)cc(=C)c3c3cccc(C=C)c(=C)cc4ccc1c2c43'), min:(-99999, '')
[61.30544567108154] Updated in round 31! max:(0.36065573770491804, 'C=CC=Cc1c(=CC=C)c2c3c(C=C)cc(=C)c3c3cccc(C=C)c(=C)cc4ccc1c2c43'), min:(-99999, '')
[62.03509974479675] Updated in round 32! max:(0.3770491803278688, 'C=Cc1cccc2c3c(=C)cc(C=C)c3c3c4cc(=C)c(C=C)cc4c4ccc(cc1=C)c2c43'), min:(-99999, '')
[62.38040804862976] Updated in round 33! max:(0.3770491803278688, 'C=Cc1cccc2c3c(=C)cc(C=C)c3c3c4cc(=C)c(C=C)cc4c4ccc(cc1=C)c2c43'), min:(-99999, '')
[65.57367300987244] Updated in round 34! max:(0.39344262295081966, 'C=Cc1cccc2c3c(=C)cc4c(=C)c5c(=C)c(C=C)cc6c7ccc(cc1=C)c2c7c(c56)c43'), min:(-99999, '')
[87.0116400718689] Updated in round 35! max:(0.4098360655737705, 'C=Cc1cccc2c3c(=C)cc4c(=C)c5c(=C)c(C=C)cc6c7cc(C=C)c(cc1=C)c2c7c(c56)c43'), min:(-99999, '')
[103.39899373054504] Updated in round 36! max:(0.4098360655737705, 'C=Cc1cccc2c3c(=C)cc4c(=C)c5c(=C)c(C=C)cc6c7cc(C=C)c(cc1=C)c2c7c(c56)c43'), min:(-99999, '')
[115.67069554328918] Updated in round 37! max:(0.4098360655737705, 'C=Cc1cccc2c3c(=C)cc4c(=C)c5c(=C)c(C=C)cc6c7cc(C=C)c(cc1=C)c2c7c(c56)c43'), min:(-99999, '')
[136.9457037448883] Updated in round 38! max:(0.4098360655737705, 'C=Cc1cccc2c3c(=C)cc4c(=C)c5c(=C)c(C=C)cc6c7cc(C=C)c(cc1=C)c2c7c(c56)c43'), min:(-99999, '')
[164.1272804737091] Updated in round 39! max:(0.4262295081967213, 'C=Cc1cccc2c3c(=C)cc4c(=C)c5c(=C)c(C=C)cc6c7c(C=C)c(C=C)c(cc1=C)c2c7c(c56)c43'), min:(-99999, '')
[183.52380275726318] Updated in round 40! max:(0.4262295081967213, 'C=Cc1cccc2c3c(=C)cc4c(=C)c5c(=C)c(C=C)cc6c7c(C=C)c(C=C)c(cc1=C)c2c7c(c56)c43'), min:(-99999, '')
[204.59028792381287] Updated in round 41! max:(0.4426229508196721, 'C=Cc1cccc2c3c(=C)c(C=C)c4c(=C)c5c(=C)c(C=C)cc6c7c(C=C)c(C=C)c(cc1=C)c2c7c(c56)c43'), min:(-99999, '')
[260.06056451797485] Updated in round 42! max:(0.45901639344262296, 'C=Cc1cccc2c3c(=C)c(C=C)c4c(=C)c5c(=C)c(C=C)cc6c5c(c43)c3c2c(cc1=C)c1ccc(=C)c1c63'), min:(-99999, '')
[263.2182192802429] Updated in round 43! max:(0.45901639344262296, 'C=Cc1cccc2c3c(=C)c(C=C)c4c(=C)c5c(=C)c(C=C)cc6c5c(c43)c3c2c(cc1=C)c1ccc(=C)c1c63'), min:(-99999, '')
[263.78998136520386] Updated in round 44! max:(0.47540983606557374, 'C=Cc1cccc2c3c(=C)c(C=C)c4c(=C)c5c(=C)c(C=C)c6cc7ccc8c(cc1=C)c2c1c(c78)c6c5c1c43'), min:(-99999, '')
[276.2744598388672] Updated in round 45! max:(0.4918032786885246, 'C=Cc1cccc2c3c(=C)c(C=C)c4c(=C)c5c(=C)c6ccc7c8ccc9c(cc1=C)c2c1c(c43)c5c(c67)c1c89'), min:(-99999, '')
[289.83952379226685] Updated in round 46! max:(0.4918032786885246, 'C=Cc1cccc2c3c(=C)c(C=C)c4c(=C)c5c(=C)c6ccc7c8ccc9c(cc1=C)c2c1c(c43)c5c(c67)c1c89'), min:(-99999, '')
[330.412326335907] Updated in round 47! max:(0.5081967213114754, 'C=Cc1c(=C)c2c3cccc4cccc4cc4c5ccc6c7ccc8c(=C)c9c(=C)c1c2c1c9c(c87)c(c65)c1c43'), min:(-99999, '')
[348.79548144340515] Updated in round 48! max:(0.5081967213114754, 'C=Cc1c(=C)c2c3cccc4cccc4cc4c5ccc6c7ccc8c(=C)c9c(=C)c1c2c1c9c(c87)c(c65)c1c43'), min:(-99999, '')
[353.0877275466919] Updated in round 49! max:(0.5081967213114754, 'C=Cc1c(=C)c2c3cccc4cccc4cc4c5ccc6c7ccc8c(=C)c9c(=C)c1c2c1c9c(c87)c(c65)c1c43'), min:(-99999, '')
[365.1372449398041] Updated in round 50! max:(0.5081967213114754, 'C=Cc1c(=C)c2c3cccc4cccc4cc4c5ccc6c7ccc8c(=C)c9c(=C)c1c2c1c9c(c87)c(c65)c1c43'), min:(-99999, '')
[367.78963470458984] Updated in round 51! max:(0.5245901639344263, 'C=CC=c1c2c(C=C)c(=C)c3c4cccc5cccc5cc5c6ccc7c8ccc9c(=C)c1c1c(c98)c(c76)c(c54)c1c23'), min:(-99999, '')
[379.36518001556396] Updated in round 52! max:(0.5409836065573771, 'C=CC=c1c2c(C=C)c(=C)c3c4cccc5c(C=C)ccc5cc5c6ccc7c8ccc9c(=C)c1c1c(c98)c(c76)c(c54)c1c23'), min:(-99999, '')
