[5.793571472167969e-05]Start running EvoMol from [H][H]...
[0.0006806850433349609] Updated in round 1! max:(0.02702702702702703, 'C=C'), min:(-99999, '')
[0.0014071464538574219] Updated in round 2! max:(0.05405405405405406, 'C=CC=C'), min:(-99999, '')
[0.0035026073455810547] Updated in round 3! max:(0.08108108108108109, 'C=CC=CC=C'), min:(-99999, '')
[0.00671696662902832] Updated in round 4! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.011310815811157227] Updated in round 5! max:(0.13513513513513514, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01538538932800293] Updated in round 6! max:(0.16216216216216217, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.020330190658569336] Updated in round 7! max:(0.1891891891891892, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.025416851043701172] Updated in round 8! max:(0.21621621621621623, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.031443119049072266] Updated in round 9! max:(0.21621621621621623, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.03550863265991211] Updated in round 10! max:(0.24324324324324326, 'C=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.045176029205322266] Updated in round 11! max:(0.2702702702702703, 'C=CC=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.05796504020690918] Updated in round 12! max:(0.2972972972972973, 'C=CC=Cc1c(C=C)ccc2cccc(C=C)c12'), min:(-99999, '')
[0.07258868217468262] Updated in round 13! max:(0.2972972972972973, 'C=CC=Cc1c(C=C)ccc2cccc(C=C)c12'), min:(-99999, '')
[0.07854270935058594] Updated in round 14! max:(0.32432432432432434, 'C=Cc1cccc2ccc3c(=C)c(=C)ccc3c12'), min:(-99999, '')
[0.09086441993713379] Updated in round 15! max:(0.32432432432432434, 'C=Cc1cccc2ccc3c(=C)c(=C)ccc3c12'), min:(-99999, '')
[0.09438061714172363] Updated in round 16! max:(0.35135135135135137, 'C=CC=c1c(=C)ccc2c1ccc1cccc(C=C)c12'), min:(-99999, '')
[0.1113734245300293] Updated in round 17! max:(0.3783783783783784, 'C=CC=c1c(=C)ccc2c1ccc1ccc(C=C)c(C=C)c12'), min:(-99999, '')
[0.13105201721191406] Updated in round 18! max:(0.40540540540540543, 'C=CC=c1c(=C)ccc2c1ccc1ccc3ccccc3c12'), min:(-99999, '')
[0.15120530128479004] Updated in round 19! max:(0.43243243243243246, 'c1ccc2c(c1)ccc1c2ccc2ccc3ccccc3c21'), min:(-99999, '')
[0.17071199417114258] Updated in round 20! max:(0.4594594594594595, 'C=Cc1cccc2ccc3ccc4c5ccccc5ccc4c3c12'), min:(-99999, '')
[0.19582223892211914] Updated in round 21! max:(0.4594594594594595, 'C=Cc1cccc2ccc3ccc4c5ccccc5ccc4c3c12'), min:(-99999, '')
[0.20116639137268066] Updated in round 22! max:(0.4594594594594595, 'C=Cc1cccc2ccc3ccc4c5ccccc5ccc4c3c12'), min:(-99999, '')
[0.20702266693115234] Updated in round 23! max:(0.4594594594594595, 'C=Cc1cccc2ccc3ccc4c5ccccc5ccc4c3c12'), min:(-99999, '')
[0.21381092071533203] Updated in round 24! max:(0.4864864864864865, 'C=Cc1ccc2ccc3c(ccc4ccc5cccc(C=C)c5c43)c2c1'), min:(-99999, '')
[0.24890565872192383] Updated in round 25! max:(0.5135135135135135, 'C=CC(=C)c1cccc2ccc3ccc4c5cc(C=C)ccc5ccc4c3c12'), min:(-99999, '')
[0.29088568687438965] Updated in round 26! max:(0.5405405405405406, 'C=CC=Cc1ccc2ccc3c(ccc4ccc5cccc(C(=C)C=C)c5c43)c2c1'), min:(-99999, '')
[0.34145617485046387] Updated in round 27! max:(0.5405405405405406, 'C=CC=Cc1ccc2ccc3c(ccc4ccc5cccc(C(=C)C=C)c5c43)c2c1'), min:(-99999, '')
[0.3531196117401123] Updated in round 28! max:(0.5405405405405406, 'C=CC=Cc1ccc2ccc3c(ccc4ccc5cccc(C(=C)C=C)c5c43)c2c1'), min:(-99999, '')
[0.3663005828857422] Updated in round 29! max:(0.5675675675675675, 'C=CC=Cc1ccc2ccc3c(ccc4ccc5cccc(C(=C)C(=C)C=C)c5c43)c2c1'), min:(-99999, '')
[0.4240896701812744] Updated in round 30! max:(0.5675675675675675, 'C=CC=Cc1ccc2ccc3c(ccc4ccc5cccc(C(=C)C(=C)C=C)c5c43)c2c1'), min:(-99999, '')
[0.4414858818054199] Updated in round 31! max:(0.5945945945945946, 'C=CC=Cc1ccc2ccc3c(ccc4ccc5cccc(C(=C)C(C=C)=CC=C)c5c43)c2c1'), min:(-99999, '')
