[4.363059997558594e-05]Start running EvoMol from [H][H]...
[0.00037217140197753906] Updated in round 1! max:(0.0625, 'C=C'), min:(-99999, '')
[0.0008969306945800781] Updated in round 2! max:(0.125, 'C=CC=C'), min:(-99999, '')
[0.002404928207397461] Updated in round 3! max:(0.1875, 'C=CC=CC=C'), min:(-99999, '')
[0.004579305648803711] Updated in round 4! max:(0.25, 'c1ccccc1'), min:(-99999, '')
[0.00823521614074707] Updated in round 5! max:(0.3125, 'C=Cc1ccccc1'), min:(-99999, '')
[0.011345148086547852] Updated in round 6! max:(0.375, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.015423297882080078] Updated in round 7! max:(0.4375, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.019418954849243164] Updated in round 8! max:(0.5, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.024483203887939453] Updated in round 9! max:(0.5, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.026288509368896484] Updated in round 10! max:(0.5625, 'C=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.03316831588745117] Updated in round 11! max:(0.625, 'C=CC=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.0428469181060791] Updated in round 12! max:(0.6875, 'C=CC=Cc1c(C=C)ccc2cccc(C=C)c12'), min:(-99999, '')
[0.05443596839904785] Updated in round 13! max:(0.6875, 'C=CC=Cc1c(C=C)ccc2cccc(C=C)c12'), min:(-99999, '')
[0.05636334419250488] Updated in round 14! max:(0.6875, 'C=CC=Cc1c(C=C)ccc2cccc(C=C)c12'), min:(-99999, '')
[0.05842947959899902] Updated in round 15! max:(0.75, 'C=Cc1ccc2ccc3cccc(C=C)c3c2c1'), min:(-99999, '')
[0.0699467658996582] Updated in round 16! max:(0.8125, 'C=CC=Cc1cccc2ccc3ccc(C=C)cc3c12'), min:(-99999, '')
[0.08521246910095215] Updated in round 17! max:(0.875, 'C=CC=C1c2cccc3ccc4ccc(C=C)c1c4c23'), min:(-99999, '')
[0.09841084480285645] Updated in round 18! max:(0.875, 'C=CC=C1c2cccc3ccc4ccc(C=C)c1c4c23'), min:(-99999, '')
[0.10045814514160156] Updated in round 19! max:(0.875, 'C=CC=C1c2cccc3ccc4ccc(C=C)c1c4c23'), min:(-99999, '')
[0.10255765914916992] Updated in round 20! max:(0.875, 'C=CC=C1c2cccc3ccc4ccc(C=C)c1c4c23'), min:(-99999, '')
[0.10453128814697266] Updated in round 21! max:(0.875, 'C=CC=C1c2cccc3ccc4ccc(C=C)c1c4c23'), min:(-99999, '')
[0.10652875900268555] Updated in round 22! max:(0.875, 'C=CC=C1c2cccc3ccc4ccc(C=C)c1c4c23'), min:(-99999, '')
[0.10833621025085449] Updated in round 23! max:(0.875, 'C=CC=C1c2cccc3ccc4ccc(C=C)c1c4c23'), min:(-99999, '')
[0.11044716835021973] Updated in round 24! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.12295341491699219] Reproduced in round 25!!
