[6.985664367675781e-05]Start running EvoMol from [H][H]...
[0.0014100074768066406] Updated in round 1! max:(0.1, 'c1ccccc1'), min:(-99999, '')
[0.00811624526977539] Updated in round 2! max:(0.125, 'C#Cc1ccccc1'), min:(-99999, '')
[0.01548457145690918] Updated in round 3! max:(0.15, 'C#Cc1ccc(C#C)cc1'), min:(-99999, '')
[0.022707700729370117] Updated in round 4! max:(0.175, 'C#Cc1ccc(C#C)c(C#C)c1'), min:(-99999, '')
[0.030924320220947266] Updated in round 5! max:(0.2, 'C#Cc1ccc(C#CC=C)c(C#C)c1'), min:(-99999, '')
[0.042293548583984375] Updated in round 6! max:(0.225, 'C#Cc1ccc(C#CC=C)c(C#CC=C)c1'), min:(-99999, '')
[0.053713321685791016] Updated in round 7! max:(0.25, 'C#Cc1ccc(C#CC=C)c(C#CC(=C)C=C)c1'), min:(-99999, '')
[0.06758880615234375] Updated in round 8! max:(0.275, 'C#Cc1ccc(C#CC=C)c(C#CC(=C)C=C)c1C#C'), min:(-99999, '')
[0.08338236808776855] Updated in round 9! max:(0.3, 'C#CC=C(C#Cc1c(C#CC=C)ccc(C#C)c1C#C)C=C'), min:(-99999, '')
[0.10048961639404297] Updated in round 10! max:(0.3, 'C#CC=C(C#Cc1c(C#CC=C)ccc(C#C)c1C#C)C=C'), min:(-99999, '')
[0.10384178161621094] Updated in round 11! max:(0.35, 'C#Cc1ccccc1C#Cc1c(C#CC=C)ccc(C#C)c1C#C'), min:(-99999, '')
[0.13255620002746582] Updated in round 12! max:(0.425, 'C#Cc1ccccc1C#Cc1c(C#Cc2ccccc2)ccc(C#C)c1C#C'), min:(-99999, '')
[0.17925810813903809] Updated in round 13! max:(0.425, 'C#Cc1ccccc1C#Cc1c(C#Cc2ccccc2)ccc(C#C)c1C#C'), min:(-99999, '')
[0.18252325057983398] Updated in round 14! max:(0.425, 'C#Cc1ccccc1C#Cc1c(C#Cc2ccccc2)ccc(C#C)c1C#C'), min:(-99999, '')
[0.18564581871032715] Updated in round 15! max:(0.45, 'C#Cc1ccccc1C#Cc1c(C#Cc2ccccc2)ccc(C#CC=C)c1C#C'), min:(-99999, '')
[0.24179339408874512] Updated in round 16! max:(0.475, 'C#Cc1ccccc1C#Cc1ccc(C#CC=C)c(C#C)c1C#Cc1ccccc1C#C'), min:(-99999, '')
