[4.3392181396484375e-05]Start running EvoMol from [H][H]...
[0.0006897449493408203] Updated in round 1! max:(0.3333333333333333, 'c1ccccc1'), min:(-99999, '')
[0.006270885467529297] Updated in round 2! max:(0.4166666666666667, 'C=Cc1ccccc1'), min:(-99999, '')
[0.013366937637329102] Updated in round 3! max:(0.5, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.021733999252319336] Updated in round 4! max:(0.5, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.02314019203186035] Updated in round 5! max:(0.5, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.024503707885742188] Updated in round 6! max:(0.5833333333333334, 'C=CC=Cc1ccccc1C=C'), min:(-99999, '')
[0.035588979721069336] Updated in round 7! max:(0.6666666666666666, 'C1=CC=Cc2ccccc2C=C1'), min:(-99999, '')
[0.04850006103515625] Updated in round 8! max:(0.6666666666666666, 'C1=CC=Cc2ccccc2C=C1'), min:(-99999, '')
[0.04999518394470215] Updated in round 9! max:(0.6666666666666666, 'C1=CC=Cc2ccccc2C=C1'), min:(-99999, '')
[0.05130362510681152] Updated in round 10! max:(0.75, 'C1=CC2=Cc3ccccc3C2=C1'), min:(-99999, '')
[0.06275749206542969] Updated in round 11! max:(0.75, 'C1=CC2=Cc3ccccc3C2=C1'), min:(-99999, '')
[0.06401348114013672] Updated in round 12! max:(0.8333333333333334, 'C=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.078277587890625] Updated in round 13! max:(0.8333333333333334, 'C=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.07989263534545898] Updated in round 14! max:(0.8333333333333334, 'C=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.0816187858581543] Updated in round 15! max:(0.9166666666666666, 'C=CC=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.09954333305358887] Updated in round 16! max:(0.9166666666666666, 'C=CC=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.10114598274230957] Updated in round 17! max:(0.9166666666666666, 'C=CC=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.10284805297851562] Updated in round 18! max:(0.9166666666666666, 'C=CC=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.10447168350219727] Updated in round 19! max:(0.9166666666666666, 'C=CC=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.10603475570678711] Updated in round 20! max:(0.9166666666666666, 'C=CC=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.10731625556945801] Updated in round 21! max:(0.9166666666666666, 'C=CC=CC1=C2C(=Cc3ccccc32)C=C1'), min:(-99999, '')
[0.10785770416259766] Reproduced in round 22!!
