[4.792213439941406e-05]Start running EvoMol from [H][H]...
[0.0004143714904785156] Updated in round 1! max:(0.06666666666666667, 'C=C'), min:(-99999, '')
[0.0009505748748779297] Updated in round 2! max:(0.13333333333333333, 'C=CC=C'), min:(-99999, '')
[0.0024204254150390625] Updated in round 3! max:(0.2, 'C=CC=CC=C'), min:(-99999, '')
[0.0045015811920166016] Updated in round 4! max:(0.26666666666666666, 'c1ccccc1'), min:(-99999, '')
[0.007907867431640625] Updated in round 5! max:(0.3333333333333333, 'C=Cc1ccccc1'), min:(-99999, '')
[0.012325286865234375] Updated in round 6! max:(0.4, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.016699790954589844] Updated in round 7! max:(0.4666666666666667, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.021661758422851562] Updated in round 8! max:(0.5333333333333333, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.027936458587646484] Updated in round 9! max:(0.5333333333333333, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.0298922061920166] Updated in round 10! max:(0.6, 'C=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.03646278381347656] Updated in round 11! max:(0.6, 'C=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.0380854606628418] Updated in round 12! max:(0.6666666666666666, 'C=CC=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.047643184661865234] Updated in round 13! max:(0.6666666666666666, 'C=CC=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.04932093620300293] Updated in round 14! max:(0.7333333333333333, 'C=Cc1cc2cccc3cccc(c1=C)c32'), min:(-99999, '')
[0.057587385177612305] Updated in round 15! max:(0.8, 'C=CC(=C)c1cc2cccc3cccc(c1=C)c32'), min:(-99999, '')
[0.06768465042114258] Updated in round 16! max:(0.8666666666666667, 'C=CC(=C)c1c(C=C)c2cccc3cccc(c1=C)c32'), min:(-99999, '')
[0.07967567443847656] Updated in round 17! max:(0.8666666666666667, 'C=CC(=C)c1c(C=C)c2cccc3cccc(c1=C)c32'), min:(-99999, '')
[0.08140277862548828] Updated in round 18! max:(0.8666666666666667, 'C=CC(=C)c1c(C=C)c2cccc3cccc(c1=C)c32'), min:(-99999, '')
[0.08330845832824707] Updated in round 19! max:(0.9333333333333333, 'C=Cc1c2cccc3cccc(c4cccc(=C)c14)c32'), min:(-99999, '')
[0.09677553176879883] Updated in round 20! max:(0.9333333333333333, 'C=Cc1c2cccc3cccc(c4cccc(=C)c14)c32'), min:(-99999, '')
[0.09860038757324219] Updated in round 21! max:(0.9333333333333333, 'C=Cc1c2cccc3cccc(c4cccc(=C)c14)c32'), min:(-99999, '')
[0.10047626495361328] Updated in round 22! max:(0.9333333333333333, 'C=Cc1c2cccc3cccc(c4cccc(=C)c14)c32'), min:(-99999, '')
[0.10231328010559082] Updated in round 23! max:(0.9333333333333333, 'C=Cc1c2cccc3cccc(c4cccc(=C)c14)c32'), min:(-99999, '')
[0.10355806350708008] Reproduced in round 24!!
