[0.011266231536865234]Start running EvoMol from [H][H]...
[0.019406795501708984] Updated in round 1! max:(0.0136986301369863, 'C=C'), min:(-99999, '')
[0.020318984985351562] Updated in round 2! max:(0.0273972602739726, 'C=CC=C'), min:(-99999, '')
[0.023415565490722656] Updated in round 3! max:(0.0410958904109589, 'C=CC=CC=C'), min:(-99999, '')
[0.028146982192993164] Updated in round 4! max:(0.0547945205479452, 'c1ccccc1'), min:(-99999, '')
[0.03315567970275879] Updated in round 5! max:(0.0684931506849315, 'C=Cc1ccccc1'), min:(-99999, '')
[0.03734636306762695] Updated in round 6! max:(0.0821917808219178, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.04291391372680664] Updated in round 7! max:(0.0958904109589041, 'C=Cc1ccc(C=C)c(C=C)c1'), min:(-99999, '')
[0.04961562156677246] Updated in round 8! max:(0.1095890410958904, 'C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.0562291145324707] Updated in round 9! max:(0.1232876712328767, 'C=Cc1ccc2cc(C=C)ccc2c1'), min:(-99999, '')
[0.06418585777282715] Updated in round 10! max:(0.1232876712328767, 'C=Cc1ccc2cc(C=C)ccc2c1'), min:(-99999, '')
[0.06907057762145996] Updated in round 11! max:(0.136986301369863, 'C=Cc1ccc2cc(C=C)c(C=C)cc2c1'), min:(-99999, '')
[0.07864952087402344] Updated in round 12! max:(0.136986301369863, 'C=Cc1ccc2cc(C=C)c(C=C)cc2c1'), min:(-99999, '')
[0.08178901672363281] Updated in round 13! max:(0.1506849315068493, 'C=Cc1cc2ccc(C=C)c(C=C)c2cc1C=C'), min:(-99999, '')
[0.09400463104248047] Updated in round 14! max:(0.1643835616438356, 'C=CC=Cc1c(C=C)ccc2cc(C=C)c(C=C)cc12'), min:(-99999, '')
[0.11068272590637207] Updated in round 15! max:(0.1643835616438356, 'C=CC=Cc1c(C=C)ccc2cc(C=C)c(C=C)cc12'), min:(-99999, '')
[0.11517453193664551] Updated in round 16! max:(0.1780821917808219, 'C=CC=Cc1c(C=C)ccc2cc(C(=C)C=C)c(C=C)cc12'), min:(-99999, '')
[0.1362919807434082] Updated in round 17! max:(0.1917808219178082, 'C=CC=CC(=C)c1cc2ccc(C=C)c(C=CC=C)c2cc1C=C'), min:(-99999, '')
[0.16355395317077637] Updated in round 18! max:(0.2054794520547945, 'C=CC=Cc1c(C=C)ccc2cc(-c3ccccc3)c(C=C)cc12'), min:(-99999, '')
[0.19068264961242676] Updated in round 19! max:(0.2054794520547945, 'C=CC=Cc1c(C=C)ccc2cc(-c3ccccc3)c(C=C)cc12'), min:(-99999, '')
[0.19424962997436523] Updated in round 20! max:(0.2054794520547945, 'C=CC=Cc1c(C=C)ccc2cc(-c3ccccc3)c(C=C)cc12'), min:(-99999, '')
[0.1979537010192871] Updated in round 21! max:(0.2054794520547945, 'C=CC=Cc1c(C=C)ccc2cc(-c3ccccc3)c(C=C)cc12'), min:(-99999, '')
[0.20395946502685547] Updated in round 22! max:(0.2191780821917808, 'C=CC=CC=Cc1c(C=C)ccc2cc(-c3ccccc3)c(C=C)cc12'), min:(-99999, '')
[0.2407550811767578] Updated in round 23! max:(0.2328767123287671, 'C=CC=CC=Cc1c(C=CC=C)ccc2cc(-c3ccccc3)c(C=C)cc12'), min:(-99999, '')
[0.28568100929260254] Updated in round 24! max:(0.2465753424657534, 'C=Cc1ccccc2ccc3cc(-c4ccccc4)c(C=C)cc3c2ccc1'), min:(-99999, '')
[0.32988929748535156] Updated in round 25! max:(0.2602739726027397, 'C=Cc1ccccc2ccc3cc(-c4ccccc4)c(C=C)cc3c2ccc1C=C'), min:(-99999, '')
[0.38028550148010254] Updated in round 26! max:(0.2602739726027397, 'C=Cc1ccccc2ccc3cc(-c4ccccc4)c(C=C)cc3c2ccc1C=C'), min:(-99999, '')
[0.38823652267456055] Updated in round 27! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.4459080696105957] Updated in round 28! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.4522690773010254] Updated in round 29! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.45932841300964355] Updated in round 30! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.4671599864959717] Updated in round 31! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.4746685028076172] Updated in round 32! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.4832303524017334] Updated in round 33! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.4894404411315918] Updated in round 34! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.4954092502593994] Updated in round 35! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.5029001235961914] Updated in round 36! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.5091140270233154] Updated in round 37! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.5167520046234131] Updated in round 38! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.5236611366271973] Updated in round 39! max:(0.273972602739726, 'C=Cc1cccc(-c2cc3ccc4ccccc(C=C)c(C=C)ccc4c3cc2C=C)c1'), min:(-99999, '')
[0.5428690910339355] Updated in round 40! max:(0.2876712328767123, 'C=Cc1ccccc2ccc3cc(-c4ccc(C=C)c(C=C)c4)c(C=C)cc3c2ccc1C=C'), min:(-99999, '')
[0.6098215579986572] Updated in round 41! max:(0.2876712328767123, 'C=Cc1ccccc2ccc3cc(-c4ccc(C=C)c(C=C)c4)c(C=C)cc3c2ccc1C=C'), min:(-99999, '')
