[5.91278076171875e-05]Start running EvoMol from [H][H]...
[0.0006449222564697266] Updated in round 1! max:(0.02702702702702703, 'C=C'), min:(-99999, '')
[0.0013766288757324219] Updated in round 2! max:(0.05405405405405406, 'C=CC=C'), min:(-99999, '')
[0.0033075809478759766] Updated in round 3! max:(0.08108108108108109, 'C=CC=CC=C'), min:(-99999, '')
[0.04146409034729004] Updated in round 4! max:(0.10810810810810811, 'C=CC=CC=CC=C'), min:(-99999, '')
[0.06667542457580566] Updated in round 5! max:(0.13513513513513514, 'C=CC=CC=CC=CC=C'), min:(-99999, '')
[0.0833730697631836] Updated in round 6! max:(0.16216216216216217, 'C=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.12032818794250488] Updated in round 7! max:(0.1891891891891892, 'C=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.13101959228515625] Updated in round 8! max:(0.21621621621621623, 'C=CC=c1ccccccccc1=C'), min:(-99999, '')
[0.13997435569763184] Updated in round 9! max:(0.24324324324324326, 'C=CC=c1ccccccccc1=CC=C'), min:(-99999, '')
[0.15217280387878418] Updated in round 10! max:(0.24324324324324326, 'C=CC=c1ccccccccc1=CC=C'), min:(-99999, '')
[0.15432119369506836] Updated in round 11! max:(0.24324324324324326, 'C=CC=c1ccccccccc1=CC=C'), min:(-99999, '')
[0.1573798656463623] Updated in round 12! max:(0.2702702702702703, 'C=CC=c1ccccc(C=C)cccc1=CC=C'), min:(-99999, '')
[0.17203712463378906] Updated in round 13! max:(0.2972972972972973, 'C=CC=c1cccc(C=C)c(C=C)cccc1=CC=C'), min:(-99999, '')
[0.18884897232055664] Updated in round 14! max:(0.2972972972972973, 'C=CC=c1cccc(C=C)c(C=C)cccc1=CC=C'), min:(-99999, '')
[0.19126582145690918] Updated in round 15! max:(0.32432432432432434, 'C=CC=c1cc2cc(C=C)c(C=C)cc2cc1=CC=C'), min:(-99999, '')
[0.20648789405822754] Updated in round 16! max:(0.35135135135135137, 'C=CC=c1cc2cc3ccccc3cc2cc1=CC=C'), min:(-99999, '')
[0.2231450080871582] Updated in round 17! max:(0.3783783783783784, 'C=c1cc2cc3cc4ccccc4cc3cc2cc1=C'), min:(-99999, '')
