[6.270408630371094e-05]Start running EvoMol from [H][H]...
[0.0018494129180908203] Updated in round 1! max:(0.02702702702702703, 'C=C'), min:(-99999, '')
[0.0025594234466552734] Updated in round 2! max:(0.05405405405405406, 'C=CC=C'), min:(-99999, '')
[0.004620075225830078] Updated in round 3! max:(0.08108108108108109, 'C=CC=CC=C'), min:(-99999, '')
[0.007300615310668945] Updated in round 4! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.0117340087890625] Updated in round 5! max:(0.13513513513513514, 'C=c1ccccc1=C'), min:(-99999, '')
[0.015001773834228516] Updated in round 6! max:(0.16216216216216217, 'C=Cc1cccc(=C)c1=C'), min:(-99999, '')
[0.019655466079711914] Updated in round 7! max:(0.1891891891891892, 'C=Cc1ccc(C=C)c(=C)c1=C'), min:(-99999, '')
[0.02480149269104004] Updated in round 8! max:(0.21621621621621623, 'C=CC=Cc1ccc(C=C)c(=C)c1=C'), min:(-99999, '')
[0.0338437557220459] Updated in round 9! max:(0.24324324324324326, 'C=Cc1ccc2ccc(=C)cc2c1=C'), min:(-99999, '')
[0.04068756103515625] Updated in round 10! max:(0.24324324324324326, 'C=Cc1ccc2ccc(=C)cc2c1=C'), min:(-99999, '')
[0.04358053207397461] Updated in round 11! max:(0.2702702702702703, 'C=Cc1cc2ccc(C=C)c(=C)c2cc1=C'), min:(-99999, '')
[0.05255722999572754] Updated in round 12! max:(0.2972972972972973, 'C=CC=Cc1cc2ccc(C=C)c(=C)c2cc1=C'), min:(-99999, '')
[0.06551194190979004] Updated in round 13! max:(0.32432432432432434, 'C=CC=CC=Cc1cc2ccc(C=C)c(=C)c2cc1=C'), min:(-99999, '')
[0.08237099647521973] Updated in round 14! max:(0.35135135135135137, 'C=CC=C(C=C)C=Cc1cc2ccc(C=C)c(=C)c2cc1=C'), min:(-99999, '')
[0.10559964179992676] Updated in round 15! max:(0.35135135135135137, 'C=CC=C(C=C)C=Cc1cc2ccc(C=C)c(=C)c2cc1=C'), min:(-99999, '')
[0.1128389835357666] Updated in round 16! max:(0.35135135135135137, 'C=CC=C(C=C)C=Cc1cc2ccc(C=C)c(=C)c2cc1=C'), min:(-99999, '')
[0.11578893661499023] Updated in round 17! max:(0.35135135135135137, 'C=CC=C(C=C)C=Cc1cc2ccc(C=C)c(=C)c2cc1=C'), min:(-99999, '')
[0.12105202674865723] Updated in round 18! max:(0.3783783783783784, 'C=CC=Cc1ccc2cc(C=CC(C=C)=CC=C)c(=C)cc2c1=C'), min:(-99999, '')
[0.15102791786193848] Updated in round 19! max:(0.3783783783783784, 'C=CC=Cc1ccc2cc(C=CC(C=C)=CC=C)c(=C)cc2c1=C'), min:(-99999, '')
[0.15459275245666504] Updated in round 20! max:(0.3783783783783784, 'C=CC=Cc1ccc2cc(C=CC(C=C)=CC=C)c(=C)cc2c1=C'), min:(-99999, '')
[0.15817523002624512] Updated in round 21! max:(0.3783783783783784, 'C=CC=Cc1ccc2cc(C=CC(C=C)=CC=C)c(=C)cc2c1=C'), min:(-99999, '')
[0.16279911994934082] Updated in round 22! max:(0.40540540540540543, 'C=CC=C(C=C)C=Cc1cc2ccc(C=CC(=C)C=C)c(=C)c2cc1=C'), min:(-99999, '')
[0.192413330078125] Updated in round 23! max:(0.40540540540540543, 'C=CC=C(C=C)C=Cc1cc2ccc(C=CC(=C)C=C)c(=C)c2cc1=C'), min:(-99999, '')
[0.20226097106933594] Updated in round 24! max:(0.40540540540540543, 'C=CC=C(C=C)C=Cc1cc2ccc(C=CC(=C)C=C)c(=C)c2cc1=C'), min:(-99999, '')
