[5.698204040527344e-05]Start running EvoMol from [H][H]...
[0.0008304119110107422] Updated in round 1! max:(0.16, 'c1ccccc1'), min:(-99999, '')
[0.005402326583862305] Updated in round 2! max:(0.32, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.015233993530273438] Updated in round 3! max:(0.48, 'c1ccc(-c2ccc(-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.036232948303222656] Updated in round 4! max:(0.64, 'c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.07515621185302734] Updated in round 5! max:(0.64, 'c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.07777190208435059] Updated in round 6! max:(0.68, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.12984585762023926] Updated in round 7! max:(0.84, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.21488642692565918] Updated in round 8! max:(0.84, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.21887874603271484] Updated in round 9! max:(0.88, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(C=C)cc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.31743764877319336] Updated in round 10! max:(0.88, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(C=C)cc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.32193970680236816] Updated in round 11! max:(0.92, 'C1=Cc2ccc(cc2)-c2ccc(cc2)-c2ccc(cc2)-c2ccc(cc2)-c2ccc(cc2)C=C1'), min:(-99999, '')
[0.49055051803588867] Updated in round 12! max:(0.92, 'C1=Cc2ccc(cc2)-c2ccc(cc2)-c2ccc(cc2)-c2ccc(cc2)-c2ccc(cc2)C=C1'), min:(-99999, '')
[0.4956653118133545] Reproduced in round 13!!
