[6.198883056640625e-05]Start running EvoMol from [H][H]...
[0.001005411148071289] Updated in round 1! max:(0.14285714285714285, 'c1ccccc1'), min:(-99999, '')
[0.007468223571777344] Updated in round 2! max:(0.17857142857142858, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01514124870300293] Updated in round 3! max:(0.17857142857142858, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01612401008605957] Updated in round 4! max:(0.17857142857142858, 'C=Cc1ccccc1'), min:(-99999, '')
[0.01818227767944336] Updated in round 5! max:(0.21428571428571427, 'C=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.027313709259033203] Updated in round 6! max:(0.25, 'C=CC=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.03957200050354004] Updated in round 7! max:(0.2857142857142857, 'C=CC(C=C)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.05435895919799805] Updated in round 8! max:(0.32142857142857145, 'C=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.07238578796386719] Updated in round 9! max:(0.32142857142857145, 'C=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.07380318641662598] Updated in round 10! max:(0.32142857142857145, 'C=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.07521724700927734] Updated in round 11! max:(0.32142857142857145, 'C=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.0765836238861084] Updated in round 12! max:(0.32142857142857145, 'C=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.07797431945800781] Updated in round 13! max:(0.32142857142857145, 'C=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.08147048950195312] Updated in round 14! max:(0.35714285714285715, 'C=CC=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.10463094711303711] Updated in round 15! max:(0.35714285714285715, 'C=CC=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.10624933242797852] Updated in round 16! max:(0.35714285714285715, 'C=CC=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.10784149169921875] Updated in round 17! max:(0.35714285714285715, 'C=CC=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.11144566535949707] Updated in round 18! max:(0.39285714285714285, 'C=CC=CC=CC=Cc1ccc(C=C(C=C)C=C)cc1'), min:(-99999, '')
[0.14116263389587402] Updated in round 19! max:(0.5, 'C=CC(C=C)=Cc1ccc(C=CC=CC=Cc2ccccc2)cc1'), min:(-99999, '')
[0.19515013694763184] Updated in round 20! max:(0.5, 'C=CC(C=C)=Cc1ccc(C=CC=CC=Cc2ccccc2)cc1'), min:(-99999, '')
[0.19767546653747559] Updated in round 21! max:(0.5357142857142857, 'C=CC(C=C)=Cc1ccc(C=CC=CC=Cc2ccc(C=C)cc2)cc1'), min:(-99999, '')
[0.2565491199493408] Updated in round 22! max:(0.5357142857142857, 'C=CC(C=C)=Cc1ccc(C=CC=CC=Cc2ccc(C=C)cc2)cc1'), min:(-99999, '')
[0.25919485092163086] Updated in round 23! max:(0.5357142857142857, 'C=CC(C=C)=Cc1ccc(C=CC=CC=Cc2ccc(C=C)cc2)cc1'), min:(-99999, '')
[0.26117706298828125] Updated in round 24! max:(0.5357142857142857, 'C=CC(C=C)=Cc1ccc(C=CC=CC=Cc2ccc(C=C)cc2)cc1'), min:(-99999, '')
[0.2630600929260254] Updated in round 25! max:(0.5357142857142857, 'C=CC(C=C)=Cc1ccc(C=CC=CC=Cc2ccc(C=C)cc2)cc1'), min:(-99999, '')
[0.2652420997619629] Updated in round 26! max:(0.5357142857142857, 'C=CC(C=C)=Cc1ccc(C=CC=CC=Cc2ccc(C=C)cc2)cc1'), min:(-99999, '')
[0.26760268211364746] Updated in round 27! max:(0.5714285714285714, 'C=CC(C=CC=Cc1ccc(C=C(C=C)C=C)cc1)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.3329355716705322] Updated in round 28! max:(0.5714285714285714, 'C=CC(C=CC=Cc1ccc(C=C(C=C)C=C)cc1)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.3351268768310547] Updated in round 29! max:(0.5714285714285714, 'C=CC(C=CC=Cc1ccc(C=C(C=C)C=C)cc1)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.3377094268798828] Updated in round 30! max:(0.5714285714285714, 'C=CC(C=CC=Cc1ccc(C=C(C=C)C=C)cc1)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.3398754596710205] Updated in round 31! max:(0.5714285714285714, 'C=CC(C=CC=Cc1ccc(C=C(C=C)C=C)cc1)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.3422696590423584] Updated in round 32! max:(0.5714285714285714, 'C=CC(C=CC=Cc1ccc(C=C(C=C)C=C)cc1)=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.34542179107666016] Updated in round 33! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.4237515926361084] Updated in round 34! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.4267585277557373] Updated in round 35! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.4296529293060303] Updated in round 36! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.43203043937683105] Updated in round 37! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.4347705841064453] Updated in round 38! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.43707752227783203] Updated in round 39! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.4393444061279297] Updated in round 40! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.44284558296203613] Updated in round 41! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.4453589916229248] Updated in round 42! max:(0.6071428571428571, 'C=CC=Cc1ccc(C=C(C=C)C=CC=Cc2ccc(C=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.4498593807220459] Updated in round 43! max:(0.6428571428571429, 'C=CC=CC(C=C)=Cc1ccc(C=CC=CC(C=C)=Cc2ccc(C=CC=C)cc2)cc1'), min:(-99999, '')
