[6.175041198730469e-05]Start running EvoMol from [H][H]...
[0.0019903182983398438] Updated in round 1! max:(0.04, 'C=C'), min:(-99999, '')
[0.00992894172668457] Updated in round 2! max:(0.12, 'C=CC=CC=C'), min:(-99999, '')
[0.016788005828857422] Updated in round 3! max:(0.16, 'C=CC=CC=CC=C'), min:(-99999, '')
[0.025346040725708008] Updated in round 4! max:(0.2, 'C=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.03366708755493164] Updated in round 5! max:(0.24, 'C=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.040570735931396484] Updated in round 6! max:(0.24, 'C=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.04201841354370117] Updated in round 7! max:(0.28, 'C=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.05294013023376465] Updated in round 8! max:(0.32, 'C=CC=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.06538987159729004] Updated in round 9! max:(0.32, 'C=CC=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.06712889671325684] Updated in round 10! max:(0.36, 'C=CC(C=C)=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.08244037628173828] Updated in round 11! max:(0.36, 'C=CC(C=C)=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.08376193046569824] Updated in round 12! max:(0.36, 'C=CC(C=C)=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.08539938926696777] Updated in round 13! max:(0.4, 'C=CC=CC(C=C)=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.10572004318237305] Updated in round 14! max:(0.4, 'C=CC=CC(C=C)=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.1072237491607666] Updated in round 15! max:(0.4, 'C=CC=CC(C=C)=CC=CC=c1ccc(=C)cc1'), min:(-99999, '')
[0.10896492004394531] Updated in round 16! max:(0.44, 'C=c1ccc(=CC=CC=c2ccc(=C)cc2)cc1'), min:(-99999, '')
[0.13056230545043945] Updated in round 17! max:(0.44, 'C=c1ccc(=CC=CC=c2ccc(=C)cc2)cc1'), min:(-99999, '')
[0.13271403312683105] Updated in round 18! max:(0.44, 'C=c1ccc(=CC=CC=c2ccc(=C)cc2)cc1'), min:(-99999, '')
[0.13423371315002441] Updated in round 19! max:(0.44, 'C=c1ccc(=CC=CC=c2ccc(=C)cc2)cc1'), min:(-99999, '')
[0.13617515563964844] Updated in round 20! max:(0.48, 'C=CC(C=CC=c1ccc(=C)cc1)=c1ccc(=C)cc1'), min:(-99999, '')
[0.16213035583496094] Updated in round 21! max:(0.52, 'C=CC=c1ccc(=C(C=C)C=CC=c2ccc(=C)cc2)cc1'), min:(-99999, '')
[0.1952376365661621] Updated in round 22! max:(0.56, 'C=CC=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.2300403118133545] Updated in round 23! max:(0.6, 'C=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.2705385684967041] Updated in round 24! max:(0.6, 'C=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.27271080017089844] Updated in round 25! max:(0.6, 'C=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.2755777835845947] Updated in round 26! max:(0.6, 'C=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.27783656120300293] Updated in round 27! max:(0.6, 'C=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.2802135944366455] Updated in round 28! max:(0.6, 'C=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.28211426734924316] Updated in round 29! max:(0.6, 'C=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.28472256660461426] Updated in round 30! max:(0.64, 'C=CC=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
[0.33322811126708984] Updated in round 31! max:(0.64, 'C=CC=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
[0.33547544479370117] Updated in round 32! max:(0.64, 'C=CC=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
[0.33902978897094727] Updated in round 33! max:(0.68, 'C=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
[0.3936347961425781] Updated in round 34! max:(0.68, 'C=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
[0.3964993953704834] Updated in round 35! max:(0.72, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=C)cc3)cc2)cc1'), min:(-99999, '')
[0.4635009765625] Updated in round 36! max:(0.76, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.5421614646911621] Updated in round 37! max:(0.76, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.5466151237487793] Updated in round 38! max:(0.76, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.5496940612792969] Updated in round 39! max:(0.76, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.5521156787872314] Updated in round 40! max:(0.76, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.5547754764556885] Updated in round 41! max:(0.76, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.557506799697876] Updated in round 42! max:(0.76, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.5601162910461426] Updated in round 43! max:(0.76, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.5634307861328125] Updated in round 44! max:(0.76, 'C=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.5675599575042725] Updated in round 45! max:(0.8, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=C(C=C)C=CC=C)cc3)cc2)cc1'), min:(-99999, '')
[0.6624324321746826] Updated in round 46! max:(0.84, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7603671550750732] Updated in round 47! max:(0.84, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7652311325073242] Updated in round 48! max:(0.84, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7694563865661621] Updated in round 49! max:(0.84, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.773160457611084] Updated in round 50! max:(0.84, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7776622772216797] Updated in round 51! max:(0.84, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7815721035003662] Updated in round 52! max:(0.84, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7846724987030029] Updated in round 53! max:(0.84, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7881937026977539] Updated in round 54! max:(0.84, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7932271957397461] Updated in round 55! max:(0.88, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.9091470241546631] Updated in round 56! max:(0.88, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.9124090671539307] Updated in round 57! max:(0.88, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.9164857864379883] Updated in round 58! max:(0.88, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.9203026294708252] Updated in round 59! max:(0.88, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.9250972270965576] Updated in round 60! max:(0.88, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.9279024600982666] Updated in round 61! max:(0.88, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.9312093257904053] Updated in round 62! max:(0.88, 'C=CC=CC=CC(C=C)=c1ccc(=c2ccc(=c3ccc(=c4ccc(=CC=C)cc4)cc3)cc2)cc1'), min:(-99999, '')
