[7.939338684082031e-05]Start running EvoMol from [H][H]...
[0.0014698505401611328] Updated in round 1! max:(0.08163265306122448, 'c1ccccc1'), min:(-99999, '')
[0.009565114974975586] Updated in round 2! max:(0.16326530612244897, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.03107619285583496] Updated in round 3! max:(0.22448979591836735, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.06256628036499023] Updated in round 4! max:(0.24489795918367346, 'C=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.09890294075012207] Updated in round 5! max:(0.2653061224489796, 'C=Cc1ccc2cccc(-c3ccccc3C=C)c2c1'), min:(-99999, '')
[0.1426072120666504] Updated in round 6! max:(0.2857142857142857, 'C=Cc1ccc(C=C)c(-c2cccc3ccc(C=C)cc23)c1'), min:(-99999, '')
[0.1871187686920166] Updated in round 7! max:(0.3673469387755102, 'C=Cc1ccc2cccc(-c3c(C=C)ccc(C=C)c3-c3ccccc3)c2c1'), min:(-99999, '')
[0.268110990524292] Updated in round 8! max:(0.3673469387755102, 'C=Cc1ccc2cccc(-c3c(C=C)ccc(C=C)c3-c3ccccc3)c2c1'), min:(-99999, '')
[0.2755281925201416] Updated in round 9! max:(0.3673469387755102, 'C=Cc1ccc2cccc(-c3c(C=C)ccc(C=C)c3-c3ccccc3)c2c1'), min:(-99999, '')
[0.2841508388519287] Updated in round 10! max:(0.4489795918367347, 'C=Cc1ccc(C=C)c(-c2cccc3ccc(C=Cc4ccccc4)cc23)c1-c1ccccc1'), min:(-99999, '')
[0.4237823486328125] Updated in round 11! max:(0.4489795918367347, 'C=Cc1ccc(C=C)c(-c2cccc3ccc(C=Cc4ccccc4)cc23)c1-c1ccccc1'), min:(-99999, '')
[0.43468427658081055] Updated in round 12! max:(0.46938775510204084, 'C=Cc1ccc(C=C)c(-c2cccc3ccc4ccc5ccccc5c4c23)c1-c1ccccc1'), min:(-99999, '')
[0.569119930267334] Updated in round 13! max:(0.4897959183673469, 'C=Cc1ccccc1-c1c(C=C)ccc(C=C)c1-c1cccc2ccc3ccc4ccccc4c3c12'), min:(-99999, '')
[0.7087893486022949] Updated in round 14! max:(0.4897959183673469, 'C=Cc1ccccc1-c1c(C=C)ccc(C=C)c1-c1cccc2ccc3ccc4ccccc4c3c12'), min:(-99999, '')
[0.7175405025482178] Updated in round 15! max:(0.4897959183673469, 'C=Cc1ccccc1-c1c(C=C)ccc(C=C)c1-c1cccc2ccc3ccc4ccccc4c3c12'), min:(-99999, '')
[0.7249109745025635] Updated in round 16! max:(0.4897959183673469, 'C=Cc1ccccc1-c1c(C=C)ccc(C=C)c1-c1cccc2ccc3ccc4ccccc4c3c12'), min:(-99999, '')
[0.732877254486084] Updated in round 17! max:(0.4897959183673469, 'C=Cc1ccccc1-c1c(C=C)ccc(C=C)c1-c1cccc2ccc3ccc4ccccc4c3c12'), min:(-99999, '')
[0.7458367347717285] Updated in round 18! max:(0.4897959183673469, 'C=Cc1ccccc1-c1c(C=C)ccc(C=C)c1-c1cccc2ccc3ccc4ccccc4c3c12'), min:(-99999, '')
[0.7525956630706787] Updated in round 19! max:(0.4897959183673469, 'C=Cc1ccccc1-c1c(C=C)ccc(C=C)c1-c1cccc2ccc3ccc4ccccc4c3c12'), min:(-99999, '')
[0.7607123851776123] Updated in round 20! max:(0.4897959183673469, 'C=Cc1ccccc1-c1c(C=C)ccc(C=C)c1-c1cccc2ccc3ccc4ccccc4c3c12'), min:(-99999, '')
[0.7712550163269043] Updated in round 21! max:(0.5102040816326531, 'C=Cc1ccc2ccc3ccc4cccc(-c5c(C=C)ccc(C=C)c5-c5ccccc5C=C)c4c3c2c1'), min:(-99999, '')
[0.930739164352417] Updated in round 22! max:(0.5714285714285714, 'C=Cc1ccc2ccc3ccc4cccc(-c5c(C=C)ccc(C=C)c5-c5ccccc5-c5ccccc5)c4c3c2c1'), min:(-99999, '')
[1.1448194980621338] Updated in round 23! max:(0.5714285714285714, 'C=Cc1ccc2ccc3ccc4cccc(-c5c(C=C)ccc(C=C)c5-c5ccccc5-c5ccccc5)c4c3c2c1'), min:(-99999, '')
[1.1665124893188477] Updated in round 24! max:(0.5918367346938775, 'C=CC=Cc1ccc2ccc3ccc4cccc(-c5c(C=C)ccc(C=C)c5-c5ccccc5-c5ccccc5)c4c3c2c1'), min:(-99999, '')
[1.4123008251190186] Updated in round 25! max:(0.5918367346938775, 'C=CC=Cc1ccc2ccc3ccc4cccc(-c5c(C=C)ccc(C=C)c5-c5ccccc5-c5ccccc5)c4c3c2c1'), min:(-99999, '')
[1.4351632595062256] Updated in round 26! max:(0.5918367346938775, 'C=CC=Cc1ccc2ccc3ccc4cccc(-c5c(C=C)ccc(C=C)c5-c5ccccc5-c5ccccc5)c4c3c2c1'), min:(-99999, '')
[1.4523591995239258] Updated in round 27! max:(0.5918367346938775, 'C=CC=Cc1ccc2ccc3ccc4cccc(-c5c(C=C)ccc(C=C)c5-c5ccccc5-c5ccccc5)c4c3c2c1'), min:(-99999, '')
[1.4770591259002686] Updated in round 28! max:(0.5918367346938775, 'C=CC=Cc1ccc2ccc3ccc4cccc(-c5c(C=C)ccc(C=C)c5-c5ccccc5-c5ccccc5)c4c3c2c1'), min:(-99999, '')
[1.4940502643585205] Updated in round 29! max:(0.6122448979591837, 'C=Cc1ccc(C=C)c(-c2cccc3ccc4ccc5ccc6ccccc6c5c4c23)c1-c1ccccc1-c1ccccc1'), min:(-99999, '')
[1.749169111251831] Updated in round 30! max:(0.673469387755102, 'C=Cc1ccc(C=C)c(-c2cccc3ccc4ccc5ccc6ccccc6c5c4c23)c1-c1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[2.0447471141815186] Updated in round 31! max:(0.673469387755102, 'C=Cc1ccc(C=C)c(-c2cccc3ccc4ccc5ccc6ccccc6c5c4c23)c1-c1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[2.059474468231201] Updated in round 32! max:(0.7551020408163265, 'C=Cc1ccc(C=C)c(-c2cccc3ccc4ccc5ccc6ccccc6c5c4c23)c1-c1ccccc1-c1cccc2cccc(-c3ccccc3)c12'), min:(-99999, '')
[2.472428560256958] Updated in round 33! max:(0.7755102040816326, 'C=Cc1cccc(-c2c(C=C)ccc(C=C)c2-c2cccc3ccc4ccc5ccc6ccccc6c5c4c23)c1-c1cccc2cccc(-c3ccccc3)c12'), min:(-99999, '')
[2.9021084308624268] Updated in round 34! max:(0.7755102040816326, 'C=Cc1cccc(-c2c(C=C)ccc(C=C)c2-c2cccc3ccc4ccc5ccc6ccccc6c5c4c23)c1-c1cccc2cccc(-c3ccccc3)c12'), min:(-99999, '')
[2.9216971397399902] Updated in round 35! max:(0.7755102040816326, 'C=Cc1cccc(-c2c(C=C)ccc(C=C)c2-c2cccc3ccc4ccc5ccc6ccccc6c5c4c23)c1-c1cccc2cccc(-c3ccccc3)c12'), min:(-99999, '')
[2.93426251411438] Updated in round 36! max:(0.7755102040816326, 'C=Cc1cccc(-c2c(C=C)ccc(C=C)c2-c2cccc3ccc4ccc5ccc6ccccc6c5c4c23)c1-c1cccc2cccc(-c3ccccc3)c12'), min:(-99999, '')
[2.948011875152588] Updated in round 37! max:(0.7755102040816326, 'C=Cc1cccc(-c2c(C=C)ccc(C=C)c2-c2cccc3ccc4ccc5ccc6ccccc6c5c4c23)c1-c1cccc2cccc(-c3ccccc3)c12'), min:(-99999, '')
