[6.794929504394531e-05]Start running EvoMol from [H][H]...
[0.0003619194030761719] Updated in round 1! max:(0.03278688524590164, 'C=C'), min:(-99999, '')
[0.006155490875244141] Updated in round 2! max:(0.09523809523809523, 'C=CC=C'), min:(-99999, '')
[0.009488821029663086] Updated in round 3! max:(0.171875, 'C=CC(=C)C=C'), min:(-99999, '')
[0.011569023132324219] Updated in round 4! max:(0.2903225806451613, 'C=CC(=C)C(=C)C=C'), min:(-99999, '')
[0.014426708221435547] Updated in round 5! max:(0.2903225806451613, 'C=CC(=C)C(=C)C=C'), min:(-99999, '')
[0.017653703689575195] Updated in round 6! max:(0.39344262295081966, 'C=CC(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.02150583267211914] Updated in round 7! max:(0.5, 'C=CC(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.026557445526123047] Updated in round 8! max:(0.5833333333333334, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.033002614974975586] Updated in round 9! max:(0.5833333333333334, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.03363204002380371] Updated in round 10! max:(0.5833333333333334, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.03422904014587402] Updated in round 11! max:(0.5833333333333334, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.03474116325378418] Updated in round 12! max:(0.6666666666666666, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.042830467224121094] Updated in round 13! max:(0.6666666666666666, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.043494462966918945] Updated in round 14! max:(0.6666666666666666, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.04411005973815918] Updated in round 15! max:(0.6666666666666666, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.04474687576293945] Updated in round 16! max:(0.75, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.054918527603149414] Updated in round 17! max:(0.75, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.0556492805480957] Updated in round 18! max:(0.75, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.05633735656738281] Updated in round 19! max:(0.75, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.0570220947265625] Updated in round 20! max:(0.75, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.057686567306518555] Updated in round 21! max:(0.8333333333333334, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.07013416290283203] Updated in round 22! max:(0.8333333333333334, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.07087111473083496] Updated in round 23! max:(0.9166666666666666, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.08588242530822754] Updated in round 24! max:(0.9166666666666666, 'C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C'), min:(-99999, '')
[0.08661150932312012] Reproduced in round 25!!
