[4.982948303222656e-05]Start running EvoMol from [H][H]...
[0.0006372928619384766] Updated in round 1! max:(0.25, 'c1ccccc1'), min:(-99999, '')
[0.0051386356353759766] Updated in round 2! max:(0.5, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.014652490615844727] Updated in round 3! max:(0.5, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.016640186309814453] Updated in round 4! max:(0.6875, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.031365156173706055] Updated in round 5! max:(0.75, 'C=Cc1ccc2ccccc2c1-c1ccccc1'), min:(-99999, '')
[0.04947924613952637] Updated in round 6! max:(0.75, 'C=Cc1ccc2ccccc2c1-c1ccccc1'), min:(-99999, '')
[0.05141186714172363] Updated in round 7! max:(0.75, 'C=Cc1ccc2ccccc2c1-c1ccccc1'), min:(-99999, '')
[0.053167104721069336] Updated in round 8! max:(0.75, 'C=Cc1ccc2ccccc2c1-c1ccccc1'), min:(-99999, '')
[0.05491209030151367] Updated in round 9! max:(0.75, 'C=Cc1ccc2ccccc2c1-c1ccccc1'), min:(-99999, '')
[0.056903839111328125] Updated in round 10! max:(0.8125, 'c1ccc2c(c1)ccc1ccc3ccccc3c12'), min:(-99999, '')
[0.07393431663513184] Updated in round 11! max:(0.8125, 'c1ccc2c(c1)ccc1ccc3ccccc3c12'), min:(-99999, '')
[0.07563447952270508] Updated in round 12! max:(0.8125, 'c1ccc2c(c1)ccc1ccc3ccccc3c12'), min:(-99999, '')
[0.07768130302429199] Updated in round 13! max:(0.875, 'c1cc2c3c(c1)ccc1ccc4cccc-2c4c13'), min:(-99999, '')
[0.0933072566986084] Updated in round 14! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.1125190258026123] Updated in round 15! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.11463356018066406] Updated in round 16! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.11666417121887207] Updated in round 17! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.11872029304504395] Updated in round 18! max:(0.9375, 'C=Cc1ccc2ccc3ccc4cccc5c4c3c2c1-5'), min:(-99999, '')
[0.1194303035736084] Reproduced in round 19!!
